current_rank,ticker,name,sector,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,VSAT,VIASAT INC,Information Technology,1,76.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,RGR,STURM RUGER INC,Consumer Discretionary,2,40.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,FDBC,FIDELITY D AND D BANCORP INC,Financials,3,53.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ILMN,"Illumina, Inc. - Common Stock",,4,199.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,EIG,EMPLOYERS HOLDINGS INC,Financials,5,50.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,DDOG,Datadog,Information Technology,6,267.559998,,44,264.200012,0.01271758,,,,,,,,,,,,,,,,,,,,,,,,
7,DOLE,DOLE PLC,Consumer Staples,7,14.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,KDP,Keurig Dr Pepper,Consumer Staples,8,31.24,,48,31.450001,-0.00667730,,,,,,,,,,,,,,,,,,,,,,,,
9,CTNM,CONTINEUM THERAPEUTICS INC CLASS A,Health Care,9,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ZNTL,ZENTALIS PHARMACEUTICALS INC,Health Care,10,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CTVA,Corteva,Materials,11,89.834999,,,,,,,,,,,,,,,,,,,,,,,7,86.790001,,13,87.300003,-0.00584195
12,LEU,CENTRUS ENERGY CORP CLASS A,Energy,12,173.977295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,SBCF,SEACOAST BANKING OF FLORIDA,Financials,13,34.509998,,28,34.099998,0.01202346,,,,,,,,,,,,,,,,,,,,,,,,
14,MFIN,MEDALLION FINANCIAL CORP,Financials,14,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,RVTY,Revvity,Health Care,15,112.82,,23,113.400002,-0.00511466,,,,,,,,,,2,113.18,,,,,,,,,,,,,
16,UMBF,UMB FINANCIAL CORP,Financials,16,146.990005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PVLA,PALVELLA THERAPEUTICS INC,Health Care,17,147.039993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",,18,104.620003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,NTES,"NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",,19,131.179993,,,,,,,,,,,,,,,,,,,,,,,33,134.199997,,,,
20,CVSA,COVISTA INC,Consumer Discretionary,20,126.739998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,EWTX,EDGEWISE THERAPEUTICS INC,Health Care,21,41.240002,,,,,,,,39,41.599998,,,,,,,,,,,,,,,,,,,
22,EL,Estée Lauder Companies (The),Consumer Staples,22,84.68,,,,,,,,,,,,,,,,,,,,,,,24,83.639999,,,,
