current_rank,ticker,name,sector,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,OTTR,OTTER TAIL CORP,Utilities,1,93.087799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DD,DuPont,Materials,2,139.940002,,10,141.309998,-0.00969497,,,,,,,,,,,,,,,,,,,,,,,,
3,RYTM,RHYTHM PHARMACEUTICALS INC,Health Care,3,107.985001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,IRM,Iron Mountain,Real Estate,4,125.529999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,FITB,Fifth Third Bancorp,Financials,5,58.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,TSN,Tyson Foods,Consumer Staples,6,58.369999,,1,59.611,-0.02081832,,,,,,,,,,,,,,,,,,,,,,,,
7,CZR,"Caesars Entertainment, Inc. - Common Stock",,7,30.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CRBP,CORBUS PHARMACEUTICALS HOLDINGS,Health Care,8,9.4,,,,,,,,,,,,,,,,,,,,,,,22,9.32,,,,
9,LCII,LCI INDUSTRIES,Consumer Discretionary,9,105.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,RAIL,FREIGHTCAR AMERICA INC,Industrials,10,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,11,25.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,COUR,COURSERA INC,Consumer Discretionary,12,6.02,,40,5.9,0.02033898,,,,,,,,,,,,,,,,,,,,,,,,
13,PNRG,PRIMEENERGY RESOURCES CORP,Energy,13,186.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,APC,ARKO PETROLEUM CORP CLASS A,Consumer Discretionary,14,20.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,15,41.27,,,,,,,,,,,,,,,,,,,,,,,,,,47,38.700001,
16,CBU,COMMUNITY FINANCIAL SYSTEM INC,Financials,16,67.404999,,16,66.529999,0.01315196,,,,,,,,,,,,,,,,,,,,,,,,
17,LMNR,LIMONEIRA,Consumer Staples,17,13.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ENR,ENERGIZER HOLDINGS INC,Consumer Staples,18,21.190001,,,,,,,,,,,,,,,,,,,,,,,14,20.65,,,,
19,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,19,5.12,,3,5.34,-0.04119850,,,,,,,,,,,,,,,,,,,,,,,,
20,DOLE,DOLE PLC,Consumer Staples,20,14.005,,13,14.3,-0.02062937,,,,6,14.31,,4,14.445,-0.00934579,,,,,,,,,,44,14.035,,45,14.295,-0.01818818
21,ORMP,ORAMED PHARMACEUTICALS INC,Health Care,21,4.36,,5,4.39,-0.00683371,,,,,,,,,,,,,,,,,,,,,,,,
22,CEG,Constellation Energy,Utilities,22,265.665009,,9,273.709991,-0.02939236,,,,,,,,,,,,,,,,,,,,,,,,
23,SBUX,Starbucks,Consumer Discretionary,23,104.407402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,EQIX,Equinix,Real Estate,24,1047.775024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,HUT,HUT CORP,Information Technology,25,104.470001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,AOS,A. O. Smith,Industrials,26,62.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,DVN,Devon Energy,Energy,27,44.040001,,,,,29,45.130001,,,,,,,,,,,,,,,,,,,,,,
28,LOW,Lowe's,Consumer Discretionary,28,217.475006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,HTHT,H World Group Limited - American Depositary Shares,,29,42.470001,,,,,26,42.689999,,,,,,,,,,,,,,,,,,,,,,
30,CPB,The Campbell's Company - Common Stock,,30,22.781099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NUS,NU SKIN ENTERPRISES CLASS A,Consumer Staples,31,5.345,,,,,,,,50,5.23,,2,5.275,-0.00853081,,,,,,,,,,,,,,,
32,ACIC,AMERICAN COASTAL INSURANCE CORP,Financials,32,10.99,,21,10.925,0.00594966,,,,,,,,,,,,,,,,,,,,,,,,
33,CODI,COMPASS DIVERSIFIED,Financials,33,10.89,,17,10.57,0.03027436,,,,,,,,,,,,,,,,,,,,,,,,
34,TBCH,TURTLE BEACH,Information Technology,34,13.705,,18,12.81,0.06986729,,,,,,,49,11.97,,23,13.01,-0.07993851,,,,,,,,,,,,
