current_rank,ticker,name,sector,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,CRBP,CORBUS PHARMACEUTICALS HOLDINGS,Health Care,1,9.4,,,,,,,,,,,,,,,,,,,,,,,12,9.32,,,,
2,KMT,KENNAMETAL INC,Industrials,2,36.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,OTIS,Otis Worldwide,Industrials,3,73.389999,,,,,,,,,,,,,,28,73.614998,,,,,,,,,,,,,
4,CROX,"Crocs, Inc. - Common Stock",,4,139.854996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,CMT,CORE MOLDING TECHNOLOGIES INC,Materials,5,24.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,PIPR,PIPER SANDLER COMPANIES,Financials,6,77.57,,,,,,,,,,,,,,27,77.470001,,,,,,,,,,,,,
7,NGVT,INGEVITY CORP,Materials,7,75.660004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SGC,SUPERIOR GROUP OF COMPANIES INC,Consumer Discretionary,8,13.9799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SRI,STONERIDGE INC,Consumer Discretionary,9,7.485,,,,,,,,,,,,,,,,,,,,,,,,,,31,7.39,
10,HFWA,HERITAGE FINANCIAL CORP,Financials,10,30.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PBI,PITNEY BOWES INC,Industrials,11,18.485001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,HOG,HARLEY DAVIDSON INC,Consumer Discretionary,12,26.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,VCTR,VICTORY CAPITAL HOLDINGS CLASS A I,Financials,13,102.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,OTTR,OTTER TAIL CORP,Utilities,14,93.087799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WS,WORTHINGTON STEEL INC,Materials,15,37.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,Health Care,16,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,RGR,STURM RUGER INC,Consumer Discretionary,17,39.060001,,,,,,,,21,39.060001,,,,,,,,,,,,,,,,,,,
18,MGRC,MCGRATH RENT,Industrials,18,120.610001,,,,,,,,,,,,,,,,,,,,,,,34,118.959999,,,,
19,EWBC,"East West Bancorp, Inc. - Common Stock",,19,134.169998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,20,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PNRG,PRIMEENERGY RESOURCES CORP,Energy,21,186.5,,,,,,,,,,,,,,,,,,,,,,,,,,16,193.395004,
22,WFRD,Weatherford International plc - Ordinary shares,,22,89.379997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,NVDA,Nvidia,Information Technology,23,212.634995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PVLA,PALVELLA THERAPEUTICS INC,Health Care,24,150.490005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PII,POLARIS INC,Consumer Discretionary,25,72.919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ATMU,ATMUS FILTRATION TECHNOLOGIES INC,Industrials,26,55.060001,,7,53.895,0.02161612,,,,,,,,,,,,,,,,,,,,,,,,
27,MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,27,25.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,AZZ,AZZ INC,Industrials,28,152.975006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials,29,11.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ALG,ALAMO GROUP INC,Industrials,30,170.759995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,31,20.35,,8,19.469999,0.04519779,,,,,,,,,,,,,,,,,,,,,,,,
32,NUS,NU SKIN ENTERPRISES CLASS A,Consumer Staples,32,5.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CENT,CENTRAL GARDEN AND PET,Consumer Staples,33,44.084999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ALNT,ALLIENT INC,Industrials,34,95.449997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,AVNW,AVIAT NETWORKS INC,Information Technology,35,21.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,36,58.494999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,JBI,JANUS INTERNATIONAL GROUP INC,Industrials,37,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,IIIN,INSTEEL INDUSTRIES INC,Industrials,38,32.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,EXPD,Expeditors International,Industrials,39,178.119995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,FFBC,FIRST FINANCIAL BANCORP,Financials,40,34.650002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,HWM,Howmet Aerospace,Industrials,41,290.829987,,,,,,,,,,,,,,,,,,,,,,,44,287.209991,,,,
42,BANR,BANNER CORP,Financials,42,72.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
