current_rank,ticker,name,sector,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,CMT,CORE MOLDING TECHNOLOGIES INC,Materials,1,24.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,CRBP,CORBUS PHARMACEUTICALS HOLDINGS,Health Care,2,9.4,,,,,,,,,,,,,,,,,,,,,,,1,9.32,,,,,,,,,,,,,
3,PIPR,PIPER SANDLER COMPANIES,Financials,3,77.57,,,,,,,,,,,,,,35,77.470001,,,,,,,,,,,,,,,,,,,,,,
4,NGVT,INGEVITY CORP,Materials,4,75.660004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,EL,Estée Lauder Companies (The),Consumer Staples,5,86.050003,,,,,,,,,,,18,84.146004,,,,,,,,,,,,,,,,,,,,,,,,,
6,KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,Health Care,6,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,KMT,KENNAMETAL INC,Industrials,7,36.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PBI,PITNEY BOWES INC,Industrials,8,18.485001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,HOG,HARLEY DAVIDSON INC,Consumer Discretionary,9,26.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,HFWA,HERITAGE FINANCIAL CORP,Financials,10,30.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,SGC,SUPERIOR GROUP OF COMPANIES INC,Consumer Discretionary,11,13.9799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AZZ,AZZ INC,Industrials,12,152.975006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,VCTR,VICTORY CAPITAL HOLDINGS CLASS A I,Financials,13,102.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WFRD,Weatherford International plc - Ordinary shares,,14,89.379997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WS,WORTHINGTON STEEL INC,Materials,15,37.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ALG,ALAMO GROUP INC,Industrials,16,170.759995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,SRI,STONERIDGE INC,Consumer Discretionary,17,7.485,,,,,,,,,,,,,,,,,,,,,,,,,,43,7.39,,,,,,,,,,
18,PII,POLARIS INC,Consumer Discretionary,18,72.919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
