current_rank,ticker,name,sector,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
30,JOE,ST JOE,Real Estate,30,64.175003,,,,,43,62.18,,29,63.07,-0.01411130,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,MWA,MUELLER WATER PRODUCTS INC SERIES,Industrials,31,26.09,,17,25.790001,0.01163238,,,,,,,,,,9,25.92,,,,,,,,,,,,,,,,,,,,33,25.459999,
32,AVGO,Broadcom,Information Technology,32,411.380005,,19,392.230011,0.04882338,,,,,,,,,,,,,,,,,,,11,392.470001,,,,,,,,,,,,,
33,AVNT,AVIENT CORP,Materials,33,37.52,,20,37.395,0.00334269,,,,,,,,,,,,,,,,,,,,,,,,,19,36.900002,,,,,,,
34,WMK,WEIS MARKETS INC,Consumer Staples,34,78.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,HY,HYSTER YALE INC CLASS A,Industrials,35,35.459999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,SFM,"Sprouts Farmers Market, Inc. - Common Stock",,36,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ALG,ALAMO GROUP INC,Industrials,37,170.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,NESR,NATIONAL ENERGY SERVICES REUNITED,Energy,38,28.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ELMD,ELECTROMED INC,Health Care,39,42.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,TBLA,TABOOLA.COM LTD,Communication,40,5.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,HCKT,HACKETT GROUP,Information Technology,41,11.4,,24,11.31,0.00795756,34,10.72,0.05503731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ALT,ALTIMMUNE INC,Health Care,42,2.955,,16,3.0,-0.01500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,LFUS,"Littelfuse, Inc. - Common Stock",,43,455.904999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ISBA,ISABELLA BANK CORP,Financials,44,40.357498,,26,40.240002,0.00291988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,KRMD,KORU MEDICAL SYSTEMS INC,Health Care,45,4.2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,KVHI,KVH INDUSTRIES INC,Information Technology,46,9.2661,,25,9.17,0.01047983,4,9.26,-0.00971922,,,,,,,,,,,,,,,,,,,8,9.26,,28,9.31,-0.00537057,,,,,,
47,LASR,NLIGHT INC,Information Technology,47,74.620003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,JBSS,JOHN B SANFILIPPO AND SON,Consumer Staples,48,83.529999,,,,,,,,,,,,,,34,84.620003,,,,,,,,,,,,,,,,,,,,,,
49,ASLE,AERSALE CORP,Industrials,49,6.485,,31,6.49,-0.00077042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,CVSA,COVISTA INC,Consumer Discretionary,50,128.020004,,39,127.260002,0.00597204,,,,40,126.440002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
