early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,DMRA,DAMORA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,75.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1003,AVTX,AVALO THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,45.55,35.0,mixed_sideways,25.0,bearish_proxy,71.26,49.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1004,KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,NASDAQ+RUSSELL2000,Health Care,45.55,35.0,mixed_sideways,25.0,bearish_proxy,71.25,49.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1005,UNF,UNIFIRST CORP,RUSSELL2000,Industrials,45.5,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.0,45.85,15.27,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1006,WKC,WORLD KINECT CORP,RUSSELL2000,Energy,45.38,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.99,48.65,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1007,LGND,LIGAND PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,45.27,35.0,mixed_sideways,25.0,bearish_proxy,70.4,49.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1008,AMLX,AMYLYX PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,45.24,35.0,mixed_sideways,25.0,bearish_proxy,70.32,49.31,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1009,BJRI,BJS RESTAURANTS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,45.18,72.0,confirmed_bullish_trend,22.75,bearish_proxy,72.3,48.71,11.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1010,KINS,KINGSTONE COMPANIES INC,NASDAQ+RUSSELL2000,Financials,45.08,72.0,confirmed_bullish_trend,17.75,fresh_bearish_cross_proxy,74.93,49.24,10.82,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1011,HOMB,HOME BANCSHARES INC,RUSSELL2000,Financials,44.98,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.83,46.62,17.05,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1012,TCI,TRANSCONTINENTAL REALTY INVESTORS,RUSSELL2000,Real Estate,44.87,35.0,mixed_sideways,25.0,bearish_proxy,69.63,48.18,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1013,FDMT,4D MOLECULAR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,44.8,35.0,mixed_sideways,25.0,bearish_proxy,68.97,49.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1014,SDRL,SEADRILL LTD,RUSSELL2000,Energy,44.79,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,50.6,44.37,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1015,PACK,RANPAK HOLDINGS CORP CLASS A,RUSSELL2000,Materials,44.59,72.0,confirmed_bullish_trend,25.0,bearish_proxy,35.15,41.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1016,CGON,CG ONCOLOGY INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,44.55,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,72.01,49.65,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1017,RCKT,ROCKET PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,44.54,35.0,mixed_sideways,25.0,bearish_proxy,68.18,48.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1018,AKTS,AKTIS ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,44.5,35.0,mixed_sideways,25.0,bearish_proxy,68.07,48.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1019,UNIT,UNITI GROUP INC,RUSSELL2000,Communication,44.43,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,32.85,40.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1020,IMVT,IMMUNOVANT INC,NASDAQ+RUSSELL2000,Health Care,44.36,35.0,mixed_sideways,25.0,bearish_proxy,67.66,48.78,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1021,MIRM,MIRUM PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,44.36,35.0,mixed_sideways,25.0,bearish_proxy,67.66,48.78,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1022,TRVI,TREVI THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,44.35,35.0,mixed_sideways,25.0,bearish_proxy,67.6,48.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1023,KURA,KURA ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,44.29,35.0,mixed_sideways,25.0,bearish_proxy,67.44,48.74,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1024,MFA,MFA FINANCIAL INC,RUSSELL2000,Financials,44.29,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,50.62,44.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1025,PATK,PATRICK INDUSTRIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,44.25,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,50.49,44.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1026,KNSA,KINIKSA PHARMACEUTICALS INTERNATIO,NASDAQ+RUSSELL2000,Health Care,44.23,35.0,mixed_sideways,25.0,bearish_proxy,67.24,48.7,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1027,BFLY,BUTTERFLY NETWORK INC CLASS A,RUSSELL2000,Health Care,44.09,35.0,mixed_sideways,25.0,bearish_proxy,66.82,48.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1028,CPS,COOPER STANDARD HOLDINGS INC,RUSSELL2000,Consumer Discretionary,44.07,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,48.43,43.94,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1029,ALMR,ALAMAR BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,44.05,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,70.49,49.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1030,URBN,URBAN OUTFITTERS INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,44.01,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,48.26,43.9,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1031,LTH,LIFE TIME GROUP HOLDINGS INC,RUSSELL2000,Consumer Discretionary,43.99,72.0,confirmed_bullish_trend,22.75,bearish_proxy,76.84,49.62,13.79,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1032,AKR,ACADIA REALTY TRUST REIT,RUSSELL2000,Real Estate,43.95,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,48.06,43.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1033,VERA,VERA THERAPEUTICS INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,43.94,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,70.15,49.28,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1034,GPI,GROUP AUTOMOTIVE INC,RUSSELL2000,Consumer Discretionary,43.94,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,48.03,43.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1035,NATL,NCR ATLEOS CORP,RUSSELL2000,Financials,43.92,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,52.0,44.65,14.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1036,ORKA,ORUKA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,43.76,35.0,mixed_sideways,25.0,bearish_proxy,65.83,48.42,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1037,PRGO,PERRIGO PLC,RUSSELL2000,Health Care,43.69,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,48.33,44.92,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1038,SRRK,SCHOLAR ROCK HOLDING CORP,NASDAQ+RUSSELL2000,Health Care,43.66,35.0,mixed_sideways,25.0,bearish_proxy,65.53,48.36,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1039,SNDA,SONIDA SENIOR LIVING INC,RUSSELL2000,Health Care,43.65,35.0,mixed_sideways,25.0,bearish_proxy,65.49,48.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1040,JOUT,JOHNSON OUTDOORS INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,43.57,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,46.91,43.63,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1041,RDVT,RED VIOLET INC,NASDAQ+RUSSELL2000,Information Technology,43.52,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,69.35,48.12,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1042,CAKE,CHEESECAKE FACTORY INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,43.51,72.0,confirmed_bullish_trend,22.75,bearish_proxy,64.47,47.14,10.19,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1043,UNFI,UNITED NATURAL FOODS INC,RUSSELL2000,Consumer Staples,43.5,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,46.24,44.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1044,KRO,KRONOS WORLDWIDE INC,RUSSELL2000,Materials,43.48,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,46.64,43.58,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1045,HRTG,HERITAGE INSURANCE HOLDINGS INC,RUSSELL2000,Financials,43.46,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,69.15,48.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1046,ENTA,ENANTA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,43.45,35.0,mixed_sideways,25.0,bearish_proxy,64.88,48.23,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1047,CYTK,CYTOKINETICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,43.39,35.0,mixed_sideways,25.0,bearish_proxy,64.71,48.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1048,HNRG,HALLADOR ENERGY,NASDAQ+RUSSELL2000,Utilities,43.37,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,47.38,44.73,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1049,SANA,SANA BIOTECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,43.26,35.0,mixed_sideways,25.0,bearish_proxy,64.32,48.11,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1050,PLX,PROTALIX BIOTHERAPEUTICS INC,RUSSELL2000,Health Care,43.22,35.0,mixed_sideways,25.0,bearish_proxy,64.18,48.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1051,KMT,KENNAMETAL INC,RUSSELL2000,Industrials,43.19,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,45.77,43.4,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1052,FLGT,FULGENT GENETICS INC,NASDAQ+RUSSELL2000,Health Care,43.15,72.0,confirmed_bullish_trend,22.75,bearish_proxy,64.59,48.17,10.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1053,XNCR,XENCOR INC,NASDAQ+RUSSELL2000,Health Care,43.15,35.0,mixed_sideways,25.0,bearish_proxy,63.99,48.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1054,ATEX,ANTERIX INC,NASDAQ+RUSSELL2000,Communication,43.03,35.0,mixed_sideways,25.0,bearish_proxy,64.06,47.06,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1055,GNL,GLOBAL NET LEASE INC,RUSSELL2000,Real Estate,42.97,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,46.62,43.57,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1056,MITK,MITEK SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,42.94,35.0,mixed_sideways,25.0,bearish_proxy,63.79,47.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1057,ABX,ABACUS GLOBAL MANAGEMENT INC CLASS,RUSSELL2000,Financials,42.92,35.0,mixed_sideways,25.0,bearish_proxy,63.72,46.99,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1058,ACA,ARCOSA INC,RUSSELL2000,Industrials,42.81,72.0,confirmed_bullish_trend,22.75,bearish_proxy,66.3,47.51,11.49,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1059,CNR,CORE NATURAL RESOURCES INC,RUSSELL2000,Energy,42.77,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,44.48,43.15,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1060,BH,BIGLARI HOLDINGS INCINARY CLASS B,RUSSELL2000,Consumer Discretionary,42.75,35.0,mixed_sideways,25.0,bearish_proxy,63.22,46.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1061,MAZE,MAZE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,42.7,35.0,mixed_sideways,25.0,bearish_proxy,62.61,47.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1062,IMMX,IMMIX BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,42.68,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,66.33,48.52,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1063,PCVX,VAXCYTE INC,NASDAQ+RUSSELL2000,Health Care,42.67,35.0,mixed_sideways,25.0,bearish_proxy,62.53,47.76,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1064,BHVN,BIOHAVEN LTD,RUSSELL2000,Health Care,42.67,35.0,mixed_sideways,25.0,bearish_proxy,62.52,47.75,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1065,BKD,BROOKDALE SENIOR LIVING INC,RUSSELL2000,Health Care,42.62,35.0,mixed_sideways,25.0,bearish_proxy,62.38,47.73,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1066,MEI,METHODE ELECTRONICS INC,RUSSELL2000,Information Technology,42.62,35.0,mixed_sideways,25.0,bearish_proxy,62.82,46.81,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
