current_rank,ticker,name,sector,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,ETN,Eaton Corporation,Industrials,1,410.054993,,1,415.100006,-0.01215373,,,,,,,,,,,,
2,NDSN,Nordson Corporation,Industrials,2,294.829987,,12,292.100006,0.00934605,,,,,,,,,,,,
3,UFPI,UFP INDUSTRIES INC,Industrials,3,87.290001,,,,,,,,,,,,,,,,
4,GM,General Motors,Consumer Discretionary,4,83.105003,,2,80.730003,0.02941905,,,,11,79.510002,,,,,,,
5,PPL,PPL Corporation,Utilities,5,36.549999,,,,,,,,,,,,,,,,
6,JCI,Johnson Controls,Industrials,6,143.145004,,5,143.300003,-0.00108164,,,,,,,,,,,,
7,ATLO,AMES NATIONAL CORP,Financials,7,30.225,,,,,,,,,,,,,,,,
8,MLAB,MESA LABORATORIES INC,Health Care,8,99.915001,,47,100.949997,-0.01025256,,,,,,,,,,,,
9,KMT,KENNAMETAL INC,Industrials,9,35.330002,,4,34.849998,0.01377343,,,,,,,,,,,,
10,NTGR,NETGEAR INC,Information Technology,10,24.52,,,,,,,,25,24.235001,,7,23.25,0.04236563,,,
11,AIRS,AIRSCULPT TECHNOLOGIES INC,Health Care,11,4.67,,29,4.67,0.00000000,16,4.82,-0.03112033,32,4.86,-0.00823045,20,4.78,0.01673640,,,
12,AVT,"Avnet, Inc. - Common Stock",,12,89.375,,6,89.919998,-0.00606092,1,90.129997,-0.00232996,13,89.849998,0.00311629,,,,,,
13,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,13,28.82,,8,29.235001,-0.01419535,24,29.02,0.00740872,,,,,,,,,
14,TSEM,Tower Semiconductor Ltd. - Ordinary Shares,,14,245.860001,,9,260.420013,-0.05590973,42,249.529999,0.04364210,36,250.910004,-0.00550000,,,,,,
15,ACTG,ACACIA RESEARCH CORP,Financials,15,4.6601,,,,,,,,31,4.6,,,,,,,
16,UVV,UNIVERSAL CORP,Consumer Staples,16,53.470001,,,,,40,53.75,,,,,,,,48,53.139999,
17,HAS,Hasbro,Consumer Discretionary,17,88.082497,,10,87.349998,0.00838579,,,,,,,50,81.589996,,,,
18,TT,Trane Technologies,Industrials,18,481.290009,,,,,,,,,,,,,,,,
19,NWFL,NORWOOD FINANCIAL CORP,Financials,19,32.400002,,,,,,,,,,,,,,,,
20,AVLN,AVALYN PHARMA INC,Health Care,20,29.74,,15,29.73,0.00033636,,,,,,,,,,,,
21,NUE,Nucor,Materials,21,242.559998,,18,241.199997,0.00563848,,,,,,,,,,,,
22,EXE,Expand Energy,Energy,22,92.550003,,17,91.730003,0.00893928,,,,,,,,,,,,
23,OEC,ORION SA,Materials,23,7.03,,13,6.865,0.02403496,,,,,,,,,,,,
24,KLTR,KALTURA INC,Information Technology,24,1.42,,19,1.37,0.03649635,,,,,,,,,,,,
25,XEL,Xcel Energy,Utilities,25,81.800003,,,,,,,,,,,,,,,,
26,ARGX,argenx SE - American Depositary Shares,,26,922.840027,,,,,,,,,,,,,,,,
27,CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials,27,10.82,,,,,,,,,,,,,,,,
28,F,Ford Motor Company,Consumer Discretionary,28,14.33,,24,14.145,0.01307883,17,14.405,-0.01804929,,,,,,,,,
29,TXNM,TXNM ENERGY INC,Utilities,29,58.299999,,21,58.310001,-0.00017153,,,,,,,,,,,,
30,RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,30,8.395,,22,8.44,-0.00533175,,,,,,,,,,43,8.23,
31,EFOR,EVERFORTH INC,Information Technology,31,20.495001,,28,19.65,0.04300260,,,,,,,,,,45,18.73,
32,FEIM,FREQUENCY ELECTRONICS INC,Information Technology,32,73.360001,,14,73.239998,0.00163849,5,72.389999,0.01174194,,,,15,66.720001,,,,
33,BGC,BGC GROUP INC CLASS A,Financials,33,11.485,,35,11.585,-0.00863185,18,11.51,0.00651607,,,,,,,,,
34,SRE,Sempra,Utilities,34,93.809998,,,,,,,,,,,,,,,,
35,CNP,CenterPoint Energy,Utilities,35,44.610001,,20,44.209999,0.00904777,,,,,,,,,,,,
36,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,36,330.51001,,36,327.100006,0.01042496,21,327.779999,-0.00207454,,,,,,,,,
37,ASC,ARDMORE SHIPPING CORP,Energy,37,16.76,,33,16.57,0.01146651,,,,,,,,,,,,
38,HUN,HUNTSMAN CORP,Materials,38,12.665,,,,,,,,,,,,,,,,
39,NUAI,NEW ERA ENERGY AND DIGITAL INC,Energy,39,5.0599,,31,5.315,-0.04799624,,,,,,,,,,,,
40,CLB,CORE LABORATORIES INC,Energy,40,12.04,,,,,,,,,,,,,,,,
41,INVX,INNOVEX INTERNATIONAL INC,Energy,41,27.275,,,,,,,,,,,,,,,,
42,USLM,UNITED STATES LIME AND MINERALS IN,Materials,42,107.349998,,43,106.489998,0.00807588,29,107.239998,-0.00699366,,,,,,,,,
43,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,43,16.030001,,30,16.035,-0.00031176,7,16.290001,-0.01565384,47,16.18,0.00679858,,,,,,
44,TEX,TEREX CORP,Industrials,44,68.394997,,32,68.480003,-0.00124133,,,,,,,,,,,,
45,DC,DAKOTA GOLD CORP,Materials,45,4.64,,39,4.685,-0.00960512,,,,,,,,,,,,
46,LOGI,Logitech International S.A. - Registered Shares,,46,104.339996,,44,102.900002,0.01399411,,,,,,,48,101.779999,,2,102.830002,-0.01021106
47,ARX,ACCELERANT HOLDINGS CLASS A,Financials,47,14.12,,46,13.78,0.02467344,,,,,,,,,,42,13.52,
48,SRI,STONERIDGE INC,Consumer Discretionary,48,7.21,,38,7.13,0.01122020,9,7.39,-0.03518268,26,7.37,0.00271370,,,,,,
49,AEP,American Electric Power,Utilities,49,136.339996,,,,,,,,,,,,,,,,
50,DXC,DXC TECHNOLOGY,Information Technology,50,9.715,,,,,,,,,,,,,,,,
