current_rank,ticker,name,sector,2026-08-28__predicted_rank,2026-08-28__close,2026-08-28__next_snapshot_return,2026-08-27__predicted_rank,2026-08-27__close,2026-08-27__next_snapshot_return,2026-08-26__predicted_rank,2026-08-26__close,2026-08-26__next_snapshot_return,2026-08-25__predicted_rank,2026-08-25__close,2026-08-25__next_snapshot_return,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return,2026-08-21__predicted_rank,2026-08-21__close,2026-08-21__next_snapshot_return,2026-08-20__predicted_rank,2026-08-20__close,2026-08-20__next_snapshot_return,2026-08-19__predicted_rank,2026-08-19__close,2026-08-19__next_snapshot_return,2026-08-18__predicted_rank,2026-08-18__close,2026-08-18__next_snapshot_return,2026-08-17__predicted_rank,2026-08-17__close,2026-08-17__next_snapshot_return,2026-08-14__predicted_rank,2026-08-14__close,2026-08-14__next_snapshot_return,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return
1,BG,Bunge Global,Consumer Staples,1,115.449997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,HAL,Halliburton,Energy,2,36.174999,,,,,,,,,,,,,,48,35.285,,,,,,,,30,34.685001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,FINW,FINWISE BANCORP,Financials,3,14.11,,,,,,,,,,,,,,,,,3,14.1,,45,14.18,-0.00564175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,WFRD,Weatherford International plc - Ordinary shares,,4,93.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,92.699997,,,,,,,,,,,41,88.959999,,25,87.529999,0.01633726,26,89.419998,-0.02113620,,,,,,
5,LPLA,LPL Financial Holdings Inc. - Common Stock,,5,370.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WAY,WAYSTAR HOLDING,Health Care,6,26.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,23.77,,,,,,,
7,BMI,BADGER METER,Information Technology,7,135.524994,,10,138.074997,-0.01846825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PSTL,POSTAL REALTY TRUST CLASS A,Real Estate,8,23.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,9,16.98,,23,16.950001,0.00176985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,NVDA,Nvidia,Information Technology,10,217.550003,,41,227.979996,-0.04574960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
