current_rank,ticker,name,sector,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,BSX,Boston Scientific,Health Care,1,46.240002,,,,,,,,,,,,,,,,
2,QRVO,"Qorvo, Inc. - Common Stock",,2,91.169998,,,,,,,,,,,,,,,,
3,DOLE,DOLE PLC,Consumer Staples,3,14.36,,,,,,,,,,,44,14.035,,45,14.295,-0.01818818
4,SGRY,SURGERY PARTNERS INC,Health Care,4,16.18,,,,,,,,,,,,,,,,
5,CL,Colgate-Palmolive,Consumer Staples,5,92.230003,,,,,,,,,,,,,,,,
6,YOU,CLEAR SECURE INC CLASS A,Information Technology,6,56.369999,,,,,,,,,,,,,,,,
7,WGS,GENEDX HOLDINGS CORP CLASS A,Health Care,7,63.02,,,,,,,,,,,,,,,,
8,BIIB,Biogen,Health Care,8,215.169998,,9,205.610001,0.04649578,,,,,,,,,,,,
9,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,9,137.660004,,1,137.639999,0.00014534,,,,,,,,,,,,
10,AGNC,AGNC Investment Corp. - Common Stock,,10,10.991,,3,11.07,-0.00713640,,,,,,,,,,,,
11,TPG,TPG Inc. - Class A Common Stock,,11,42.439899,,2,43.759998,-0.03016680,,,,,,,,,,,,
12,ATKR,ATKORE INC,Industrials,12,73.690002,,4,77.404999,-0.04799428,27,75.334999,0.02747727,3,76.629997,-0.01689936,,,,,,
13,OUT,OUTFRONT MEDIA INC,Real Estate,13,32.855,,7,32.470001,0.01185707,,,,,,,,,,,,
14,BCBP,BCB BANCORP INC,Financials,14,10.52,,6,10.72,-0.01865672,,,,,,,,,,,,
15,SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care,15,46.990002,,5,47.73,-0.01550383,,,,,,,,,,,,
16,GKOS,GLAUKOS CORP,Health Care,16,156.860001,,,,,,,,,,,,,,,,
17,ALT,ALTIMMUNE INC,Health Care,17,2.93,,8,2.99,-0.02006689,,,,,,,,,,,,
18,EXE,Expand Energy,Energy,18,92.5,,,,,,,,,,,,,,,,
19,TEL,TE Connectivity,Information Technology,19,210.889999,,11,214.229996,-0.01559071,,,,,,,,,,,,
20,ROK,Rockwell Automation,Industrials,20,458.700012,,10,471.320007,-0.02677585,12,466.140015,0.01111252,,,,,,,,,
21,PHIN,PHINIA INC,Consumer Discretionary,21,80.540001,,15,80.5,0.00049691,,,,,,,,,,7,79.650002,
22,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,22,38.27,,14,38.775002,-0.01302391,,,,,,,,,,,,
23,VGNT,VERSIGENT PLC,Consumer Discretionary,23,43.689999,,16,44.169998,-0.01086708,,,,,,,,,,,,
24,GOLD,GOLD INC,Consumer Discretionary,24,39.740002,,12,40.790001,-0.02574158,,,,,,,,,,,,
25,EFC,ELLINGTON FINANCIAL INC,Financials,25,13.47,,13,13.545,-0.00553710,,,,,,,,,,,,
26,ECL,Ecolab,Materials,26,279.839996,,17,283.279999,-0.01214347,13,271.76001,0.04239030,,,,,,,,,
27,UHS,Universal Health Services,Health Care,27,166.024994,,18,166.309998,-0.00171369,,,,,,,,,,,,
28,FCAP,FIRST CAPITAL INC,Financials,28,63.639999,,22,64.099998,-0.00717627,9,63.200001,0.01424046,,,,,,,,,
29,OSCR,OSCAR HEALTH INC CLASS A,Financials,29,30.709999,,20,31.42,-0.02259710,,,,,,,,,,,,
30,GDOT,GREEN DOT CORP CLASS A,Financials,30,13.33,,21,13.375,-0.00336449,,,,,,,,,,,,
31,PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials,31,46.73,,19,47.720001,-0.02074604,,,,,,,,,,,,
32,CBFV,CB FINANCIAL SERVICES INC,Financials,32,37.25,,,,,3,36.759998,,,,,,,,,,
33,TBCH,TURTLE BEACH CORP,Information Technology,33,12.71,,23,13.01,-0.02305919,,,,,,,,,,,,
34,JBLU,JETBLUE AIRWAYS CORP,Industrials,34,5.93,,,,,,,,,,,,,,,,
35,LII,Lennox International,Industrials,35,435.904999,,24,544.039978,-0.19876293,,,,,,,,,,,,
36,AXGN,AXOGEN INC,Health Care,36,43.0905,,,,,,,,,,,,,,,,
37,UAL,United Airlines Holdings,Industrials,37,122.040001,,,,,,,,,,,,,,,,
38,MCO,Moody's Corporation,Financials,38,488.459991,,,,,,,,,,,,,,,,
39,EBMT,EAGLE BANCORP MONTANA INC,Financials,39,24.25,,,,,,,,,,,,,,,,
40,RNST,RENASANT CORP,Financials,40,43.685001,,,,,,,,,,,,,,,,
41,TBPH,THERAVANCE BIOPHARMA INC,Health Care,41,16.905001,,,,,,,,,,,,,,,,
42,BH,BIGLARI HOLDINGS INCINARY CLASS B,Consumer Discretionary,42,392.220001,,,,,,,,,,,,,,,,
43,NVRI,ENVIRI CORP,Industrials,43,22.530001,,,,,,,,,,,,,,,,
44,FLWS,1-800 FLOWERS.COM INC CLASS A,Consumer Discretionary,44,3.96,,,,,,,,,,,,,,,,
45,UMBF,UMB FINANCIAL CORP,Financials,45,148.210007,,25,143.979996,0.02937916,,,,,,,,,,,,
46,CVNA,Carvana,Consumer Discretionary,46,67.264999,,,,,,,,,,,,,,,,
47,VMC,Vulcan Materials Company,Materials,47,289.320007,,26,288.783997,0.00185609,,,,,,,,,,,,
48,LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",,48,101.889999,,27,102.669998,-0.00759715,14,102.260002,0.00400935,,,,,,,,,
49,AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care,49,20.35,,36,20.15,0.00992556,,,,,,,,,,,,
50,JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,50,85.331902,,28,84.620003,0.00841289,,,,,,,,,,,,
