buy_date,latest_date,strategy,universe,ticker,name,sector,original_rank,current_rank,return,buy_close,latest_close,selection_reason,signal_reason
2026-09-09,2026-09-10,Aster Call,Aster Call,FFIV,"F5, Inc.",Information Technology,5,49,-0.01519906,404.630005,398.480011,Aster当日前50,
2026-09-09,2026-09-10,Aster Call,Aster Call,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,7,4,-0.02090367,287.938995,281.920013,Aster当日前50,
2026-09-09,2026-09-10,Aster Call,Aster Call,TER,Teradyne,Information Technology,12,34,-0.03518465,383.690002,370.190002,Aster当日前50,
2026-09-09,2026-09-10,Aster Call,Aster Call,ONT,ONTERRIS,Industrials,16,21,0.01792717,17.850000,18.170000,Aster当日前50,
2026-09-09,2026-09-10,Aster Call,Aster Call,CVLG,COVENANT LOGISTICS GROUP INC CLASS,Industrials,17,11,-0.00421591,35.580002,35.430000,Aster当日前50,
2026-09-09,2026-09-10,Aster Call,Aster Call,LBRT,LIBERTY ENERGY CLASS A,Energy,24,18,-0.05935659,22.070000,20.760000,Aster当日前50,
2026-09-09,2026-09-10,Aster Call,Aster Call,TXG,10X GENOMICS CLASS A,Health Care,28,48,-0.01352361,67.290001,66.379997,Aster当日前50,
2026-09-09,2026-09-10,Aster Call,Aster Call,CHRW,C.H. Robinson,Industrials,40,5,0.01309406,150.449997,152.419998,Aster当日前50,
2026-09-09,2026-09-10,Aster Call,Aster Call,PNTG,PENNANT GROUP,Health Care,45,6,-0.00757573,39.599998,39.299999,Aster当日前50,
2026-09-09,2026-09-10,Aster Call,Aster Call,MATX,MATSON INC,Industrials,47,7,0.00619055,226.796005,228.199997,Aster当日前50,
2026-09-09,2026-09-10,Aster Call,Aster Call,HPQ,HP Inc.,Information Technology,49,23,0.00925637,32.410000,32.709999,Aster当日前50,
2026-09-08,2026-09-10,Aster Call,Aster Call,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,15,4,0.00086989,281.674988,281.920013,Aster当日前50,连续至少3个快照排名改善
2026-09-08,2026-09-10,Aster Call,Aster Call,BSRR,SIERRA BANCORP,Financials,20,44,0.00442369,40.689999,40.869999,Aster当日前50,
2026-09-08,2026-09-10,Aster Call,Aster Call,FBNC,FIRST BANCORP,Financials,27,15,-0.00046359,64.709999,64.680000,Aster当日前50,
2026-09-08,2026-09-10,Aster Call,Aster Call,SEDG,"SolarEdge Technologies, Inc. - Common Stock",,31,19,0.00878397,36.430000,36.750000,Aster当日前50,
2026-09-08,2026-09-10,Aster Call,Aster Call,TXG,10X GENOMICS CLASS A,Health Care,43,48,0.01189023,65.599998,66.379997,Aster当日前50,
2026-09-02,2026-09-10,Aster Call,Aster Call,FANG,Diamondback Energy,Energy,15,12,0.00968440,203.419998,205.389999,Aster当日前50,
2026-09-02,2026-09-10,Aster Call,Aster Call,NVGS,NAVIGATOR HOLDINGS,Energy,38,28,0.01952081,22.540001,22.980000,Aster当日前50,
2026-09-01,2026-09-10,Aster Call,Aster Call,DVN,Devon Energy,Energy,28,42,0.01956985,49.055000,50.014999,Aster当日前50,
2026-09-01,2026-09-10,Aster Call,Aster Call,CHRD,Chord Energy Corporation - Common Stock,,32,13,0.00937440,150.410004,151.820007,Aster当日前50,
2026-09-01,2026-09-10,Aster Call,Aster Call,ELV,Elevance Health,Health Care,36,36,0.03324485,403.084503,416.484985,Aster当日前50,
2026-08-31,2026-09-10,Aster Call,Aster Call,FFIV,"F5, Inc.",Information Technology,11,49,-0.02124627,407.130005,398.480011,Aster当日前50,
2026-08-27,2026-09-10,Aster Call,Aster Call,FFIV,"F5, Inc.",Information Technology,14,49,-0.02861877,410.220001,398.480011,Aster当日前50,连续至少3个快照排名改善
2026-08-27,2026-09-10,Aster Call,Aster Call,DBX,"Dropbox, Inc. - Class A Common Stock",,40,17,-0.02313272,35.880001,35.049999,Aster当日前50,
2026-08-24,2026-09-10,Aster Call,Aster Call,ELV,Elevance Health,Health Care,41,36,0.03482243,402.470001,416.484985,Aster当日前50,
2026-08-21,2026-09-10,Aster Call,Aster Call,BVFL,BV FINANCIAL INC,Financials,30,2,0.00069181,21.684999,21.700001,Aster当日前50,
2026-08-18,2026-09-10,Aster Call,Aster Call,MVBF,MVB FINANCIAL CORP,Financials,41,39,0.01638809,30.815001,31.320000,Aster当日前50,
2026-08-18,2026-09-10,Aster Call,Aster Call,NVGS,NAVIGATOR HOLDINGS,Energy,47,28,0.07182831,21.440001,22.980000,Aster当日前50,连续至少3个快照排名改善
2026-08-17,2026-09-10,Aster Call,Aster Call,CHRD,Chord Energy Corporation - Common Stock,,23,13,0.07278125,141.520004,151.820007,Aster当日前50,
2026-08-17,2026-09-10,Aster Call,Aster Call,KE,KIMBALL ELECTRONICS INC,Information Technology,32,20,-0.07342523,26.830000,24.860001,Aster当日前50,
2026-08-17,2026-09-10,Aster Call,Aster Call,NVGS,NAVIGATOR HOLDINGS,Energy,47,28,0.06561553,21.565001,22.980000,Aster当日前50,
2026-08-13,2026-09-10,Aster Call,Aster Call,TRST,TRUSTCO BANK CORP,Financials,5,40,0.02115013,57.209999,58.419998,Aster当日前50,
