buy_date,latest_date,strategy,universe,ticker,name,sector,original_rank,current_rank,return,buy_close,latest_close,selection_reason,signal_reason
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Cross,HY,HYSTER YALE INC CLASS A,Industrials,1,3,-0.02063450,35.619999,34.884998,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Candle Capture,KMI,Kinder Morgan,Energy,1,16,-0.01782364,31.980000,31.410000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,v2 Balanced,LRCX,Lam Research,Information Technology,1,34,-0.01429379,320.420013,315.839996,Research当日前50,
2026-09-08,2026-09-09,Aster Research,v3 Quality Momentum,LRCX,Lam Research,Information Technology,1,16,-0.01429379,320.420013,315.839996,Research当日前50,
2026-09-08,2026-09-09,Aster Research,v5 Risk Adjusted,LRCX,Lam Research,Information Technology,1,13,-0.01429379,320.420013,315.839996,Research当日前50,
2026-09-08,2026-09-09,Aster Research,缠论K线 洗盘反转,VRNS,VARONIS SYSTEMS,Information Technology,1,17,0.01385836,45.459999,46.090000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,缠论K线 洗盘反转,ASND,Ascendis Pharma A/S - Ordinary Share,,2,5,-0.03435891,270.089996,260.809998,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Cross,WLTH,WEALTHFRONT,Financials,2,10,-0.01765317,9.630000,9.460000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Candle Capture,AVO,MISSION PRODUCE INC,Consumer Staples,3,17,0.04273504,12.870000,13.420000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Cross,CURV,TORRID HOLDINGS INC,Consumer Discretionary,3,12,-0.07014028,2.495000,2.320000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,缠论K线 洗盘反转,PFG,Principal Financial Group,Financials,3,12,-0.00886652,115.040001,114.019997,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Cross,AVT,"Avnet, Inc. - Common Stock",,4,14,-0.00735771,92.419998,91.739998,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一趋势 Trend Relay,ECHO,EchoStar,Communication Services,4,3,-0.02247911,93.419998,91.320000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,v3 Quality Momentum,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,4,3,0.02223842,281.674988,287.938995,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Candle Capture,LGND,LIGAND PHARMACEUTICALS,Health Care,4,33,-0.00270055,288.829987,288.049988,Research当日前50,
2026-09-08,2026-09-09,Aster Research,缠论K线 洗盘反转,TSLA,"Tesla, Inc.",Consumer Discretionary,4,2,-0.00095069,368.160004,367.809998,Research当日前50,
2026-09-08,2026-09-09,Aster Research,缠论K线 洗盘反转,LNN,LINDSAY,Industrials,5,13,-0.02032617,123.239998,120.735001,Research当日前50,
2026-09-08,2026-09-09,Aster Research,Deep v4 Shape Embedding 确认层,LRCX,Lam Research,Information Technology,5,12,-0.01429379,320.420013,315.839996,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Cross,SYM,Symbotic Inc. - Class A Common Stock,,5,11,-0.01570439,43.299999,42.619999,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Candle Capture,TTGT,TECHTARGET INC,Communication,5,41,-0.03950617,4.050000,3.890000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,缠论K线 洗盘反转,CEG,Constellation Energy,Utilities,6,10,-0.01720444,299.049988,293.904999,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Cross,CZWI,CITIZENS COMMUNITY BANCORP INC,Financials,6,18,-0.00181000,22.100000,22.059999,Research当日前50,
2026-09-08,2026-09-09,Aster Research,v5 Risk Adjusted,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,7,4,0.02223842,281.674988,287.938995,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Candle Capture,PNTG,PENNANT GROUP,Health Care,7,28,0.00737718,39.310001,39.599998,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一趋势 Trend Relay,SYM,Symbotic Inc. - Class A Common Stock,,7,6,-0.01570439,43.299999,42.619999,Research当日前50,
2026-09-08,2026-09-09,Aster Research,Deep v4 Shape Embedding 确认层,SYM,Symbotic Inc. - Class A Common Stock,,7,11,-0.01570439,43.299999,42.619999,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Cross,TTGT,TECHTARGET INC,Communication,7,17,-0.03950617,4.050000,3.890000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一趋势 Trend Relay,CIFR,CIPHER DIGITAL INC,Information Technology,8,7,-0.08698001,18.510000,16.900000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Cross,SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,8,25,-0.00809919,39.509998,39.189999,Research当日前50,
2026-09-08,2026-09-09,Aster Research,缠论K线 洗盘反转,SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,8,20,-0.00809919,39.509998,39.189999,Research当日前50,
2026-09-08,2026-09-09,Aster Research,缠论K线 洗盘反转,ANDE,ANDERSONS INC,Consumer Staples,9,4,0.00564019,70.919998,71.320000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,Deep v4 Shape Embedding 确认层,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,9,6,0.02223842,281.674988,287.938995,Research当日前50,
2026-09-08,2026-09-09,Aster Research,共识Agent 多榜单共振,KGS,KODIAK GAS SERVICES INC,Energy,9,16,-0.00093599,64.099998,64.040001,Research当日前50,
2026-09-08,2026-09-09,Aster Research,Deep v3 Daily CNN 确认层,LRCX,Lam Research,Information Technology,9,6,-0.01429379,320.420013,315.839996,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Candle Capture,RYAM,RAYONIER ADVANCED MATERIALS,Materials,9,44,-0.00760234,8.550000,8.485000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,共识Agent 多榜单共振,ANDE,ANDERSONS INC,Consumer Staples,10,4,0.00564019,70.919998,71.320000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,Deep v3 Daily CNN 确认层,CLB,CORE LABORATORIES,Energy,10,9,0.01040000,12.500000,12.630000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,缠论K线 洗盘反转,NVDA,Nvidia,Information Technology,10,36,-0.00912594,225.729996,223.669998,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Cross,SRI,STONERIDGE INC,Consumer Discretionary,10,35,-0.01366120,7.320000,7.220000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,v5 Risk Adjusted,ANDE,ANDERSONS INC,Consumer Staples,11,1,0.00564019,70.919998,71.320000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Cross,C,Citigroup,Financials,11,24,0.00756720,136.774994,137.809998,Research当日前50,
2026-09-08,2026-09-09,Aster Research,共识Agent 多榜单共振,CLB,CORE LABORATORIES,Energy,11,19,0.01040000,12.500000,12.630000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一趋势 Trend Relay,FCFS,FIRSTCASH HOLDINGS INC,Financials,11,9,0.00865051,225.419998,227.369995,Research当日前50,
2026-09-08,2026-09-09,Aster Research,Deep v4 Shape Embedding 确认层,TKO,TKO Group Holdings,Communication Services,11,22,-0.02213294,195.410004,191.085007,Research当日前50,
2026-09-08,2026-09-09,Aster Research,v3 Quality Momentum,TPL,Texas Pacific Land Corporation,Energy,11,34,-0.02037318,381.971985,374.190002,Research当日前50,
2026-09-08,2026-09-09,Aster Research,v4 Tactical Breakout,MDXG,MIMEDX GROUP,Health Care,12,47,0.00214133,4.670000,4.680000,Research当日前50,
2026-09-08,2026-09-09,Aster Research,v3 Quality Momentum,PIPR,PIPER SANDLER COMPANIES,Financials,12,5,-0.00529926,77.370003,76.959999,Research当日前50,
2026-09-08,2026-09-09,Aster Research,单一信号 EMA Cross,WERN,WERNER ENTERPRISES,Industrials,12,20,-0.02335512,39.820000,38.889999,Research当日前50,
