current_rank,ticker,name,sector,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return,2026-09-02__predicted_rank,2026-09-02__close,2026-09-02__next_snapshot_return,2026-09-01__predicted_rank,2026-09-01__close,2026-09-01__next_snapshot_return,2026-08-31__predicted_rank,2026-08-31__close,2026-08-31__next_snapshot_return,2026-08-28__predicted_rank,2026-08-28__close,2026-08-28__next_snapshot_return,2026-08-27__predicted_rank,2026-08-27__close,2026-08-27__next_snapshot_return,2026-08-26__predicted_rank,2026-08-26__close,2026-08-26__next_snapshot_return,2026-08-25__predicted_rank,2026-08-25__close,2026-08-25__next_snapshot_return,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return,2026-08-21__predicted_rank,2026-08-21__close,2026-08-21__next_snapshot_return,2026-08-20__predicted_rank,2026-08-20__close,2026-08-20__next_snapshot_return,2026-08-19__predicted_rank,2026-08-19__close,2026-08-19__next_snapshot_return,2026-08-18__predicted_rank,2026-08-18__close,2026-08-18__next_snapshot_return,2026-08-17__predicted_rank,2026-08-17__close,2026-08-17__next_snapshot_return,2026-08-14__predicted_rank,2026-08-14__close,2026-08-14__next_snapshot_return,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return
1,ODD,ODDITY TECH CLASS A,Consumer Staples,1,15.82,,35,16.48,-0.04004854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,IBM,IBM,Information Technology,2,237.164993,,4,239.964996,-0.01166838,,,,,,,,,,,,,,,,,,,15,238.735001,,,,,,,,,,,10,235.509995,,26,234.710007,0.00340841,,,,,,,,,,,,,,,
3,ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,3,63.654999,,,,,46,63.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,UHS,Universal Health Services,Health Care,4,175.0,,6,175.850006,-0.00483370,,,,,,,,,,,,,,,,,,,,,,33,178.839996,,,,,39,176.360001,,,,,,,,,,,,,,,,,,,,,,
5,AMN,AMN HEALTHCARE,Health Care,5,34.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,34.384998,,,,
6,FFIV,"F5, Inc.",Information Technology,6,401.984985,,5,404.630005,-0.00653689,,,,,,,,,,,,,11,407.130005,,,,,14,410.220001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,7,281.744995,,7,287.938995,-0.02151150,15,281.674988,0.02223842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PNTG,PENNANT GROUP,Health Care,8,39.951199,,45,39.599998,0.00886871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,HMH,HMH HOLDING INC CLASS A,Energy,9,20.290001,,11,20.860001,-0.02732502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,20.905001,,1,20.52,0.01876223,,,
10,ASTH,ASTRANA HEALTH,Health Care,10,39.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
