rank,ticker,first_seen_date,buy_date,latest_date,close,entry_return,exit_score,action,sell_signal,consecutive_signal_days,sell_reasons,drawdown_63d,change_5d,change_20d,rsi14,chart_href
1,DASH,2026-07-06,2026-07-06,2026-09-10,201.130005,0.06722910712828334,100.0,WATCH,True,3,利润保护: 收盘 $201.13 跌破 3ATR 动态保护线 $211.61; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位: EMA9 新下穿 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -11.1%; 动能转弱: RSI 40.0 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -15.1%,-0.1510994346756258,-0.1109883285230655,-0.053461338099173084,39.96305963245125,exit-risk-trends.html#ticker-dash
2,ERIE,2026-07-02,2026-07-02,2026-09-10,240.914993,-0.07072326711668275,100.0,WATCH,True,3,硬止损: 持仓相对成本约 -7.1%，超过 -7% 防线; 新鲜破位: EMA9 新下穿 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -6.8%; 动能转弱: RSI 40.5 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -10.3%,-0.10320510888893453,-0.06770252981382252,-0.06683587996720586,40.54610626672307,exit-risk-trends.html#ticker-erie
3,FTV,2026-07-06,2026-07-06,2026-09-10,54.275002,-0.14661943857293835,100.0,TRIM,True,16,硬止损: 持仓相对成本约 -14.7%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.1%; 动能转弱: 20日跌幅 -11.8%; 动能转弱: RSI 27.9 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -15.3%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.15314393216688604,-0.04107766929603074,-0.1180532804996216,27.90450392381524,exit-risk-trends.html#ticker-ftv
4,IBM,2026-07-02,2026-07-02,2026-09-10,232.115005,-0.19827640985438144,100.0,TRIM,True,40,硬止损: 持仓相对成本约 -19.8%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: 收盘新跌破 EMA26; 动能转弱: RSI 47.5 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -24.2%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.24177636556730198,0.0017911437435194077,-0.01637846879190563,47.48118291039706,exit-risk-trends.html#ticker-ibm
5,IP,2026-06-26,2026-06-30,2026-09-10,34.330002,-0.0989500314409465,100.0,TRIM,True,8,硬止损: 持仓相对成本约 -9.9%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -5.4%; 动能转弱: 20日跌幅 -16.6%; 动能转弱: RSI 29.7 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -22.1%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.22136534361533233,-0.054269891302200834,-0.1655322597358353,29.697216882495496,exit-risk-trends.html#ticker-ip
6,IR,2026-06-26,2026-06-30,2026-09-10,71.885002,-0.12324669162694701,100.0,TRIM,True,17,硬止损: 持仓相对成本约 -12.3%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.2%; 动能转弱: 20日跌幅 -15.2%; 动能转弱: RSI 28.3 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -20.1%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.2012777555555556,-0.04153330666666666,-0.15189947730298548,28.33021267955756,exit-risk-trends.html#ticker-ir
7,ISRG,2026-07-02,2026-07-02,2026-09-10,360.609985,-0.15351757814329303,100.0,TRIM,True,13,硬止损: 持仓相对成本约 -15.4%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -10.1%; 动能转弱: RSI 42.7 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -16.7%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.16685535699724985,-0.030305528257696945,-0.10132829544847921,42.66749764445621,exit-risk-trends.html#ticker-isrg
8,KMB,2026-07-06,2026-07-06,2026-09-10,98.620499,-0.12732946416548163,100.0,TRIM,True,3,硬止损: 持仓相对成本约 -12.7%，超过 -7% 防线; 派发聚集: 最近5日出现 2 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -9.8%; 动能转弱: 20日跌幅 -9.5%; 动能转弱: RSI 28.9 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -14.0%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.1404871821594419,-0.09762560071712334,-0.09464335811989366,28.907925334948686,exit-risk-trends.html#ticker-kmb
9,PYPL,2026-07-06,2026-07-06,2026-09-10,52.935001,0.17398538478598358,100.0,WATCH,True,7,利润保护: 曾有较大盈利但63日高点回撤 -15.0%; 利润保护: 收盘 $52.94 跌破 3ATR 动态保护线 $56.31; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -10.6%; 动能转弱: RSI 40.0 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -15.0%,-0.15032099759744777,-0.03173581605033171,-0.10582770091507265,40.02636495890631,exit-risk-trends.html#ticker-pypl
10,RCL,2026-06-26,2026-06-30,2026-09-10,257.290009,-0.18971432680286682,100.0,TRIM,True,18,硬止损: 持仓相对成本约 -19.0%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -16.5%; 动能转弱: RSI 21.7 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -21.4%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.2141897294469901,-0.031287638600429934,-0.16464282792207796,21.682186766636065,exit-risk-trends.html#ticker-rcl
