early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,WDC,Western Digital,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,74.39,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,93.83,53.02,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
2,AMAT,Applied Materials,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,74.18,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,91.26,59.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
3,KLAC,KLA Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,72.63,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,85.54,57.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
4,HOOD,Robinhood Markets,NASDAQ+NASDAQ500+SPX,Financials,72.13,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,88.0,51.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
5,TFC,Truist Financial,SPX,Financials,69.81,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,59.5,46.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
6,STX,Seagate Technology,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,69.41,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.78,50.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
7,INCY,Incyte,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,69.35,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,61.4,47.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
8,APH,Amphenol,SPX,Information Technology,69.28,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,82.11,50.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
9,JNJ,Johnson & Johnson,SPX,Health Care,68.91,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,56.3,46.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
10,PCG,PG&E Corporation,SPX,Utilities,68.67,100.0,fresh_bullish_cross,63.15,bullish_above_signal_proxy,53.33,45.92,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
