early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,RUSSELL2000,Communication,79.42,85.0,early_transition,63.15,bullish_above_signal_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
786,GSBC,GREAT SOUTHERN BANCORP INC,NASDAQ+RUSSELL2000,Financials,53.62,75.0,confirmed_bullish_trend,26.35,bearish_proxy,58.76,46.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
787,MAMA,MAMAS CREATIONS INC,NASDAQ+RUSSELL2000,Consumer Staples,53.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,87.26,52.7,16.95,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
788,PLXS,PLEXUS CORP,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,53.62,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,64.53,47.16,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
789,MIRM,MIRUM PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,53.61,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,65.51,48.35,11.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
790,VMD,VIEMED HEALTHCARE INC,NASDAQ+RUSSELL2000,Health Care,53.61,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.53,49.16,11.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
791,HYLN,HYLIION HOLDINGS CORP,RUSSELL2000,Industrials,53.58,38.0,mixed_sideways,26.35,bearish_proxy,92.29,52.71,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
792,CHEF,CHEFS WAREHOUSE INC,NASDAQ+RUSSELL2000,Consumer Staples,53.51,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,77.4,50.73,13.81,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
793,CBK,COMMERCIAL BANCGROUP INC,NASDAQ+RUSSELL2000,Financials,53.48,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,62.99,46.85,10.17,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
794,GNK,GENCO SHIPPING AND TRADING LTD,RUSSELL2000,Industrials,53.47,38.0,mixed_sideways,73.15,fresh_below_zero_cross_proxy,56.5,45.55,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
795,WTS,WATTS WATER TECHNOLOGIES INC CLASS,RUSSELL2000,Industrials,53.45,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.77,48.0,10.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
796,DGII,DIGI INTERNATIONAL INC,NASDAQ+RUSSELL2000,Information Technology,53.43,75.0,confirmed_bullish_trend,26.35,bearish_proxy,58.2,45.89,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
797,PBYI,PUMA BIOTECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,53.43,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,68.83,49.02,12.29,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
798,PSNL,PERSONALIS INC,NASDAQ+RUSSELL2000,Health Care,53.43,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.5,47.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
799,TRST,TRUSTCO BANK CORP,NASDAQ+RUSSELL2000,Financials,53.43,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.93,46.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
800,SPXC,SPX TECHNOLOGIES INC,RUSSELL2000,Industrials,53.42,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,67.68,47.79,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
801,IRMD,IRADIMED CORP,NASDAQ+RUSSELL2000,Health Care,53.36,85.0,early_transition,25.0,bearish_proxy,49.47,45.14,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
802,SMTC,SEMTECH CORP,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,53.36,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.72,46.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
803,WRLD,WORLD ACCEPTANCE CORP,NASDAQ+RUSSELL2000,Financials,53.36,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.38,47.73,10.5,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
804,GCMG,GCM GROSVENOR INC CLASS A,NASDAQ+RUSSELL2000,Financials,53.34,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,70.3,48.31,12.72,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
805,MRX,MAREX GROUP PLC,NASDAQ+RUSSELL2000,Financials,53.33,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.99,49.25,13.04,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
806,CORZ,CORE SCIENTIFIC INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,53.31,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.58,46.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
807,PGNY,PROGYNY INC,NASDAQ+RUSSELL2000,Health Care,53.3,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.09,47.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
808,MOV,MOVADO GROUP INC,RUSSELL2000,Consumer Discretionary,53.24,72.0,confirmed_bullish_trend,22.75,bearish_proxy,100.0,54.25,12.18,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
809,QUAD,QUAD GRAPHICS INC CLASS A,RUSSELL2000,Industrials,53.24,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.61,47.37,10.03,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
810,VYX,NCR VOYIX CORP,RUSSELL2000,Information Technology,53.2,82.0,early_transition,20.0,fresh_bearish_cross_proxy,55.94,45.44,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
811,MFIN,MEDALLION FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,53.18,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.2,46.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
812,PSMT,PRICESMART INC,NASDAQ+RUSSELL2000,Consumer Staples,53.15,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,67.16,48.68,12.03,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
813,SHBI,SHORE BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,53.11,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.97,47.44,10.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
814,CNS,COHEN & STEERS INC,RUSSELL2000,Financials,53.11,75.0,confirmed_bullish_trend,25.0,bearish_proxy,58.25,45.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
815,BELFB,BEL FUSE INC CLASS B,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,53.09,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,62.92,46.83,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
816,KRG,KITE REALTY GROUP TRUST REIT,RUSSELL2000,Real Estate,53.06,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.83,46.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
817,MATX,MATSON INC,RUSSELL2000,Industrials,53.05,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.81,46.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
818,FUL,HB FULLER,RUSSELL2000,Materials,53.02,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,66.46,47.54,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
819,UE,URBAN EDGE PROPERTIES,RUSSELL2000,Real Estate,53.0,75.0,confirmed_bullish_trend,26.35,bearish_proxy,56.9,45.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
820,GCBC,GREENE COUNTY BANCORP INC,NASDAQ+RUSSELL2000,Financials,52.97,38.0,mixed_sideways,21.35,fresh_bearish_cross_proxy,94.24,53.1,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
821,ELVN,ENLIVEN THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,52.96,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.26,48.7,11.01,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
822,RIOT,RIOT PLATFORMS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,52.96,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.51,46.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
823,GRBK,GREEN BRICK PARTNERS INC,RUSSELL2000,Consumer Discretionary,52.93,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.08,47.27,10.17,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
824,CBU,COMMUNITY FINANCIAL SYSTEM INC,RUSSELL2000,Financials,52.92,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.41,46.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
825,OLP,ONE LIBERTY PROPERTIES REIT INC,RUSSELL2000,Real Estate,52.9,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.33,46.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
826,FSP,FRANKLIN STREET PROPERTIES REIT CO,RUSSELL2000,Real Estate,52.89,85.0,early_transition,26.35,bearish_proxy,47.47,43.74,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
827,FUNC,FIRST UNITED CORP,RUSSELL2000,Financials,52.86,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.54,49.16,13.37,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
828,ITIC,INVESTORS TITLE,NASDAQ+RUSSELL2000,Financials,52.85,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,67.05,47.66,12.14,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
829,NC,NACCO INDUSTRIES INC CLASS A,RUSSELL2000,Energy,52.82,75.0,confirmed_bullish_trend,25.0,bearish_proxy,57.36,45.72,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
830,FUN,SIX FLAGS ENTERTAINMENT CORP,RUSSELL2000,Consumer Discretionary,52.81,38.0,mixed_sideways,61.8,bullish_above_signal_proxy,63.1,46.87,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
831,FULT,FULTON FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,52.78,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.1,47.27,11.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
832,NUVB,NUVATION BIO INC CLASS A,RUSSELL2000,Health Care,52.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.82,50.01,13.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
833,LEGH,LEGACY HOUSING CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,52.76,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.91,46.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
834,PTGX,PROTAGONIST THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,52.75,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.17,49.88,13.17,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
835,ENVA,ENOVA INTERNATIONAL INC,RUSSELL2000,Financials,52.75,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,94.31,53.11,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
836,MNPR,MONOPAR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,52.72,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,85.58,52.37,18.19,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
837,BELFA,BEL FUSE INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,52.65,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,61.59,46.57,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
838,CALY,CALLAWAY GOLF COMPANY,RUSSELL2000,Consumer Discretionary,52.65,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.93,47.44,10.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
839,NEXN,NEXXEN INTERNATIONAL LTD,NASDAQ+RUSSELL2000,Communication,52.64,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.54,46.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
840,OLPX,OLAPLEX HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Staples,52.64,75.0,confirmed_bullish_trend,26.35,bearish_proxy,55.34,46.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
841,THFF,FIRST FINANCIAL CORPORATION CORP,NASDAQ+RUSSELL2000,Financials,52.61,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.76,47.2,10.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
842,SAFE,SAFEHOLD INC,RUSSELL2000,Real Estate,52.6,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.45,46.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
843,PDLB,PONCE FINANCIAL GROUP INC,NASDAQ+RUSSELL2000,Financials,52.57,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.34,46.12,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
