current_rank,ticker,name,sector,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,AMT,American Tower,Real Estate,1,174.110001,,,,,,,,,,,,,,,,,,,,,,,47,172.994995,,10,173.410004,-0.00239322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ASC,ARDMORE SHIPPING CORP,Energy,2,17.370001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,16.389999,,,,,,,,,,,,,,,,,,,
3,FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",,3,32.080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,LCII,LCI INDUSTRIES,Consumer Discretionary,4,107.379997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,WMT,Walmart,Consumer Staples,5,114.959999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,CBIO,CRESCENT BIOPHARMA,Health Care,6,16.754999,,6,16.43,0.01978083,36,16.690001,-0.01557825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CRBP,CORBUS PHARMACEUTICALS HOLDINGS,Health Care,7,10.06,,,,,,,,,,,,,,,,,,,,7,9.4,,,,,,,,,,,,,,,,,,,,,,,3,9.32,,,,,,,,,,,,,
8,MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",,8,316.464996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,RKLB,Rocket Lab Corporation - Common Stock,,9,80.449997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,BELFA,BEL FUSE CLASS A,Information Technology,10,241.740005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
