early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
86,DCTH,DELCATH SYS INC,NASDAQ+RUSSELL2000,Health Care,67.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.7,50.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
87,LBRX,LB PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,67.22,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.4,50.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
88,WYFI,WHITEFIBER INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,67.22,75.0,confirmed_bullish_trend,26.35,bearish_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
89,CTMX,CYTOMX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,67.06,82.0,early_transition,49.8,bullish_below_zero_proxy,74.92,50.23,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
90,ELMD,ELECTROMED INC,RUSSELL2000,Health Care,66.84,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.24,50.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
91,IBRX,IMMUNITYBIO INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,66.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.23,50.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
92,KROS,KEROS THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.79,82.0,early_transition,61.8,bullish_above_signal_proxy,65.02,48.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
93,TYRA,TYRA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,66.79,82.0,early_transition,49.8,bullish_below_zero_proxy,74.09,50.07,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
94,GPGI,GPGI INC CLASS A,RUSSELL2000,Information Technology,66.79,82.0,early_transition,61.8,bullish_above_signal_proxy,65.46,47.34,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
95,FBRX,FORTE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,66.78,82.0,early_transition,49.8,bullish_below_zero_proxy,74.07,50.06,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
96,RELY,REMITLY GLOBAL INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,66.77,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.49,49.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
97,PTLO,PORTILLO S INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,66.72,82.0,early_transition,61.8,bullish_above_signal_proxy,65.26,47.3,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
98,QTWO,Q2 HOLDINGS INC,RUSSELL2000,Information Technology,66.71,82.0,early_transition,61.8,bullish_above_signal_proxy,65.21,47.29,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
99,SENEA,SENECA FOODS CORP CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,66.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.8,50.01,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
100,PACS,PACS GROUP INC,RUSSELL2000,Health Care,66.66,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.71,49.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
101,BRBR,BELLRING BRANDS INC,RUSSELL2000,Consumer Staples,66.65,82.0,early_transition,59.55,bullish_above_signal_proxy,100.0,55.25,11.13,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
102,STGW,STAGWELL INC CLASS A,NASDAQ+RUSSELL2000,Communication,66.62,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.03,49.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
103,SGRY,SURGERY PARTNERS INC,NASDAQ+RUSSELL2000,Health Care,66.61,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.57,49.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
104,ADMA,ADMA BIOLOGICS INC,NASDAQ+RUSSELL2000,Health Care,66.6,82.0,early_transition,61.8,bullish_above_signal_proxy,64.44,48.14,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
105,TBLA,TABOOLA.COM LTD,NASDAQ+RUSSELL2000,Communication,66.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.96,49.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
106,TRAX,FIRST TRACKS BIOTHERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.55,82.0,early_transition,61.8,bullish_above_signal_proxy,64.29,48.11,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
107,VIR,VIR BIOTECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,66.53,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.32,49.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
108,NKTR,NEKTAR THERAPEUTICS,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,66.47,82.0,early_transition,49.8,bullish_below_zero_proxy,73.13,49.88,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
109,DMRA,DAMORA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.46,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.09,49.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
110,TECX,TECTONIC THERAPEUTIC INC,NASDAQ+RUSSELL2000,Health Care,66.46,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.09,49.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,TRUP,TRUPANION INC,NASDAQ+RUSSELL2000,Financials,66.43,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.47,48.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
112,USPH,US PHYSICAL THERAPY INC,RUSSELL2000,Health Care,66.43,82.0,early_transition,61.8,bullish_above_signal_proxy,63.91,48.03,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
113,RNA,ATRIUM THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.25,82.0,early_transition,61.8,bullish_above_signal_proxy,63.37,47.92,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
114,PRTA,PROTHENA PLC,NASDAQ+RUSSELL2000,Health Care,66.21,82.0,early_transition,61.8,bullish_above_signal_proxy,63.24,47.9,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
115,HNST,THE HONEST COMPANY INC,NASDAQ+RUSSELL2000,Consumer Staples,66.17,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.23,49.7,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
116,STOK,STOKE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.16,82.0,early_transition,61.8,bullish_above_signal_proxy,63.1,47.87,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
117,TNGX,TANGO THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,66.14,72.0,confirmed_bullish_trend,25.0,bearish_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
118,ASIC,ATEGRITY SPECIALTY INSURANCE COMPA,RUSSELL2000,Financials,66.14,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.58,48.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
119,PHAT,PHATHOM PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,66.1,82.0,early_transition,49.8,bullish_below_zero_proxy,72.01,49.65,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
120,ABOS,ACUMEN PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,66.09,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.99,49.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
121,NAVN,NAVAN INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,66.04,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.54,48.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
122,UTZ,UTZ BRANDS INC CLASS A,RUSSELL2000,Consumer Staples,65.98,82.0,early_transition,61.8,bullish_above_signal_proxy,62.56,47.76,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
123,SION,SIONNA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,65.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.42,49.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
124,CSTL,CASTLE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,65.9,82.0,early_transition,61.8,bullish_above_signal_proxy,62.3,47.71,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
125,PLX,PROTALIX BIOTHERAPEUTICS INC,RUSSELL2000,Health Care,65.89,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.36,49.52,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
126,PBYI,PUMA BIOTECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,65.88,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.33,49.52,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
127,CYTK,CYTOKINETICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,65.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.2,49.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
128,GO,GROCERY OUTLET HOLDING CORP,NASDAQ+RUSSELL2000,Consumer Staples,65.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.2,49.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
129,STRO,SUTRO BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,65.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.19,49.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
130,FLO,FLOWERS FOODS INC,RUSSELL2000,Consumer Staples,65.8,82.0,early_transition,61.8,bullish_above_signal_proxy,62.0,47.65,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,GYRE,GYRE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,65.77,82.0,early_transition,61.8,bullish_above_signal_proxy,61.9,47.63,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
132,MYFW,FIRST WESTERN FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,65.77,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.45,48.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
133,ARDT,ARDENT HEALTH INC,RUSSELL2000,Health Care,65.76,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.98,49.45,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
134,ELDN,ELEDON PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,65.66,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.69,49.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
135,BCO,BRINKS,RUSSELL2000,Industrials,65.58,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,54.52,45.15,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
136,CMDB,COSTAMARE BULKERS HOLDINGS LTD,RUSSELL2000,Industrials,65.56,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.83,48.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
137,REX,REX AMERICAN RESOURCES CORP,RUSSELL2000,Energy,65.54,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,54.39,45.13,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
138,YELP,YELP INC,RUSSELL2000,Communication,65.5,82.0,early_transition,61.8,bullish_above_signal_proxy,61.56,46.56,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
139,OCUL,OCULAR THERAPEUTIX INC,NASDAQ+RUSSELL2000,Health Care,65.48,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.14,49.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
140,HIPO,HIPPO HOLDINGS INC,RUSSELL2000,Financials,65.48,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.59,48.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
141,HSHP,HIMALAYA SHIPPING LTD,RUSSELL2000,Industrials,65.48,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,54.21,45.09,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
142,EIKN,EIKON THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,65.47,82.0,early_transition,61.8,bullish_above_signal_proxy,61.02,47.45,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
143,SBH,SALLY BEAUTY HOLDINGS INC,RUSSELL2000,Consumer Discretionary,65.46,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.52,48.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
144,KMPR,KEMPER CORP,RUSSELL2000,Financials,65.42,82.0,early_transition,49.8,bullish_below_zero_proxy,70.4,48.33,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
145,EYPT,EYEPOINT INC,NASDAQ+RUSSELL2000,Health Care,65.39,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.86,49.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
