early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
188,BRO,Brown & Brown,SPX,Financials,51.11,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.72,47.59,12.53,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
189,AXP,American Express,SPX,Financials,50.99,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.31,46.31,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
190,D,Dominion Energy,SPX,Utilities,50.99,72.0,confirmed_bullish_trend,25.0,bearish_proxy,54.09,46.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
191,ABBV,AbbVie,SPX,Health Care,50.93,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.94,47.84,11.62,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
192,AMCR,Amcor,SPX,Materials,50.83,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.83,46.22,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
193,V,Visa Inc.,SPX,Financials,50.65,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.27,46.1,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
194,BAC,Bank of America,SPX,Financials,50.4,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.03,46.26,11.04,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
195,STT,State Street Corporation,SPX,Financials,50.35,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.34,46.12,10.86,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
196,PNC,PNC Financial Services,SPX,Financials,50.24,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.47,46.14,11.01,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
197,RTX,RTX Corporation,SPX,Industrials,50.23,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.5,46.35,11.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
198,SHW,Sherwin-Williams,SPX,Materials,50.23,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.0,45.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
199,VEEV,Veeva Systems,SPX,Health Care,50.13,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.55,47.16,11.29,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
200,CI,Cigna,SPX,Health Care,50.11,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,49.63,45.18,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
201,ALGN,Align Technology,NASDAQ+NASDAQ500+SPX,Health Care,50.04,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.97,46.64,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
202,SBUX,Starbucks,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,49.98,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.24,45.7,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
203,MS,Morgan Stanley,SPX,Financials,49.96,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.43,44.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
204,HBAN,Huntington Bancshares,NASDAQ+NASDAQ500+SPX,Financials,49.92,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.06,45.66,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
205,L,Loews Corporation,SPX,Financials,49.82,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,57.65,45.78,10.83,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
206,HIG,Hartford (The),SPX,Financials,49.79,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,55.06,45.26,10.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
207,TDY,Teledyne Technologies,SPX,Information Technology,49.79,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.09,48.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
208,DELL,Dell Technologies,SPX,Information Technology,49.66,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.53,44.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
209,BKNG,Booking Holdings,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,49.64,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.21,45.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
210,CB,Chubb Limited,SPX,Financials,49.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.84,46.42,12.08,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
211,MET,MetLife,SPX,Financials,49.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,57.56,45.76,11.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
212,VTR,Ventas,SPX,Real Estate,49.6,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.99,47.45,13.81,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
213,BLDR,Builders FirstSource,SPX,Industrials,49.58,82.0,early_transition,25.0,bearish_proxy,41.2,42.49,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
214,GD,General Dynamics,SPX,Industrials,49.53,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,57.21,45.69,10.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
215,DOC,Healthpeak Properties,SPX,Real Estate,49.51,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.64,45.98,11.46,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
216,ABNB,Airbnb,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,49.43,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.59,45.37,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
217,WELL,Welltower,SPX,Real Estate,49.39,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.02,47.45,14.03,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
218,PEG,Public Service Enterprise Group,SPX,Utilities,49.32,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,52.82,45.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
219,MCK,McKesson Corporation,SPX,Health Care,49.25,82.0,early_transition,47.55,bullish_below_zero_proxy,55.32,46.31,10.79,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
220,PSA,Public Storage,SPX,Real Estate,49.2,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,52.92,44.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
221,DGX,Quest Diagnostics,SPX,Health Care,49.19,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.4,46.13,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
222,EG,Everest Group,SPX,Financials,49.18,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.56,46.76,13.09,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
223,SNA,Snap-on,SPX,Industrials,49.14,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.72,45.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
224,LH,Labcorp,SPX,Health Care,49.11,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.16,46.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
225,PGR,Progressive Corporation,SPX,Financials,49.11,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.05,47.66,14.64,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
226,ALL,Allstate,SPX,Financials,49.06,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.76,47.2,13.94,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
227,AMP,Ameriprise Financial,SPX,Financials,48.99,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.1,46.47,12.8,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
228,ECL,Ecolab,SPX,Materials,48.98,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.22,45.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
229,ITW,Illinois Tool Works,SPX,Industrials,48.93,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.06,45.06,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
230,LIN,Linde plc,NASDAQ+NASDAQ200+NASDAQ500+SPX,Materials,48.85,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.82,45.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
231,COO,Cooper Companies (The),NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,48.74,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.03,45.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
232,NTAP,NetApp,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,48.7,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.61,43.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
233,RF,Regions Financial Corporation,SPX,Financials,48.67,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.27,44.9,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
234,ADP,Automatic Data Processing,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,48.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,52.3,44.71,10.26,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
235,TRV,Travelers Companies (The),SPX,Financials,48.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.13,46.88,13.84,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
236,ACGL,Arch Capital Group,NASDAQ+NASDAQ500+SPX,Financials,48.61,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.25,46.7,13.56,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
237,EOG,EOG Resources,SPX,Energy,48.61,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,45.52,43.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
238,BNY,BNY Mellon,SPX,Financials,48.58,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,55.88,45.43,11.48,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
239,AON,Aon plc,SPX,Financials,48.47,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.28,45.91,12.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
240,DHR,Danaher Corporation,SPX,Health Care,48.47,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.21,45.69,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
241,TROW,T. Rowe Price,NASDAQ+NASDAQ500+SPX,Financials,48.46,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.66,46.58,13.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
242,RJF,Raymond James Financial,SPX,Financials,48.33,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.64,46.18,12.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
243,ELV,Elevance Health,SPX,Health Care,48.19,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,51.02,45.45,10.42,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
244,WM,Waste Management,SPX,Industrials,48.06,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,56.19,45.49,12.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
245,JNJ,Johnson & Johnson,SPX,Health Care,47.84,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.9,48.43,15.68,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
246,AJG,Arthur J. Gallagher & Co.,SPX,Financials,47.81,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.14,48.48,17.29,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
247,XEL,Xcel Energy,NASDAQ+NASDAQ200+NASDAQ500+SPX,Utilities,47.79,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,50.16,45.28,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
248,INVH,Invitation Homes,SPX,Real Estate,47.67,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,50.25,44.3,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
249,WTW,Willis Towers Watson,NASDAQ+NASDAQ500+SPX,Financials,47.56,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.63,46.38,14.07,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
250,TFC,Truist Financial,SPX,Financials,47.52,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,49.8,44.21,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
251,CPT,Camden Property Trust,SPX,Real Estate,47.35,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,49.28,44.11,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
252,PRU,Prudential Financial,SPX,Financials,47.32,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.74,46.0,13.69,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
253,FAST,Fastenal,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,47.2,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,48.83,44.02,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
254,MAA,Mid-America Apartment Communities,SPX,Real Estate,47.19,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,48.8,44.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
255,FTV,Fortive,SPX,Industrials,46.94,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,48.05,43.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
256,AIZ,Assurant,SPX,Financials,46.33,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.15,45.88,14.49,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
257,SCHW,Charles Schwab Corporation,SPX,Financials,46.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.41,47.53,17.33,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
258,AVGO,Broadcom,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,44.54,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,48.43,50.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
259,HPE,Hewlett Packard Enterprise,SPX,Information Technology,44.54,72.0,confirmed_bullish_trend,25.0,bearish_proxy,35.0,41.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
260,AMAT,Applied Materials,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,44.45,35.0,mixed_sideways,25.0,bearish_proxy,65.42,53.83,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
261,UAL,United Airlines Holdings,NASDAQ200+SPX,Industrials,44.34,35.0,mixed_sideways,25.0,bearish_proxy,68.02,47.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
262,LUV,Southwest Airlines,SPX,Industrials,44.04,35.0,mixed_sideways,25.0,bearish_proxy,67.14,47.68,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
263,ADM,Archer Daniels Midland,SPX,Consumer Staples,43.2,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,45.33,44.32,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
264,GOOG,Alphabet Inc. (Class C),NASDAQ+NASDAQ200+NASDAQ500+SPX,Communication Services,43.15,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,45.65,43.38,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
265,GOOGL,Alphabet Inc. (Class A),NASDAQ+NASDAQ200+NASDAQ500+SPX,Communication Services,43.06,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,45.36,43.32,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
266,APH,Amphenol,SPX,Information Technology,42.4,35.0,mixed_sideways,25.0,bearish_proxy,62.16,46.68,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
267,DVN,Devon Energy,SPX,Energy,42.37,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,44.8,43.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
268,GL,Globe Life,SPX,Financials,42.27,35.0,mixed_sideways,25.0,bearish_proxy,61.77,46.6,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
269,CRWD,CrowdStrike,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,42.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,0.0,34.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
270,CASY,Casey's,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,41.64,35.0,mixed_sideways,25.0,bearish_proxy,59.4,47.13,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
271,DAL,Delta Air Lines,SPX,Industrials,41.48,35.0,mixed_sideways,25.0,bearish_proxy,59.36,46.12,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
272,SJM,J.M. Smucker Company (The),SPX,Consumer Staples,41.43,35.0,mixed_sideways,25.0,bearish_proxy,58.75,47.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
273,GE,GE Aerospace,SPX,Industrials,41.26,35.0,mixed_sideways,25.0,bearish_proxy,58.72,45.99,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
274,CVX,Chevron Corporation,SPX,Energy,41.25,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,41.41,42.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
275,MNST,Monster Beverage,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,41.14,35.0,mixed_sideways,25.0,bearish_proxy,57.9,46.83,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
276,IP,International Paper,SPX,Materials,40.81,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,61.14,46.48,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
277,COP,ConocoPhillips,SPX,Energy,40.8,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,40.04,42.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
278,TXN,Texas Instruments,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,40.79,35.0,mixed_sideways,25.0,bearish_proxy,54.31,51.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
