current_rank,ticker,name,sector,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,SFST,SOUTHERN FIRST BANCSHARES INC,Financials,1,61.555,,,,,,,
2,BFST,BUSINESS FIRST BANCSHARES INC,Financials,2,31.299999,,,,,,,
3,NVDA,Nvidia,Information Technology,3,210.619995,,,,,31,212.059998,
4,ARES,Ares Management,Financials,4,124.5,,,,,,,
5,XYL,Xylem Inc.,Industrials,5,119.459999,,,,,,,
6,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,6,42.82,,,,,4,42.82,
7,KWR,QUAKER HOUGHTON CORP,Materials,7,151.860001,,,,,46,152.210007,
8,ATLC,ATLANTICUS HOLDINGS CORP,Financials,8,101.900002,,,,,,,
9,BSRR,SIERRA BANCORP,Financials,9,42.220001,,,,,,,
10,TRMK,TRUSTMARK CORP,Financials,10,46.775002,,,,,,,
11,EMR,Emerson Electric,Industrials,11,148.929993,,2,144.869995,0.02802511,,,
12,PKG,Packaging Corporation of America,Materials,12,238.789993,,1,234.110001,0.01999057,35,228.130005,0.02621311
13,RCL,Royal Caribbean Group,Consumer Discretionary,13,297.589996,,,,,,,
14,EGBN,EAGLE BANCORP INC,Financials,14,28.35,,3,27.6,0.02717391,,,
15,NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,15,11.54,,,,,,,
16,ZUMZ,ZUMIEZ INC,Consumer Discretionary,16,19.120001,,,,,,,
17,CSW,CSW INDUSTRIALS INC,Industrials,17,295.01001,,26,290.519989,0.01545512,9,282.359985,0.02889929
18,SAM,BOSTON BEER INC CLASS A,Consumer Staples,18,178.660004,,,,,,,
19,CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,19,29.690001,,5,29.82,-0.00435946,,,
20,LGIH,LGI HOMES INC,Consumer Discretionary,20,59.950001,,,,,,,
21,RSVR,RESERVOIR MEDIA INC,Communication,21,10.705,,4,10.5,0.01952381,25,10.26,0.02339181
22,TNC,TENNANT,Industrials,22,88.0,,,,,,,
23,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials,23,62.529999,,,,,,,
24,XEL,Xcel Energy,Utilities,24,81.510002,,6,80.769997,0.00916188,,,
25,TRMB,Trimble Inc.,Information Technology,25,52.59,,,,,,,
26,ETN,Eaton Corporation,Industrials,26,412.290009,,33,415.100006,-0.00676945,17,407.065002,0.01973887
27,GWW,W. W. Grainger,Industrials,27,1374.310059,,9,1367.42395,0.00503583,,,
28,ARE,Alexandria Real Estate Equities,Real Estate,28,50.700001,,8,50.139999,0.01116877,18,49.640999,0.01005217
29,CARR,Carrier Global,Industrials,29,69.209503,,7,69.129997,0.00115009,,,
30,UFPI,UFP INDUSTRIES INC,Industrials,30,88.099998,,11,86.175003,0.02233821,23,86.699997,-0.00605529
31,ATLO,AMES NATIONAL CORP,Financials,31,30.34,,13,29.790001,0.01846254,,,
32,FSTR,LB FOSTER,Industrials,32,42.75,,47,42.709999,0.00093657,,,
33,HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary,33,133.759995,,12,130.639999,0.02388239,,,
34,BFC,BANK FIRST CORP,Financials,34,151.119995,,15,147.389999,0.02530698,,,
35,CDRE,CADRE HOLDINGS INC,Industrials,35,30.825001,,25,30.49,0.01098724,24,29.93,0.01871032
36,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,36,29.030001,,,,,,,
37,OLMA,OLEMA PHARMACEUTICALS INC,Health Care,37,11.74,,16,11.74,0.00000000,,,
38,ADNT,ADIENT PLC,Consumer Discretionary,38,20.51,,10,20.110001,0.01989055,,,
39,SHBI,SHORE BANCSHARES INC,Financials,39,23.67,,,,,,,
40,MLAB,MESA LABORATORIES INC,Health Care,40,98.480003,,,,,6,98.57,
41,GFF,GRIFFON CORP,Industrials,41,91.559998,,,,,,,
42,ENR,ENERGIZER HOLDINGS INC,Consumer Staples,42,21.110001,,14,20.65,0.02227608,,,
43,EWTX,EDGEWISE THERAPEUTICS INC,Health Care,43,40.830002,,,,,,,
44,BSVN,BANK7 CORP,Financials,44,50.139999,,17,50.400002,-0.00515879,,,
45,AMGN,Amgen,Health Care,45,376.665009,,19,371.5,0.01390312,,,
46,VRSN,Verisign,Information Technology,46,272.98999,,,,,,,
47,ARGX,argenx SE - American Depositary Shares,,47,918.349976,,20,924.599976,-0.00675968,,,
48,PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,48,326.679993,,21,322.399994,0.01327543,,,
49,BX,Blackstone Inc.,Financials,49,128.320007,,37,124.489998,0.03076560,,,
50,PHM,PulteGroup,Consumer Discretionary,50,127.644997,,,,,,,
