current_rank,ticker,name,sector,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,UHS,Universal Health Services,Health Care,1,158.524994,,,,,,,,,,,,,,,,
2,HTH,HILLTOP HOLDINGS INC,Financials,2,40.139999,,,,,,,,,,,,,,,,
3,NWFL,NORWOOD FINANCIAL CORP,Financials,3,32.529999,,,,,,,,,,,,,,,,
4,UNTY,UNITY BANCORP INC,Financials,4,58.365002,,,,,,,,,,,,,,,,
5,NKTR,NEKTAR THERAPEUTICS,Health Care,5,71.150002,,8,69.360001,0.02580740,,,,,,,,,,,,
6,MMS,MAXIMUS INC,Industrials,6,59.400002,,,,,,,,,,,,,,,,
7,FCCO,FIRST COMMUNITY CORP,Financials,7,33.68,,,,,,,,,,,,,,,,
8,VREX,VAREX IMAGING CORP,Health Care,8,11.03,,,,,,,,,,,,,,,,
9,DXC,DXC TECHNOLOGY,Information Technology,9,9.945,,,,,,,,,,,,,,,,
10,SWK,Stanley Black & Decker,Industrials,10,91.404999,,,,,11,89.269997,,,,,,,,,,
11,WAT,Waters Corporation,Health Care,11,376.144989,,4,382.440002,-0.01646013,,,,,,,,,,,,
12,ARGX,argenx SE - American Depositary Shares,,12,918.349976,,16,924.599976,-0.00675968,,,,,,,,,,,,
13,PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,13,326.679993,,,,,,,,,,,,,,,,
14,CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,14,69.099998,,10,69.294998,-0.00281406,,,,,,,,,,,,
15,SO,Southern Company,Utilities,15,96.879997,,13,96.599998,0.00289854,,,,,,,,,,,,
16,MAS,Masco,Industrials,16,79.440002,,,,,,,,,,,,,,,,
17,BFC,BANK FIRST CORP,Financials,17,151.119995,,,,,,,,,,,,,,,,
18,NEE,NextEra Energy,Utilities,18,89.665001,,28,89.790001,-0.00139214,,,,,,,,,,,,
19,TVTX,TRAVERE THERAPEUTICS INC,Health Care,19,57.314999,,,,,,,,,,,,,,,,
20,RBKB,RHINEBECK BANCORP INC,Financials,20,12.4783,,,,,,,,,,,,,,,,
21,OPBK,OP BANCORP,Financials,21,15.89,,,,,,,,,,,,,,,,
22,PPHC,PUBLIC POLICY HOLDING INC,Industrials,22,9.03,,,,,,,,,,,,,,,,
23,SKYW,SKYWEST INC,Industrials,23,105.175003,,,,,,,,,,,,,,,,
24,CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,Health Care,24,9.2,,3,9.32,-0.01287554,,,,,,,,,,,,
25,TMP,TOMPKINS FINANCIAL CORP,Financials,25,98.800003,,,,,,,,,,,,,,,,
26,EMR,Emerson Electric,Industrials,26,148.929993,,,,,,,,,,,,,,,,
27,LOGI,Logitech International S.A. - Registered Shares,,27,105.190002,,,,,,,,,,,,,,,,
28,SR,SPIRE INC,Utilities,28,83.449997,,34,82.57,0.01065759,,,,,,,,,,,,
29,EGBN,EAGLE BANCORP INC,Financials,29,28.35,,,,,,,,,,,,,,,,
30,LYB,LyondellBasell,Materials,30,60.790001,,19,61.709999,-0.01490841,,,,,,,,,,,,
31,ATLO,AMES NATIONAL CORP,Financials,31,30.34,,,,,,,,,,,,,,,,
32,CME,CME Group,Financials,32,251.895004,,43,254.320007,-0.00953524,4,249.240005,0.02038197,,,,,,,,,
33,ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financials,33,42.465,,,,,,,,,,,,,,,,
34,CMRE,COSTAMARE INC,Industrials,34,15.69,,14,15.65,0.00255591,,,,50,15.3,,,,,,,
35,XEL,Xcel Energy,Utilities,35,81.510002,,6,80.769997,0.00916188,,,,,,,,,,,,
36,TCOM,Trip.com Group Limited - American Depositary Shares,,36,43.970001,,,,,,,,,,,,,,,,
37,LXU,LSB INDUSTRIES INC,Materials,37,12.12,,,,,,,,,,,,,,,,
38,NOC,Northrop Grumman,Industrials,38,537.98999,,,,,,,,,,,,,,,,
39,LLY,Lilly (Eli),Health Care,39,1202.880005,,,,,,,,,,,,,,,,
40,PKG,Packaging Corporation of America,Materials,40,238.789993,,33,234.110001,0.01999057,,,,,,,,,,,,
41,AEE,Ameren,Utilities,41,113.870003,,,,,,,,,,,,,,,,
42,KMT,KENNAMETAL INC,Industrials,42,35.509998,,,,,,,,,,,,,,,,
43,TT,Trane Technologies,Industrials,43,486.070007,,,,,,,,,,,,,,,,
44,ARX,ACCELERANT HOLDINGS CLASS A,Financials,44,14.31,,,,,,,,,,,,,,,,
45,SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,45,78.32,,,,,,,,,,,,,,,,
46,THFF,FIRST FINANCIAL CORPORATION CORP,Financials,46,77.669998,,,,,,,,,,,,,,,,
47,IBOC,INTERNATIONAL BANCSHARES CORP,Financials,47,76.974998,,,,,,,,,,,,,,,,
48,QCRH,QCR HOLDINGS INC,Financials,48,100.779999,,,,,,,,,,,,,,,,
49,SMID,SMITH MIDLAND CORP,Materials,49,30.6,,,,,,,,,,,,,,,,
50,FRBA,FIRST BANK,Financials,50,17.945,,,,,,,,,,,,,,,,
