current_rank,ticker,name,sector,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,UNTY,UNITY BANCORP INC,Financials,1,58.365002,,,,,,,,,,,,,,,,
2,TVTX,TRAVERE THERAPEUTICS INC,Health Care,2,57.314999,,,,,,,,,,,,,,,,
3,SWK,Stanley Black & Decker,Industrials,3,91.404999,,,,,4,89.269997,,,,,,,,47,90.169998,
4,RBKB,RHINEBECK BANCORP INC,Financials,4,12.4783,,,,,,,,,,,,,,,,
5,VREX,VAREX IMAGING CORP,Health Care,5,11.03,,,,,,,,,,,,,,,,
6,DXC,DXC TECHNOLOGY,Information Technology,6,9.945,,,,,,,,,,,,,,,,
7,ATLO,AMES NATIONAL CORP,Financials,7,30.34,,,,,,,,,,,,,,,,
8,FCCO,FIRST COMMUNITY CORP,Financials,8,33.68,,,,,,,,,,,,,,,,
9,IBOC,INTERNATIONAL BANCSHARES CORP,Financials,9,76.974998,,,,,,,,,,,,,,,,
10,NKTR,NEKTAR THERAPEUTICS,Health Care,10,71.150002,,12,69.360001,0.02580740,,,,,,,,,,,,
11,NEE,NextEra Energy,Utilities,11,89.665001,,14,89.790001,-0.00139214,,,,,,,,,,,,
12,THFF,FIRST FINANCIAL CORPORATION CORP,Financials,12,77.669998,,,,,,,,,,,,,,,,
13,LLY,Lilly (Eli),Health Care,13,1202.880005,,,,,,,,,,,,,,,,
14,WAT,Waters Corporation,Health Care,14,376.144989,,8,382.440002,-0.01646013,,,,,,,,,,,,
15,SO,Southern Company,Utilities,15,96.879997,,10,96.599998,0.00289854,,,,,,,,,,,,
16,MAS,Masco,Industrials,16,79.440002,,,,,,,,,,,,,,,,
17,ARGX,argenx SE - American Depositary Shares,,17,918.349976,,43,924.599976,-0.00675968,,,,,,,,,,,,
18,BFC,BANK FIRST CORP,Financials,18,151.119995,,,,,,,,,,,,,,,,
19,CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,19,69.099998,,32,69.294998,-0.00281406,,,,,,,,,,,,
20,CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,Health Care,20,9.2,,5,9.32,-0.01287554,,,,,,,,,,,,
21,OPBK,OP BANCORP,Financials,21,15.89,,,,,,,,,,,,,,,,
22,TMP,TOMPKINS FINANCIAL CORP,Financials,22,98.800003,,,,,,,,,,,,,,,,
23,UHS,Universal Health Services,Health Care,23,158.524994,,,,,,,,,,,,,,,,
24,SR,SPIRE INC,Utilities,24,83.449997,,16,82.57,0.01065759,,,,,,,,,,,,
25,SMCI,Supermicro,Information Technology,25,30.785,,,,,,,,,,,,,,,,
26,ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financials,26,42.465,,25,41.959999,0.01203530,,,,,,,,,,,,
27,NWE,NORTHWESTERN ENERGY GROUP INC,Utilities,27,72.955002,,,,,,,,,,,,,,,,
28,TT,Trane Technologies,Industrials,28,486.070007,,,,,,,,,,,,,,,,
29,ALKS,ALKERMES,Health Care,29,53.240002,,,,,,,,,,,,,,,,
30,ROIV,Roivant Sciences Ltd. - Common Shares,,30,35.459999,,,,,,,,,,,,,,,,
31,PPHC,PUBLIC POLICY HOLDING INC,Industrials,31,9.03,,,,,,,,,,,,,,,,
32,NOC,Northrop Grumman,Industrials,32,537.98999,,,,,,,,,,,,,,,,
33,NWFL,NORWOOD FINANCIAL CORP,Financials,33,32.529999,,,,,,,,,,,,,,,,
34,MMS,MAXIMUS INC,Industrials,34,59.400002,,,,,,,,,,,,,,,,
35,TCOM,Trip.com Group Limited - American Depositary Shares,,35,43.970001,,,,,,,,,,,,,,,,
36,HTH,HILLTOP HOLDINGS INC,Financials,36,40.139999,,,,,,,,,,,,,,,,
37,AEE,Ameren,Utilities,37,113.870003,,,,,,,,,,,,,,,,
38,ALG,ALAMO GROUP INC,Industrials,38,164.884995,,,,,,,,,,,,,,,,
39,HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary,39,133.759995,,,,,,,,,,,,,,,,
40,PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,40,326.679993,,,,,,,,,,,,,,,,
41,SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,41,78.32,,,,,,,,,,,,,,,,
42,ESE,ESCO TECHNOLOGIES INC,Industrials,42,332.299988,,,,,,,,,,,,,,,,
43,ACNB,ACNB CORP,Financials,43,62.77,,,,,,,,,,,,,,,,
44,SMID,SMITH MIDLAND CORP,Materials,44,30.6,,,,,,,,,,,,,,,,
45,USCB,USCB FINANCIAL HOLDINGS INC CLASS,Financials,45,21.5,,,,,,,,,,,,,,,,
46,CERT,CERTARA INC,Health Care,46,7.37,,,,,,,,,,,,,,,,
47,NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,47,11.54,,,,,,,,48,11.82,,,,,,,
48,ATO,Atmos Energy,Utilities,48,178.666397,,,,,,,,,,,,,,,,
49,OGS,ONE GAS INC,Utilities,49,80.68,,42,80.029999,0.00812197,,,,,,,,,,,,
50,SW,Smurfit Westrock,Materials,50,45.014999,,,,,,,,,,,,,,,,
