current_rank,ticker,name,sector,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,AVT,"Avnet, Inc. - Common Stock",,1,90.809998,,1,90.129997,0.00754467,13,89.849998,0.00311629,,,,,,
2,KMT,KENNAMETAL INC,Industrials,2,34.904999,,,,,,,,,,,,,
3,EMR,Emerson Electric,Industrials,3,144.675003,,,,,,,,,,,,,
4,JCI,Johnson Controls,Industrials,4,144.320007,,,,,,,,,,,,,
5,ETN,Eaton Corporation,Industrials,5,413.63501,,,,,,,,,,,,,
6,SRI,STONERIDGE INC,Consumer Discretionary,6,7.305,,9,7.39,-0.01150203,26,7.37,0.00271370,,,,,,
7,AVGO,Broadcom,Information Technology,7,393.484985,,,,,,,,,,,,,
8,HAS,Hasbro,Consumer Discretionary,8,87.089996,,,,,,,,50,81.589996,,,,
9,GM,General Motors,Consumer Discretionary,9,79.540001,,,,,11,79.510002,,,,,,,
10,FEIM,FREQUENCY ELECTRONICS INC,Information Technology,10,73.849998,,5,72.389999,0.02016852,,,,15,66.720001,,,,
11,NDSN,Nordson Corporation,Industrials,11,292.815002,,,,,,,,,,,,,
12,KVHI,KVH INDUSTRIES INC,Information Technology,12,9.1601,,8,9.26,-0.01078834,28,9.31,-0.00537057,,,,,,
13,BKV,BKV CORP,Energy,13,27.01,,,,,,,,,,,,,
14,PANL,PANGAEA LOGISTICS SOLUTIONS LTD,Industrials,14,7.53,,46,7.48,0.00668449,,,,,,,,,
15,OEC,ORION SA,Materials,15,7.195,,,,,,,,,,,,,
16,KLTR,KALTURA INC,Information Technology,16,1.43,,,,,,,,,,,,,
17,CNK,CINEMARK HOLDINGS INC,Communication,17,32.240002,,10,32.240002,0.00000000,27,31.52,0.02284270,12,31.969999,-0.01407567,,,
18,TXNM,TXNM ENERGY INC,Utilities,18,58.294998,,,,,,,,,,,,,
19,RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,19,8.88,,,,,,,,,,,43,8.23,
20,PACK,RANPAK HOLDINGS CORP CLASS A,Materials,20,6.75,,3,7.0,-0.03571429,,,,,,,,,
21,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,21,16.309999,,7,16.290001,0.00122762,47,16.18,0.00679858,,,,,,
22,TEX,TEREX CORP,Industrials,22,68.555,,,,,,,,,,,,,
23,MDLZ,Mondelez International,Consumer Staples,23,60.169998,,15,60.860001,-0.01133754,,,,35,60.27,,1,61.0,-0.01196721
24,AIRS,AIRSCULPT TECHNOLOGIES INC,Health Care,24,4.68,,16,4.82,-0.02904564,32,4.86,-0.00823045,20,4.78,0.01673640,,,
25,F,Ford Motor Company,Consumer Discretionary,25,14.145,,17,14.405,-0.01804929,,,,,,,,,
26,MAT,"Mattel, Inc. - Common Stock",,26,14.18,,19,14.4,-0.01527778,,,,,,,,,
27,KRO,KRONOS WORLDWIDE INC,Materials,27,6.82,,,,,,,,,,,,,
28,NUAI,NEW ERA ENERGY AND DIGITAL INC,Energy,28,5.725,,,,,,,,,,,,,
29,BGC,BGC GROUP INC CLASS A,Financials,29,11.525,,18,11.51,0.00130321,,,,,,,,,
30,HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,30,13.65,,,,,,,,,,,,,
31,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,31,321.589996,,21,327.779999,-0.01888463,,,,,,,,,
32,TXT,Textron,Industrials,32,94.620003,,,,,,,,,,,,,
33,CMCO,COLUMBUS MCKINNON CORP,Industrials,33,15.28,,,,,,,,,,,19,14.36,
34,HMH,HMH HOLDING INC CLASS A,Energy,34,21.34,,,,,,,,,,,,,
35,AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary,35,17.200001,,20,17.799999,-0.03370775,,,,,,,30,17.030001,
36,AURA,AURA BIOSCIENCES INC,Health Care,36,7.04,,,,,,,,,,,,,
37,LOGI,Logitech International S.A. - Registered Shares,,37,104.565002,,,,,,,,48,101.779999,,2,102.830002,-0.01021106
38,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,38,28.83,,24,29.02,-0.00654721,,,,,,,,,
39,USLM,UNITED STATES LIME AND MINERALS IN,Materials,39,107.230003,,29,107.239998,-0.00009320,,,,,,,,,
40,VVX,V2X INC,Industrials,40,83.352501,,6,81.014999,0.02885271,29,78.970001,0.02589588,,,,,,
41,SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,41,10.32,,,,,,,,,,,,,
42,IRM,Iron Mountain,Real Estate,42,125.780098,,31,124.550003,0.00987631,,,,,,,11,123.82,
43,HST,Host Hotels & Resorts,Real Estate,43,24.264999,,26,24.5,-0.00959188,,,,1,24.059999,,5,23.940001,0.00501245
44,HUT,HUT CORP,Information Technology,44,116.900002,,,,,,,,,,,,,
45,LITE,Lumentum,Information Technology,45,860.23999,,,,,35,837.559998,,,,,,,
46,FCX,Freeport-McMoRan,Materials,46,63.07,,28,64.989998,-0.02954298,,,,,,,,,
47,LEU,CENTRUS ENERGY CORP CLASS A,Energy,47,171.929993,,,,,,,,,,,,,
48,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,48,15.965,,34,16.059999,-0.00591526,38,15.46,0.03880977,,,,,,
49,ACHR,ARCHER AVIATION INC CLASS A,Industrials,49,5.175,,,,,24,5.2701,,,,,,,
50,FMC,FMC CORP,Materials,50,11.67,,,,,,,,,,,,,
