current_rank,ticker,name,sector,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,BLFS,BIOLIFE SOLUTIONS INC,Health Care,1,30.84,,,,,,,,,,,,,
2,JNJ,Johnson & Johnson,Health Care,2,257.48999,,,,,,,,,,,,,
3,ETN,Eaton Corporation,Industrials,3,413.63501,,,,,,,,,,,,,
4,PHAT,PHATHOM PHARMACEUTICALS INC,Health Care,4,11.62,,23,11.7,-0.00683761,,,,,,,,,
5,AVGO,Broadcom,Information Technology,5,393.484985,,,,,,,,,,,,,
6,ACU,ACME UNITED CORP,Health Care,6,50.900002,,,,,,,,,,,,,
7,DUK,Duke Energy,Utilities,7,128.904999,,13,127.919998,0.00770013,,,,,,,,,
8,BKV,BKV CORP,Energy,8,27.01,,,,,,,,,,,,,
9,NTGR,NETGEAR INC,Information Technology,9,24.969999,,6,24.620001,0.01421600,37,24.235001,0.01588611,,,,,,
10,DE,Deere & Company,Industrials,10,608.090027,,,,,,,,,,,,,
11,PCG,PG&E Corporation,Utilities,11,17.865,,,,,,,,,,,,,
12,PAMT,PAMT CORP,Industrials,12,15.2,,,,,,,,,,,,,
13,WHD,CACTUS INC CLASS A,Energy,13,56.5,,,,,,,,,,,,,
14,CBOE,Cboe Global Markets,Financials,14,286.850006,,5,282.024994,0.01710846,,,,,,,,,
15,HRI,HERC HOLDINGS INC,Industrials,15,159.842499,,,,,,,,,,,,,
16,XP,XP Inc. - Class A Common Stock,,16,17.225,,,,,,,,,,,,,
17,KMI,Kinder Morgan,Energy,17,32.654999,,,,,,,,,,,,,
18,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,18,16.309999,,32,16.290001,0.00122762,,,,,,,,,
19,EVRG,Evergy,Utilities,19,86.565002,,,,,,,,,,,,,
20,SR,SPIRE INC,Utilities,20,83.065002,,,,,,,,,,,,,
21,HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,21,13.65,,,,,,,,,,,,,
22,NTAP,NetApp,Information Technology,22,167.800003,,,,,,,,,,,,,
23,ED,Consolidated Edison,Utilities,23,112.245003,,,,,,,,,,,,,
24,EMR,Emerson Electric,Industrials,24,144.675003,,,,,,,,,,,,,
25,CME,CME Group,Financials,25,253.240005,,7,249.240005,0.01604879,,,,,,,,,
26,ATMU,ATMUS FILTRATION TECHNOLOGIES INC,Industrials,26,53.075001,,,,,,,,,,,,,
27,CNX,CNX RESOURCES CORP,Energy,27,34.84,,50,34.639999,0.00577370,27,33.639999,0.02972652,,,,,,
28,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,28,15.965,,,,,,,,,,,,,
29,IP,International Paper,Materials,29,38.415001,,,,,,,,,,,,,
30,NEE,NextEra Energy,Utilities,30,90.059998,,,,,,,,,,,,,
31,CDRE,CADRE HOLDINGS INC,Industrials,31,30.25,,25,29.93,0.01069161,,,,,,,,,
32,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,32,22.83,,18,23.08,-0.01083189,,,,,,,,,
33,IPI,INTREPID POTASH INC,Materials,33,34.98,,,,,,,,,,,,,
34,ICE,Intercontinental Exchange,Financials,34,142.899994,,20,142.535004,0.00256070,,,,,,,,,
35,A,Agilent Technologies,Health Care,35,139.080002,,,,,,,,,,,,,
36,MOS,Mosaic Company (The),Materials,36,22.65,,,,,,,,,,,,,
37,HWM,Howmet Aerospace,Industrials,37,285.839996,,,,,,,,,,,,,
38,GD,General Dynamics,Industrials,38,382.774994,,,,,,,,,,,,,
39,OGS,ONE GAS INC,Utilities,39,80.239998,,,,,,,,,,,,,
40,PCAR,Paccar,Industrials,40,132.660004,,,,,,,,,,,,,
41,STRT,STRATTEC SECURITY CORP,Consumer Discretionary,41,84.32,,,,,,,,,,,,,
42,TEX,TEREX CORP,Industrials,42,68.555,,,,,,,,,,,,,
43,FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",,43,2154.52002,,,,,,,,,,,,,
44,CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,Health Care,44,9.41,,,,,,,,,,,,,
45,UTL,UNITIL CORP,Utilities,45,55.490002,,,,,,,,,,,,,
46,HSHP,HIMALAYA SHIPPING LTD,Industrials,46,15.74,,,,,,,,,,,,,
47,GM,General Motors,Consumer Discretionary,47,79.540001,,3,82.129997,-0.03153532,28,79.510002,0.03295177,,,,,,
48,CHCO,CITY HOLDING,Financials,48,136.440002,,,,,,,,,,,,,
49,T,AT&T,Communication Services,49,22.7799,,,,,,,,,,,,,
50,GOGO,GOGO INC,Communication,50,3.72,,,,,,,,,,,,,
