current_rank,ticker,name,sector,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,Health Care,1,9.41,,,,
2,BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,2,3.245,,,,
3,SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,3,10.32,,3,10.43,-0.01054650
4,EMR,Emerson Electric,Industrials,4,144.675003,,,,
5,CHD,Church & Dwight,Consumer Staples,5,95.529999,,1,97.129997,-0.01647275
6,ARX,ACCELERANT HOLDINGS CLASS A,Financials,6,13.29,,8,13.465,-0.01299666
7,SPOK,SPOK HOLDINGS INC,Communication,7,10.4278,,5,10.65,-0.02086385
8,CARE,CARTER BANKSHARES INC,Financials,8,33.009998,,,,
9,MLAB,MESA LABORATORIES INC,Health Care,9,98.790001,,6,98.57,0.00223193
10,PHIN,PHINIA INC,Consumer Discretionary,10,78.654999,,7,79.650002,-0.01249219
11,DOLE,DOLE PLC,Consumer Staples,11,13.91,,45,14.295,-0.02693249
12,EXC,Exelon,Utilities,12,46.98,,10,46.700001,0.00599570
13,ARGX,argenx SE - American Depositary Shares,,13,892.809998,,,,
14,GLNG,GOLAR LNG LTD,Energy,14,50.0,,12,49.73,0.00542932
15,CMT,CORE MOLDING TECHNOLOGIES INC,Materials,15,24.014999,,11,24.780001,-0.03087175
16,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,16,42.299999,,4,42.82,-0.01214388
17,RELL,RICHARDSON ELECTRONICS LTD,Information Technology,17,22.059999,,2,18.01,0.22487501
18,NDSN,Nordson Corporation,Industrials,18,292.815002,,,,
19,AMGN,Amgen,Health Care,19,366.940002,,,,
20,AEP,American Electric Power,Utilities,20,134.479996,,,,
21,XEL,Xcel Energy,Utilities,21,80.745003,,,,
22,INDV,INDIVIOR PHARMACEUTICALS INC,Health Care,22,40.57,,,,
23,CYTK,CYTOKINETICS INC,Health Care,23,82.385002,,,,
24,PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,24,318.5,,,,
25,ETN,Eaton Corporation,Industrials,25,413.63501,,17,407.065002,0.01613995
26,JCI,Johnson Controls,Industrials,26,144.320007,,,,
27,IRM,Iron Mountain,Real Estate,27,125.780098,,,,
28,PKG,Packaging Corporation of America,Materials,28,231.395004,,35,228.130005,0.01431201
29,SO,Southern Company,Utilities,29,96.279999,,,,
30,DLR,Digital Realty,Real Estate,30,180.955002,,,,
31,CPT,Camden Property Trust,Real Estate,31,113.379997,,,,
32,ARE,Alexandria Real Estate Equities,Real Estate,32,50.529999,,18,49.640999,0.01790858
33,PPL,PPL Corporation,Utilities,33,36.285,,49,36.07,0.00596063
34,UDR,"UDR, Inc.",Real Estate,34,39.849998,,,,
35,APH,Amphenol,Information Technology,35,158.929993,,34,157.490005,0.00914336
36,LLY,Lilly (Eli),Health Care,36,1180.094971,,,,
37,SMMT,Summit Therapeutics Inc.  - Common Stock,,37,15.19,,,,
38,ASML,ASML Holding N.V. - New York Registry Shares,,38,1814.040039,,,,
39,LSCC,Lattice Semiconductor Corporation - Common Stock,,39,137.770004,,,,
40,HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,40,13.65,,,,
41,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,41,28.83,,,,
42,SGP,SPYGLASS PHARMA INC SHS,Health Care,42,20.395599,,43,20.540001,-0.00703028
43,AURA,AURA BIOSCIENCES INC,Health Care,43,7.04,,,,
44,CDRE,CADRE HOLDINGS INC,Industrials,44,30.25,,24,29.93,0.01069161
45,MGRC,MCGRATH RENT,Industrials,45,117.849998,,,,
46,ESE,ESCO TECHNOLOGIES INC,Industrials,46,334.140015,,,,
47,CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials,47,10.79,,30,10.515,0.02615311
48,CSW,CSW INDUSTRIALS INC,Industrials,48,283.899994,,9,282.359985,0.00545406
49,ARVN,ARVINAS INC,Health Care,49,8.255,,29,8.26,-0.00060533
50,NWE,NORTHWESTERN ENERGY GROUP INC,Utilities,50,72.5,,,,
