early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,HCAT,HEALTH CATALYST INC,NASDAQ+RUSSELL2000,Health Care,78.78,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,89.99,53.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,DK,DELEK US HOLDINGS INC,RUSSELL2000,Energy,77.04,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,59.7,46.19,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
3,THRY,THRYV HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,76.03,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,56.63,45.58,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
4,CTEV,CLARITEV CORP CLASS A,RUSSELL2000,Health Care,72.18,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,90.44,53.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
5,INMB,INMUNE BIO INC,NASDAQ+RUSSELL2000,Health Care,71.21,82.0,early_transition,49.8,bullish_below_zero_proxy,87.49,52.75,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
6,RCMT,RCM TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,70.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,86.36,51.52,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
7,SPSC,SPS COMMERCE INC,NASDAQ+RUSSELL2000,Information Technology,70.62,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,69.8,48.21,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
8,VIA,VIA TRANSPORTATION INC CLASS A,RUSSELL2000,Information Technology,70.61,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,69.77,48.2,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
9,CARL,CARLSMED INC,NASDAQ+RUSSELL2000,Health Care,70.46,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,39.32,43.11,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
10,FWRD,FORWARD AIR CORP,NASDAQ+RUSSELL2000,Industrials,70.41,82.0,early_transition,49.8,bullish_below_zero_proxy,85.53,51.36,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
11,BBSI,BARRETT BUSINESS SERVICES INC,NASDAQ+RUSSELL2000,Industrials,70.28,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,64.68,47.19,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
12,HRI,HERC HOLDINGS INC,RUSSELL2000,Industrials,70.22,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,64.48,47.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
13,TITN,TITAN MACHINERY INC,NASDAQ+RUSSELL2000,Industrials,70.1,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,38.67,41.98,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
