current_rank,ticker,name,sector,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,AIR,AAR CORP,Industrials,1,141.449997,,37,135.850006,0.04122187,,,
2,PNRG,PRIMEENERGY RESOURCES CORP,Energy,2,190.360001,,,,,,,
3,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,3,19.4,,,,,,,
4,SGP,SPYGLASS PHARMA INC SHS,Health Care,4,20.809999,,,,,,,
5,TNK,TEEKAY TANKERS LTD CLASS A,Energy,5,75.089996,,,,,,,
6,SDRL,SEADRILL LTD,Energy,6,43.700001,,28,42.456001,0.02930092,,,
7,TXNM,TXNM ENERGY INC,Utilities,7,57.91,,,,,,,
8,APA,APA Corporation,Energy,8,35.544998,,,,,,,
9,RBKB,RHINEBECK BANCORP INC,Financials,9,17.58,,,,,,,
10,DVN,Devon Energy,Energy,10,44.130001,,,,,,,
11,CDRE,CADRE HOLDINGS INC,Industrials,11,29.42,,,,,,,
12,HST,Host Hotels & Resorts,Real Estate,12,24.295,,,,,,,
13,VNOM,"Viper Energy, Inc.  - Class A Common Stock",,13,44.669998,,,,,,,
14,BLBD,BLUE BIRD CORP,Industrials,14,81.455002,,,,,,,
15,INTU,Intuit,Information Technology,15,290.790009,,,,,,,
16,BBNX,BETA BIONICS INC,Health Care,16,17.6,,,,,,,
17,FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financials,17,65.529999,,39,65.739998,-0.00319439,,,
18,COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,18,34.0,,,,,,,
19,CB,Chubb Limited,Financials,19,353.209991,,,,,,,
20,WRB,W. R. Berkley Corporation,Financials,20,73.290001,,,,,,,
21,FUTU,Futu Holdings Limited - American Depositary Shares,,21,101.635002,,,,,,,
22,UNFI,UNITED NATURAL FOODS INC,Consumer Staples,22,50.130001,,,,,,,
23,QTWO,Q2 HOLDINGS INC,Information Technology,23,54.869999,,,,,39,54.860001,
24,TRST,TRUSTCO BANK CORP,Financials,24,55.130001,,,,,,,
25,BNTX,BioNTech SE - American Depositary Shares,,25,92.735001,,,,,,,
26,INSW,INTERNATIONAL SEAWAYS INC,Energy,26,90.860001,,,,,,,
27,VST,Vistra Corp.,Utilities,27,163.574997,,,,,,,
28,FISV,Fiserv,Financials,28,50.939999,,,,,,,
29,PODD,Insulet Corporation,Health Care,29,164.220001,,9,167.369995,-0.01882054,31,164.059998,0.02017553
30,NTGR,NETGEAR INC,Information Technology,30,23.99,,,,,,,
31,MGPI,MGP INGREDIENTS INC,Consumer Staples,31,17.895,,16,18.209999,-0.01729813,,,
32,DPZ,Domino's,Consumer Discretionary,32,329.709991,,10,328.970001,0.00224941,,,
33,ASIX,ADVANSIX INC,Materials,33,21.070101,,,,,,,
34,ENSG,"The Ensign Group, Inc. - Common Stock",,34,171.550003,,26,172.039993,-0.00284812,38,171.279999,0.00443714
35,PLBC,PLUMAS BANCORP,Financials,35,60.84,,,,,,,
36,VTOL,BRISTOW GROUP INC,Energy,36,45.0,,,,,,,
37,SMTI,SANARA MEDTECH INC,Health Care,37,25.5,,,,,,,
38,FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",,38,32.52,,,,,,,
39,PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,39,9.43,,,,,,,
40,KAI,KADANT INC,Industrials,40,308.670013,,,,,7,311.01001,
41,DBD,DIEBOLD NIXDORF INC,Information Technology,41,86.714996,,,,,,,
42,CALM,CAL MAINE FOODS INC,Consumer Staples,42,88.360001,,,,,,,
43,ADBE,Adobe Inc.,Information Technology,43,228.149994,,,,,,,
44,GPN,Global Payments,Financials,44,80.599998,,,,,,,
45,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,45,312.475006,,,,,10,326.059998,
46,NX,QUANEX BUILDING PRODUCTS CORP,Industrials,46,18.110001,,,,,,,
47,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,47,16.105,,,,,,,
48,MSFT,Microsoft,Information Technology,48,398.55011,,20,402.290009,-0.00929652,,,
49,F,Ford Motor Company,Consumer Discretionary,49,14.3711,,,,,,,
50,PLUS,EPLUS,Information Technology,50,91.0,,,,,,,
