current_rank,ticker,name,sector,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,PNRG,PRIMEENERGY RESOURCES CORP,Energy,1,190.360001,,,,,,,
2,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,2,19.4,,,,,,,
3,AIR,AAR CORP,Industrials,3,141.449997,,15,135.850006,0.04122187,,,
4,PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,4,9.43,,,,,,,
5,SGP,SPYGLASS PHARMA INC SHS,Health Care,5,20.809999,,,,,,,
6,F,Ford Motor Company,Consumer Discretionary,6,14.3711,,,,,,,
7,SDRL,SEADRILL LTD,Energy,7,43.700001,,,,,,,
8,BLBD,BLUE BIRD CORP,Industrials,8,81.455002,,,,,,,
9,INTU,Intuit,Information Technology,9,290.790009,,,,,,,
10,APA,APA Corporation,Energy,10,35.544998,,,,,,,
11,DVN,Devon Energy,Energy,11,44.130001,,,,,,,
12,FISV,Fiserv,Financials,12,50.939999,,,,,,,
13,CDRE,CADRE HOLDINGS INC,Industrials,13,29.42,,,,,,,
14,VNOM,"Viper Energy, Inc.  - Class A Common Stock",,14,44.669998,,,,,,,
15,RBKB,RHINEBECK BANCORP INC,Financials,15,17.58,,,,,,,
16,CB,Chubb Limited,Financials,16,353.209991,,,,,,,
17,WRB,W. R. Berkley Corporation,Financials,17,73.290001,,,,,,,
18,TALO,TALOS ENERGY INC,Energy,18,14.74,,,,,,,
19,MUR,MURPHY OIL CORP,Energy,19,37.275002,,2,36.825001,0.01221999,,,
20,PRGO,PERRIGO PLC,Health Care,20,10.45,,16,10.58,-0.01228733,,,
21,KAI,KADANT INC,Industrials,21,308.670013,,24,305.799988,0.00938530,2,311.01001,-0.01675194
22,BG,Bunge Global,Consumer Staples,22,121.699997,,8,120.650002,0.00870282,,,
23,SVC,SERVICE PROPERTIES TRUST,Real Estate,23,8.825,,,,,,,
24,DJCO,DAILY JOURNAL CORP,Information Technology,24,605.789978,,,,,,,
25,PODD,Insulet Corporation,Health Care,25,164.220001,,,,,10,164.059998,
26,PANL,PANGAEA LOGISTICS SOLUTIONS LTD,Industrials,26,7.47,,,,,,,
27,FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financials,27,65.529999,,36,65.739998,-0.00319439,,,
28,MGPI,MGP INGREDIENTS INC,Consumer Staples,28,17.895,,,,,48,17.860001,
29,DPZ,Domino's,Consumer Discretionary,29,329.709991,,13,328.970001,0.00224941,,,
30,PLBC,PLUMAS BANCORP,Financials,30,60.84,,,,,,,
31,INSW,INTERNATIONAL SEAWAYS INC,Energy,31,90.860001,,,,,,,
32,BNTX,BioNTech SE - American Depositary Shares,,32,92.735001,,,,,,,
33,ENSG,"The Ensign Group, Inc. - Common Stock",,33,171.550003,,20,172.039993,-0.00284812,16,171.279999,0.00443714
34,NAT,NORDIC AMERICAN TANKERS LTD,Energy,34,6.52,,,,,,,
35,COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,35,34.0,,50,33.939999,0.00176786,,,
36,OIS,OIL STATES INTERNATIONAL INC,Energy,36,8.49,,,,,31,8.43,
37,VTOL,BRISTOW GROUP INC,Energy,37,45.0,,,,,19,44.169998,
38,GENI,GENIUS SPORTS LTD,Consumer Discretionary,38,6.71,,,,,,,
39,FUTU,Futu Holdings Limited - American Depositary Shares,,39,101.635002,,,,,,,
40,ITRI,ITRON INC,Information Technology,40,85.589897,,,,,5,85.989998,
41,CALM,CAL MAINE FOODS INC,Consumer Staples,41,88.360001,,,,,,,
42,NX,QUANEX BUILDING PRODUCTS CORP,Industrials,42,18.110001,,,,,,,
43,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,43,48.950001,,7,50.439999,-0.02954001,15,49.919998,0.01041669
44,MSFT,Microsoft,Information Technology,44,398.55011,,21,402.290009,-0.00929652,,,
45,BMY,Bristol Myers Squibb,Health Care,45,60.377499,,,,,,,
46,DBD,DIEBOLD NIXDORF INC,Information Technology,46,86.714996,,,,,,,
47,NAVI,NAVIENT CORP,Financials,47,8.595,,,,,,,
48,GTN,GRAY MEDIA INC,Communication,48,4.135,,,,,,,
49,NTGR,NETGEAR INC,Information Technology,49,23.99,,,,,,,
50,EG,Everest Group,Financials,50,376.619995,,,,,,,
