current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,ABNB,Airbnb,Consumer Discretionary,1,151.770004,,,,,,,,,,,,,,,,,,,,,,
2,EBC,EASTERN BANKSHARES INC,Financials,2,23.299999,,,,,,,,,,,,,,,,,,,,,,
3,MAS,Masco,Industrials,3,81.889999,,,,,,,,,,,,,,,,,,,,,,
4,TPG,TPG Inc. - Class A Common Stock,,4,43.869999,,,,,,,,,,,,,,,,,,,,,,
5,DOLE,DOLE PLC,Consumer Staples,5,14.3389,,,,,,,,,,,,,,,,,,,,,,
6,MRBK,MERIDIAN CORP,Financials,6,20.370001,,,,,,,,,,,,,,,,,,,,,,
7,SKT,TANGER INC,Real Estate,7,42.41,,,,,,,,,,,,,,,,,,,,,,
8,ARX,ACCELERANT HOLDINGS CLASS A,Financials,8,14.59,,,,,,,,,,,,,,,,,,,,,,
9,STRW,STRAWBERRY FIELDS REIT INC,Real Estate,9,14.585,,,,,,,,,,,,,,,,,,,,,,
10,FRBA,FIRST BANK,Financials,10,18.950001,,,,,,,,,,,,,,,,,,,,,,
11,IDXX,Idexx Laboratories,Health Care,11,569.618103,,,,,,,,,,,,,,,,,,,,,,
12,GILD,Gilead Sciences,Health Care,12,134.820007,,,,,,,,,,,,,,,,,,,,,,
13,MSFT,Microsoft,Information Technology,13,397.470001,,,,,,,,,,,,,,,,,,,,,,
14,TTWO,Take-Two Interactive,Communication Services,14,247.270004,,,,,,,,,,,,,,,,,,,,,,
15,ORLY,O’Reilly Automotive,Consumer Discretionary,15,91.305099,,4,90.589996,0.00789384,,,,,,,,,,,,,,,,,,
16,FOXA,Fox Corporation (Class A),Communication Services,16,57.814999,,,,,,,,,,,,,,,,,11,57.48,,11,57.619999,-0.00242969
17,PODD,Insulet Corporation,Health Care,17,168.565002,,,,,,,,,,,,,,,,,4,167.369995,,4,164.059998,0.02017553
18,REGN,Regeneron Pharmaceuticals,Health Care,18,688.059998,,,,,,,,,,,,,,,,,,,,3,676.690002,
19,ULTA,Ulta Beauty,Consumer Discretionary,19,501.282501,,,,,,,,,,,,,,,,,1,488.079987,,9,479.570007,0.01774502
20,DASH,DoorDash,Consumer Discretionary,20,193.065002,,,,,,,,,,,,,,,,,,,,,,
21,CDW,CDW Corporation,Information Technology,21,143.381195,,,,,,,,,,,,,,,,,,,,,,
