current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary,1,2.815,,11,2.72,0.03492647,,,,,,,27,2.685,,,,,19,2.71,,,,
2,SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care,2,3.1906,,6,3.19,0.00018809,,,,,,,,,,,,,,,,,,
3,NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,3,12.055,,,,,,,,,,,,,,,,,,,,,,
4,TEL,TE Connectivity,Information Technology,4,213.210007,,5,207.559998,0.02722109,,,,,,,,,,,,,4,203.169998,,10,203.309998,-0.00068860
5,TMDX,TRANSMEDICS GROUP INC,Health Care,5,75.199997,,,,,,,,,,,,,,,,,,,,,,
6,URBN,URBAN OUTFITTERS INC,Consumer Discretionary,6,75.189903,,,,,,,,,,,48,73.709999,,,,,,,,,,
7,TSCO,Tractor Supply,Consumer Discretionary,7,31.745001,,8,31.799999,-0.00172950,,,,,,,,,,,,,,,,,,
8,EL,Estée Lauder Companies (The),Consumer Staples,8,84.980003,,,,,,,,,,,,,,,,,2,83.639999,,,,
9,MWA,MUELLER WATER PRODUCTS INC SERIES,Industrials,9,25.889999,,,,,,,,,,,,,,,,,,,,33,25.459999,
10,TPR,"Tapestry, Inc.",Consumer Discretionary,10,149.729996,,17,147.389999,0.01587623,,,,,,,,,,,,,,,,,,
11,FOSL,FOSSIL GROUP INC,Consumer Discretionary,11,4.315,,,,,,,,,,,,,,,,,,,,,,
12,WOR,WORTHINGTON ENTERPRISES INC,Industrials,12,57.66,,15,56.630001,0.01818822,,,,,,,,,,,,,,,,,,
13,PCYO,PURE CYCLE CORP,Utilities,13,10.81,,,,,,,,,,,,,,,,,,,,,,
14,HGV,HILTON GRAND VACATIONS INC,Consumer Discretionary,14,52.27,,,,,,,,,,,,,,,,,,,,,,
15,VICI,Vici Properties,Real Estate,15,27.18,,,,,,,,,,,,,,,,,,,,9,26.870001,
16,VEL,VELOCITY FINANCIAL INC,Financials,16,17.955,,,,,,,,,,,,,,,,,,,,,,
17,MC,MOELIS CLASS A,Financials,17,68.440002,,1,67.790001,0.00958845,,,,,,,,,,,,,,,,,,
18,SYF,Synchrony Financial,Financials,18,76.550003,,,,,,,,,,,,,,,,,,,,,,
19,OMER,OMEROS CORP,Health Care,19,10.96,,,,,,,,,,,,,,,,,,,,,,
