rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note,confirmation_layer,confirmation_hit,confirmation_score,model_data_date
11,SMCI,Supermicro,Information Technology,76.92,Deep v4 Shape Embedding 确认层 一般确认,40.349998,58.94,0.61,0.09527682,0.07916553,0.07858856,98.2,64.12,78.4,80.0,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 76.9,Deep v4 Shape Embedding 确认层,no,76.92,2026-09-17
12,COHU,COHU,Information Technology,72.25,Deep v4 Shape Embedding 确认层 一般确认,55.0,57.98,1.19,0.07832563,0.00622027,-0.07204319,98.2,69.39,53.1,80.89,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 72.2,Deep v4 Shape Embedding 确认层,no,72.25,2026-09-17
13,GENB,GENERATE BIOMEDICINES INC,Health Care,71.76,Deep v4 Shape Embedding 确认层 一般确认,17.120001,61.24,1.23,0.06799750,0.11313401,0.06302397,90.4,55.51,81.8,80.89,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 71.8,Deep v4 Shape Embedding 确认层,no,71.76,2026-09-17
14,HURN,HURON CONSULTING GROUP,Industrials,71.28,Deep v4 Shape Embedding 确认层 一般确认,157.440002,58.71,1.48,0.02048287,0.05565243,0.04003169,90.4,54.17,100.0,80.89,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 71.3,Deep v4 Shape Embedding 确认层,no,71.28,2026-09-17
15,WDAY,"Workday, Inc.",Information Technology,70.4,Deep v4 Shape Embedding 确认层 一般确认,199.279999,58.72,0.94,0.05005796,0.07660720,0.04540327,92.8,56.86,91.6,80.0,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 70.4,Deep v4 Shape Embedding 确认层,no,70.4,2026-09-17
16,MIR,MIRION TECHNOLOGIES CLASS A,Information Technology,68.84,Deep v4 Shape Embedding 确认层 一般确认,16.24,55.24,1.55,0.01246876,0.02557626,0.06005222,79.6,75.53,100.0,80.89,100.0,100.0,fresh_bullish_cross,mixed_or_bearish,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 68.8,Deep v4 Shape Embedding 确认层,no,68.84,2026-09-17
17,CRUS,"Cirrus Logic, Inc. - Common Stock",,68.65,Deep v4 Shape Embedding 确认层 一般确认,120.370003,57.41,0.79,0.00939206,0.03339629,0.02950740,87.7,48.14,100.0,80.0,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 68.7,Deep v4 Shape Embedding 确认层,no,68.65,2026-09-17
18,PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,Consumer Discretionary,62.51,Deep v4 Shape Embedding 确认层 一般确认,48.935001,52.78,2.22,0.00112520,0.01651438,0.01714820,87.7,43.59,88.8,80.89,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 62.5,Deep v4 Shape Embedding 确认层,no,62.51,2026-09-17
19,CHRW,C.H. Robinson,Industrials,62.03,Deep v4 Shape Embedding 确认层 一般确认,153.820007,54.88,0.81,0.00457166,0.00892037,0.06346798,87.7,57.13,88.8,80.0,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 62.0,Deep v4 Shape Embedding 确认层,no,62.03,2026-09-17
20,RIOT,RIOT PLATFORMS,Information Technology,60.37,Deep v4 Shape Embedding 确认层 一般确认,21.879999,57.65,0.72,0.05828295,0.04513972,0.15675378,98.2,73.64,91.6,81.68,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 60.4,Deep v4 Shape Embedding 确认层,no,60.37,2026-09-17
21,ROG,ROGERS,Information Technology,49.95,Deep v4 Shape Embedding 确认层 未确认,131.080002,52.11,0.89,0.01231804,-0.01317473,-0.04118210,95.5,70.66,53.8,80.89,68.0,100.0,early_transition,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 50.0,Deep v4 Shape Embedding 确认层,no,49.95,2026-09-17
22,LOGI,Logitech International S.A. - Registered Shares,,49.76,Deep v4 Shape Embedding 确认层 未确认,102.540001,57.35,0.77,0.01812049,0.02735200,0.04350483,95.5,71.64,100.0,81.68,68.0,100.0,early_transition,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 49.8,Deep v4 Shape Embedding 确认层,no,49.76,2026-09-17
23,ISRG,Intuitive Surgical,Health Care,48.2,Deep v4 Shape Embedding 确认层 未确认,383.540009,61.38,0.93,0.00010433,0.06402935,-0.01988142,87.7,71.71,81.1,81.68,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 48.2,Deep v4 Shape Embedding 确认层,no,48.2,2026-09-17
24,KN,KNOWLES,Information Technology,45.86,Deep v4 Shape Embedding 确认层 未确认,35.419998,51.26,1.05,-0.00449702,0.00056486,-0.01815670,95.5,40.57,69.9,66.8,100.0,100.0,early_transition,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 45.9,Deep v4 Shape Embedding 确认层,no,45.86,2026-09-17
25,SEI,SOLARIS ENERGY INFRASTRUCTURE INC,Energy,44.11,Deep v4 Shape Embedding 确认层 未确认,69.220001,63.82,0.75,0.05006073,0.08054953,0.11825523,82.9,75.56,91.6,80.89,68.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 44.1,Deep v4 Shape Embedding 确认层,no,44.11,2026-09-17
26,CMRE,COSTAMARE,Industrials,42.65,Deep v4 Shape Embedding 确认层 未确认,15.36,53.83,1.3,0.01252472,0.01789264,0.02880107,92.8,66.89,100.0,80.89,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 42.6,Deep v4 Shape Embedding 确认层,no,42.65,2026-09-17
27,KEYS,Keysight Technologies,Information Technology,41.09,Deep v4 Shape Embedding 确认层 未确认,331.464996,55.68,0.87,0.02917064,0.01785660,-0.02895858,92.8,57.72,81.1,80.0,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 41.1,Deep v4 Shape Embedding 确认层,no,41.09,2026-09-17
28,OPCH,OPTION CARE HEALTH INC,Health Care,37.97,Deep v4 Shape Embedding 确认层 未确认,24.5,58.98,2.83,0.01491305,0.03637906,0.04656130,82.9,67.26,100.0,80.89,66.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 38.0,Deep v4 Shape Embedding 确认层,no,37.97,2026-09-17
29,DNOW,DNOW,Industrials,37.39,Deep v4 Shape Embedding 确认层 未确认,15.96,52.75,1.12,0.00598802,0.03167421,0.00125471,92.8,53.76,88.8,80.89,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 37.4,Deep v4 Shape Embedding 确认层,no,37.39,2026-09-17
30,BIIB,Biogen,Health Care,36.42,Deep v4 Shape Embedding 确认层 未确认,219.050003,55.38,1.05,0.00782147,0.01670924,0.03029021,98.2,57.22,100.0,80.0,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 36.4,Deep v4 Shape Embedding 确认层,no,36.42,2026-09-17
31,DHR,Danaher Corporation,Health Care,33.89,Deep v4 Shape Embedding 确认层 未确认,212.509995,61.12,2.41,0.01233802,0.05997952,0.06467930,90.4,57.62,100.0,80.0,66.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 33.9,Deep v4 Shape Embedding 确认层,no,33.89,2026-09-17
32,DLX,DELUXE,Industrials,31.45,Deep v4 Shape Embedding 确认层 未确认,23.93,52.5,1.08,0.00503994,0.01226739,0.02527849,87.7,41.03,88.8,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 31.4,Deep v4 Shape Embedding 确认层,no,31.45,2026-09-17
33,RMD,ResMed|,Health Care,27.85,Deep v4 Shape Embedding 确认层 未确认,228.5,53.63,0.9,0.00050356,0.04057564,0.03854193,90.4,72.21,100.0,80.0,68.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 27.9,Deep v4 Shape Embedding 确认层,no,27.85,2026-09-17
34,GEO,GEO GROUP,Industrials,24.15,Deep v4 Shape Embedding 确认层 未确认,32.139999,57.77,1.09,0.01452017,0.02454568,0.03945663,90.4,54.25,100.0,80.89,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 24.1,Deep v4 Shape Embedding 确认层,no,24.15,2026-09-17
35,NTCT,NETSCOUT SYSTEMS,Information Technology,22.69,Deep v4 Shape Embedding 确认层 未确认,39.27,63.36,1.12,0.01499098,0.04943886,0.00847460,87.7,43.15,88.8,80.89,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 22.7,Deep v4 Shape Embedding 确认层,no,22.69,2026-09-17
36,WMK,WEIS MARKETS,Consumer Staples,16.94,Deep v4 Shape Embedding 确认层 未确认,72.779999,56.49,1.29,-0.00813204,0.02247821,0.03424749,87.7,48.45,83.8,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 16.9,Deep v4 Shape Embedding 确认层,no,16.94,2026-09-17
37,RAMP,LIVERAMP HOLDINGS INC,Information Technology,0.68,Deep v4 Shape Embedding 确认层 未确认,37.880001,61.34,0.79,0.00105711,0.00317805,0.01175219,98.2,66.2,77.6,80.89,68.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 0.7,Deep v4 Shape Embedding 确认层,no,0.68,2026-09-17
38,ACA,ARCOSA,Industrials,0.39,Deep v4 Shape Embedding 确认层 未确认,145.440002,52.04,1.31,0.00041269,0.00123921,0.00061917,92.8,53.55,77.6,80.89,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 0.4,Deep v4 Shape Embedding 确认层,no,0.39,2026-09-17
39,ARL,AMERICAN REALTY INVESTORS INC,Real Estate,0.0,Deep v4 Shape Embedding 确认层 数据不足,16.754999,58.88,0.25,0.07637053,0.01422512,0.11107420,95.5,76.04,80.4,80.89,30.0,100.0,early_transition,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
40,GNRC,Generac,Industrials,0.0,Deep v4 Shape Embedding 确认层 数据不足,207.199997,65.89,2.39,0.16352198,0.14046678,-0.02056254,92.8,73.06,49.7,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
41,CLFD,CLEARFIELD INC,Information Technology,0.0,Deep v4 Shape Embedding 确认层 数据不足,30.639999,60.51,1.52,0.02818792,0.08153897,0.08768190,87.7,72.58,100.0,80.89,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
42,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,0.0,Deep v4 Shape Embedding 确认层 数据不足,29.280001,59.69,0.63,-0.00237481,0.04608792,0.04946240,87.7,72.35,100.0,80.89,30.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
43,RMBI,RICHMOND MUTUAL BANCORPORATION INC,Financials,0.0,Deep v4 Shape Embedding 确认层 数据不足,16.16,59.36,0.98,0.01396078,0.03258786,0.00842434,90.4,67.76,88.8,80.89,68.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
44,GILD,Gilead Sciences,Health Care,0.0,Deep v4 Shape Embedding 确认层 数据不足,150.889999,64.11,1.39,0.01513724,0.04205798,0.05193807,82.9,64.2,100.0,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
45,SGP,SPYGLASS PHARMA SHS,Health Care,0.0,Deep v4 Shape Embedding 确认层 数据不足,29.33,62.59,2.19,0.02266388,0.06887751,0.13594113,82.9,58.62,100.0,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
46,TKNO,ALPHA TEKNOVA,Health Care,0.0,Deep v4 Shape Embedding 确认层 数据不足,7.45,63.93,1.88,0.05225989,0.07971014,0.09478325,90.4,55.61,91.6,80.89,100.0,72.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
47,SENS,SENSEONICS HOLDINGS INC,Health Care,0.0,Deep v4 Shape Embedding 确认层 数据不足,9.43,59.67,1.16,0.03911846,0.07403189,0.08765859,98.2,55.37,91.6,80.89,100.0,72.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
48,AMLX,AMYLYX PHARMACEUTICALS,Health Care,0.0,Deep v4 Shape Embedding 确认层 数据不足,33.939999,54.49,1.28,0.00951814,0.05732091,-0.03318618,92.8,53.13,81.1,80.89,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
49,RGR,STURM RUGER,Consumer Discretionary,0.0,Deep v4 Shape Embedding 确认层 数据不足,40.115002,66.76,1.63,0.07058983,0.06688841,0.06603776,92.8,48.55,91.6,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
50,TRAK,REPOSITRAK INC,Information Technology,0.0,Deep v4 Shape Embedding 确认层 数据不足,8.495,63.08,1.42,0.02720677,0.07804569,0.04361179,87.7,48.21,100.0,80.0,100.0,72.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
