current_rank,ticker,name,sector,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return
1,AAPL,Apple Inc.,Information Technology,1,326.570007,,,,,,,,49,319.970001,
2,QCOM,Qualcomm,Information Technology,2,176.880005,,1,176.399994,0.00272115,,,,,,
3,TSLA,"Tesla, Inc.",Consumer Discretionary,3,363.559998,,2,367.809998,-0.01155488,4,368.160004,-0.00095069,,,
4,ANDE,ANDERSONS INC,Consumer Staples,4,71.879997,,4,71.32,0.00785189,9,70.919998,0.00564019,,,
5,PNTG,PENNANT GROUP,Health Care,5,39.299999,,,,,,,,,,
6,VRNS,VARONIS SYSTEMS,Information Technology,6,45.5,,17,46.09,-0.01280104,1,45.459999,0.01385836,1,46.09,-0.01366893
7,BCAL,CALIFORNIA BANCORP,Financials,7,21.82,,,,,20,21.73,,44,21.9,-0.00776256
8,ABM,ABM INDUSTRIES INC,Industrials,8,49.040001,,6,49.740002,-0.01407320,,,,,,
9,TDS,TELEPHONE AND DATA SYSTEMS,Communication,9,37.402,,15,37.869999,-0.01235804,,,,,,
10,SIG,SIGNET JEWELERS,Consumer Discretionary,10,97.769997,,,,,,,,,,
11,MLYS,MINERALYS THERAPEUTICS,Health Care,11,29.299999,,3,30.5,-0.03934430,,,,7,28.209999,
12,RRBI,RED RIVER BANCSHARES INC,Financials,12,103.175003,,,,,26,102.860001,,23,103.360001,-0.00483746
13,OKTA,"Okta, Inc. - Class A Common Stock",,13,171.110001,,31,172.740005,-0.00943617,,,,36,170.600006,
14,ASND,Ascendis Pharma A/S - Ordinary Share,,14,261.230011,,5,260.809998,0.00161042,2,270.089996,-0.03435891,3,270.559998,-0.00173715
15,RBCAA,REPUBLIC BANCORP INC CLASS A,Financials,15,97.239998,,30,96.260002,0.01018072,49,96.410004,-0.00155588,47,96.800003,-0.00402892
16,CHMG,CHEMUNG FINANCIAL CORP,Financials,16,84.809998,,7,83.900002,0.01084620,47,84.43,-0.00627737,,,
17,BSVN,BANK7 CORP,Financials,17,54.810001,,8,54.639999,0.00311131,24,54.529999,0.00201724,,,
18,FLGT,FULGENT GENETICS,Health Care,18,20.120001,,,,,,,,,,
19,PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials,19,71.699997,,9,70.889999,0.01142613,,,,11,71.830002,
20,CHRD,Chord Energy Corporation - Common Stock,,20,151.820007,,,,,,,,,,
21,BWFG,BANKWELL FINANCIAL GROUP INC,Financials,21,67.650002,,40,66.709999,0.01409089,,,,,,
22,AMD,Advanced Micro Devices,Information Technology,22,503.600006,,29,521.094971,-0.03357347,,,,,,
23,SLDE,SLIDE INSURANCE HOLDINGS,Financials,23,24.450001,,,,,,,,,,
24,OXY,Occidental Petroleum,Energy,24,61.16,,,,,,,,,,
25,FNLC,FIRST BANCORP INC,Financials,25,35.040001,,,,,,,,,,
26,CFFI,C AND F FINANCIAL CORP,Financials,26,93.620003,,26,93.650002,-0.00032033,35,93.5,0.00160430,50,94.889999,-0.01464853
27,TH,TARGET HOSPITALITY,Consumer Discretionary,27,19.120001,,,,,,,,,,
28,AVO,MISSION PRODUCE INC,Consumer Staples,28,13.24,,23,13.42,-0.01341282,,,,,,
29,ATLO,AMES NATIONAL CORP,Financials,29,32.34,,,,,7,32.299999,,,,
30,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,30,45.66,,14,45.66,0.00000000,,,,,,
