early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MDT,Medtronic,SPX,Health Care,73.4,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,62.99,51.35,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,CTAS,Cintas,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,71.01,100.0,fresh_bullish_cross,71.8,fresh_below_zero_cross_proxy,54.31,45.11,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
3,RMD,ResMed,SPX,Health Care,70.08,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,66.11,51.97,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
4,HCA,HCA Healthcare,SPX,Health Care,69.01,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,64.45,48.14,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
5,PSA,Public Storage,SPX,Real Estate,68.8,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,60.2,46.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
6,ELV,Elevance Health,SPX,Health Care,68.38,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,58.47,46.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
7,CHRW,C.H. Robinson,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,67.8,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,57.15,45.68,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
8,SYK,Stryker Corporation,SPX,Health Care,67.24,82.0,early_transition,61.8,bullish_above_signal_proxy,64.78,51.71,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
9,EXPD,Expeditors International,SPX,Industrials,67.2,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,55.35,45.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
10,TSCO,Tractor Supply,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,66.79,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,58.18,45.89,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
11,OMC,Omnicom Group,SPX,Communication Services,66.7,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,57.91,45.83,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
