early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,LILA,LIBERTY LATIN AMERICA LTD CLASS A,NASDAQ+RUSSELL2000,Communication,80.59,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
86,ESOA,ENERGY SERVICES OF AMERICA CORP,NASDAQ+RUSSELL2000,Energy,68.62,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,80.11,50.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
87,OSCR,OSCAR HEALTH INC CLASS A,RUSSELL2000,Financials,68.58,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,100.0,54.25,12.79,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
88,OBIO,ORCHESTRA BIOMED HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,68.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.48,51.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
89,PTCT,PTC THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,68.54,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.41,51.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
90,UAA,UNDER ARMOUR INC CLASS A,RUSSELL2000,Consumer Discretionary,68.53,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.83,50.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
91,AVTX,AVALO THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,68.47,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.18,51.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
92,MNKD,MANNKIND CORP,NASDAQ+RUSSELL2000,Health Care,68.46,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.17,51.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
93,SRPT,SAREPTA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,68.46,82.0,early_transition,49.8,bullish_below_zero_proxy,79.16,51.08,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
94,FWRG,FIRST WATCH RESTAURANT GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,68.44,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.56,50.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
95,IMRX,IMMUNEERING CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,68.4,82.0,early_transition,49.8,bullish_below_zero_proxy,78.99,51.05,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
96,WHG,WESTWOOD HOLDINGS GROUP INC,RUSSELL2000,Financials,68.39,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.41,50.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
97,ALXO,ALX ONCOLOGY HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,68.27,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,78.59,50.97,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
98,TBI,TRUEBLUE INC,RUSSELL2000,Industrials,68.24,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,58.5,45.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
99,FBRX,FORTE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,68.18,82.0,early_transition,49.8,bullish_below_zero_proxy,78.31,50.91,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
100,AKBA,AKEBIA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,68.15,82.0,early_transition,49.8,bullish_below_zero_proxy,78.22,50.89,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
101,RSI,RUSH STREET INTERACTIVE INC CLASS,RUSSELL2000,Consumer Discretionary,68.13,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,78.61,49.97,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
102,OVLY,OAK VALLEY BANCORP,NASDAQ+RUSSELL2000,Financials,68.04,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,57.88,45.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
103,KRMD,KORU MEDICAL SYSTEMS INC,NASDAQ+RUSSELL2000,Health Care,68.02,82.0,early_transition,61.8,bullish_above_signal_proxy,68.73,49.0,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
104,AIOT,POWERFLEET INC,NASDAQ+RUSSELL2000,Information Technology,68.01,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,57.78,45.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
105,MEI,METHODE ELECTRONICS INC,RUSSELL2000,Information Technology,67.86,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.8,49.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
106,AII,AMERICAN INTEGRITY INSURANCE GROUP,RUSSELL2000,Financials,67.85,82.0,early_transition,61.8,bullish_above_signal_proxy,68.67,47.98,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
107,GOLD,GOLD INC,RUSSELL2000,Consumer Discretionary,67.85,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,61.39,46.53,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
108,MGPI,MGP INGREDIENTS INC,NASDAQ+RUSSELL2000,Consumer Staples,67.79,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,60.76,47.4,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
109,CNXN,PC CONNECTION INC,NASDAQ+RUSSELL2000,Information Technology,67.78,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,57.11,45.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
110,AVNW,AVIAT NETWORKS INC,NASDAQ+RUSSELL2000,Information Technology,67.76,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.48,49.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,OSG,OCTAVE SPECIALTY GROUP INC,RUSSELL2000,Financials,67.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.41,49.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
112,NTST,NETSTREIT CORP,RUSSELL2000,Real Estate,67.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.22,49.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
113,SRRK,SCHOLAR ROCK HOLDING CORP,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,67.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.71,50.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
114,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,NASDAQ+RUSSELL2000,Real Estate,67.64,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,56.68,45.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
115,ESP,ESPEY MANUFACTURING AND ELECTRONIC,RUSSELL2000,Industrials,67.56,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.89,49.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
116,HWBK,HAWTHORN BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,67.54,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.81,49.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
117,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,NASDAQ+RUSSELL2000,Financials,67.5,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,56.24,45.5,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
118,KFRC,KFORCE INC,RUSSELL2000,Industrials,67.5,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,56.26,45.5,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
119,OPBK,OP BANCORP,NASDAQ+RUSSELL2000,Financials,67.43,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.5,49.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
120,XPOF,XPONENTIAL FITNESS INC CLASS A,RUSSELL2000,Consumer Discretionary,67.41,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.42,49.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
121,IKT,INHIBIKASE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,67.4,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.96,50.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
122,LCNB,LCNB CORP,NASDAQ+RUSSELL2000,Financials,67.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.23,49.5,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
123,BDN,BRANDYWINE REALTY TRUST REIT,RUSSELL2000,Real Estate,67.31,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,55.68,45.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
124,HDSN,HUDSON TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,67.25,82.0,early_transition,61.8,bullish_above_signal_proxy,66.85,47.62,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
125,BRCB,BLACK ROCK COFFEE BAR INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,67.21,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,59.46,46.14,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
126,SMPL,THE SIMPLY GOOD FOODS COMPANY,NASDAQ+RUSSELL2000,Consumer Staples,67.2,82.0,early_transition,61.8,bullish_above_signal_proxy,66.25,48.5,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
127,VEL,VELOCITY FINANCIAL INC,RUSSELL2000,Financials,67.13,82.0,early_transition,61.8,bullish_above_signal_proxy,66.5,47.55,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
128,IIIV,I3 VERTICALS INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,67.09,82.0,early_transition,61.8,bullish_above_signal_proxy,66.37,47.52,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
129,JBLU,JETBLUE AIRWAYS CORP,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,67.09,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.46,49.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
130,SAFT,SAFETY INSURANCE GROUP INC,NASDAQ+RUSSELL2000,Financials,67.07,82.0,early_transition,61.8,bullish_above_signal_proxy,66.3,47.51,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,SXI,STANDEX INTERNATIONAL CORP,RUSSELL2000,Industrials,67.07,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.42,49.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
132,KURA,KURA ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,67.06,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.92,50.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
133,NATR,NATURES SUNSHINE PRODUCTS INC,NASDAQ+RUSSELL2000,Consumer Staples,67.05,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,58.53,46.96,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
134,SWIM,LATHAM GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,67.02,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.26,49.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
135,DNTH,DIANTHUS THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,67.0,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.73,50.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
136,XFOR,X4 PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,66.98,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.66,50.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
137,CENTA,CENTRAL GARDEN AND PET CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,66.97,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.64,50.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
138,IMMX,IMMIX BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,66.97,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.64,50.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
139,ALG,ALAMO GROUP INC,RUSSELL2000,Industrials,66.96,82.0,early_transition,61.8,bullish_above_signal_proxy,65.99,47.45,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
140,DEI,DOUGLAS EMMETT REIT INC,RUSSELL2000,Real Estate,66.94,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,54.56,45.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
141,ACU,ACME UNITED CORP,RUSSELL2000,Health Care,66.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.47,50.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
142,PALI,PALISADE BIO INC,NASDAQ+RUSSELL2000,Health Care,66.9,82.0,early_transition,61.8,bullish_above_signal_proxy,65.35,48.32,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
143,USAU,US GOLD CORP,NASDAQ+RUSSELL2000,Materials,66.8,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,58.22,45.89,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
144,PRAX,PRAXIS PRECISION MEDICINES INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,66.79,82.0,early_transition,49.8,bullish_below_zero_proxy,74.11,50.07,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
