current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
18,HLNE,Hamilton Lane Incorporated - Class A Common Stock,,18,87.709999,,,,,,,,,,,,,,,,,,,
19,ARLO,ARLO TECHNOLOGIES INC,Information Technology,19,13.88,,,,,,,,,,,,,,,,,,,
20,ENSG,"The Ensign Group, Inc. - Common Stock",,20,178.070007,,,,,,,,,,,,,,26,172.039993,,38,171.279999,0.00443714
21,FTV,Fortive,Industrials,21,62.904999,,,,,,,,,,,,,,,,,,,
22,CHD,Church & Dwight,Consumer Staples,22,98.699997,,,,,,,,,,,,,,,,,,,
23,BLKB,BLACKBAUD INC,Information Technology,23,34.549999,,,,,,,,,,,,,,29,32.68,,45,32.400002,0.00864191
24,CUBI,CUSTOMERS BANCORP INC,Financials,24,78.641998,,,,,,,,,,,,,,,,,,,
25,MORN,"Morningstar, Inc. - Common Stock",,25,182.429993,,,,,,,,,,,,,,,,,,,
26,ASC,ARDMORE SHIPPING CORP,Energy,26,16.389999,,,,,,,,,,,,,,,,,,,
27,TW,Tradeweb Markets Inc. - Class A Common Stock,,27,102.014999,,,,,,,,,,,,,,,,,,,
28,UHS,Universal Health Services,Health Care,28,159.25,,1,155.839996,0.02188144,,,,,,,,,,,,,,,
29,ARE,Alexandria Real Estate Equities,Real Estate,29,51.404999,,,,,,,,,,,,,,,,,,,
30,PKE,PARK AEROSPACE CORP,Industrials,30,36.09,,,,,,,,,,,,,,,,,,,
31,KMPR,KEMPER CORP,Financials,31,29.455,,2,28.790001,0.02309826,,,,,,,,,,,,,,,
32,INCY,Incyte,Health Care,32,118.870003,,,,,,,,,,,,,,,,,,,
33,SIRI,SiriusXM Holdings Inc. - Common Stock,,33,31.219999,,,,,,,,,,,,,,,,,,,
34,EXPE,Expedia Group,Consumer Discretionary,34,278.369995,,,,,,,,,,,,,,,,,,,
35,AORT,ARTIVION INC,Health Care,35,26.1,,,,,,,,,,,,,,8,25.35,,44,25.059999,0.01157227
36,AVTX,AVALO THERAPEUTICS INC,Health Care,36,19.5,,,,,,,,,,,,,,,,,,,
37,IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,37,228.130005,,,,,,,,,,,,,,,,,,,
38,PCRX,PACIRA BIOSCIENCES INC,Health Care,38,26.469999,,,,,,,,,,,,,,,,,,,
39,CG,The Carlyle Group Inc. - Common Stock,,39,46.279999,,,,,,,,,,,,,,,,,,,
40,BOW,BOWHEAD SPECIALTY HOLDINGS INC,Financials,40,31.24,,,,,,,,,,,,,,,,,,,
41,TAP,Molson Coors Beverage Company,Consumer Staples,41,41.150002,,,,,,,,,,,,,,,,,,,
42,OLMA,OLEMA PHARMACEUTICALS INC,Health Care,42,12.01,,,,,,,,,,,,,,,,,,,
43,FVCB,FVCBANKCORP INC,Financials,43,18.23,,,,,,,,,,,,,,,,,,,
44,FAST,Fastenal,Industrials,44,47.639999,,,,,,,,,,,,,,,,,,,
45,DGICA,DONEGAL GROUP INC CLASS A,Financials,45,18.91,,,,,,,,,,,,,,,,,,,
46,WAY,WAYSTAR HOLDING CORP,Health Care,46,23.125,,,,,,,,,,,,,,,,,,,
47,HAE,HAEMONETICS CORP,Health Care,47,79.910004,,,,,,,,,,,,,,,,,,,
48,TPR,"Tapestry, Inc.",Consumer Discretionary,48,147.389999,,,,,,,,,,,,,,,,,,,
49,SONO,SONOS INC,Consumer Discretionary,49,15.66,,,,,,,,,,,,,,,,,13,15.11,
50,CVLT,COMMVAULT SYSTEMS INC,Information Technology,50,149.460007,,,,,,,,,,,,,,,,,,,
