current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
32,ECPG,ENCORE CAPITAL GROUP INC,Financials,32,94.449997,,,,,,,,,,,,,,,,,,,
33,AOS,A. O. Smith,Industrials,33,62.470001,,,,,,,,,,,,,,,,,,,
34,PCRX,PACIRA BIOSCIENCES INC,Health Care,34,26.469999,,,,,,,,,,,,,,,,,,,
35,FVCB,FVCBANKCORP INC,Financials,35,18.23,,,,,,,,,,,,,,,,,,,
36,LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,36,7.79,,,,,,,,,,,,,,,,,,,
37,ADBE,Adobe Inc.,Information Technology,37,237.75,,,,,,,,,,,,,,,,,,,
38,HAE,HAEMONETICS CORP,Health Care,38,79.910004,,,,,,,,,,,,,,,,,,,
39,WLY,JOHN WILEY AND SONS INC CLASS A,Communication,39,50.919998,,,,,,,,,,,,,,,,,,,
40,TW,Tradeweb Markets Inc. - Class A Common Stock,,40,102.014999,,,,,,,,,,,,,,,,,,,
41,AII,AMERICAN INTEGRITY INSURANCE GROUP,Financials,41,19.1,,,,,,,,,,,,,,,,,,,
42,HTB,HOMETRUST BANCSHARES INC,Financials,42,49.57,,,,,,,,,,,,,,,,,,,
43,PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials,43,47.040001,,,,,,,,,,,,,,,,,,,
44,BLKB,BLACKBAUD INC,Information Technology,44,34.549999,,,,,,,,,,,,,,,,,,,
45,LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication,45,7.68,,,,,,,,,,,,,,,,,,,
46,MORN,"Morningstar, Inc. - Common Stock",,46,182.429993,,,,,,,,,,,,,,,,,,,
47,UHS,Universal Health Services,Health Care,47,159.25,,1,155.839996,0.02188144,,,,,,,,,,,,,,,
48,ASC,ARDMORE SHIPPING CORP,Energy,48,16.389999,,,,,,,,,,,,,,,,,,,
49,NHC,NATIONAL HEALTHCARE CORP,Health Care,49,226.080002,,,,,,,,,,,,,,,,,,,
50,ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,50,49.900002,,,,,,,,,,,,,,,,,,,
