current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,STE,Steris,Health Care,1,218.595001,,,,,,,,,,,,,,,,,48,217.839996,
2,MSI,Motorola Solutions,Information Technology,2,423.799988,,,,,,,,,,,,,,,,,,,
3,FIS,Fidelity National Information Services,Financials,3,43.150002,,,,,,,,,,,,,,,,,,,
4,CBRE,CBRE Group,Real Estate,4,143.895004,,,,,,,,,,,,,,,,,,,
5,TRMB,Trimble Inc.,Information Technology,5,55.77,,,,,,,,,,,,,,17,53.209999,,,,
6,SOLV,Solventum,Health Care,6,80.449997,,,,,,,,,,,,,,,,,,,
7,LKFN,LAKELAND FINANCIAL CORP,Financials,7,63.349998,,,,,,,,,,,,,,,,,,,
8,BL,BLACKLINE INC,Information Technology,8,30.66,,,,,,,,,,,,,,,,,,,
9,BR,Broadridge Financial Solutions,Industrials,9,152.710007,,,,,,,,,,,,,,,,,,,
10,ARLO,ARLO TECHNOLOGIES INC,Information Technology,10,13.88,,,,,,,,,,,,,,,,,16,13.31,
11,CRM,Salesforce,Information Technology,11,173.550003,,,,,,,,,,,,,,,,,,,
12,GRDN,GUARDIAN PHARMACY SERVICES INC CLA,Health Care,12,41.490002,,,,,,,,,,,,,,,,,,,
13,NE,NOBLE CORPORATION PLC,Energy,13,43.150002,,9,43.27,-0.00277324,,,,,,,,,,,,,,,
14,OLMA,OLEMA PHARMACEUTICALS INC,Health Care,14,12.01,,,,,,,,,,,,,,,,,,,
15,MC,MOELIS CLASS A,Financials,15,67.790001,,,,,,,,,,,,,,,,,,,
16,EXPE,Expedia Group,Consumer Discretionary,16,278.369995,,,,,,,,,,,,,,,,,,,
17,HZO,MARINEMAX INC,Consumer Discretionary,17,36.290001,,,,,,,,,,,,,,,,,,,
18,BOW,BOWHEAD SPECIALTY HOLDINGS INC,Financials,18,31.24,,,,,,,,,,,,,,,,,,,
19,SIRI,SiriusXM Holdings Inc. - Common Stock,,19,31.219999,,,,,,,,,,,,,,,,,,,
20,DGICA,DONEGAL GROUP INC CLASS A,Financials,20,18.91,,,,,,,,,,,,,,,,,,,
21,AVTX,AVALO THERAPEUTICS INC,Health Care,21,19.5,,,,,,,,,,,,,,,,,,,
22,INCY,Incyte,Health Care,22,118.870003,,,,,,,,,,,,,,,,,,,
23,VRSN,Verisign,Information Technology,23,274.820007,,,,,,,,,,,,,,,,,,,
24,PSFE,PAYSAFE LTD,Financials,24,8.58,,,,,,,,,,,,,,,,,,,
25,CUBI,CUSTOMERS BANCORP INC,Financials,25,78.641998,,,,,,,,,,,,,,,,,,,
26,HLNE,Hamilton Lane Incorporated - Class A Common Stock,,26,87.709999,,,,,,,,,,,,,,,,,,,
27,FTV,Fortive,Industrials,27,62.904999,,,,,,,,,,,,,,,,,,,
28,ENSG,"The Ensign Group, Inc. - Common Stock",,28,178.070007,,,,,,,,,,,,,,48,172.039993,,,,
29,WAY,WAYSTAR HOLDING CORP,Health Care,29,23.125,,,,,,,,,,,,,,,,,,,
30,CHD,Church & Dwight,Consumer Staples,30,98.699997,,,,,,,,,,,,,,,,,,,
31,CVLT,COMMVAULT SYSTEMS INC,Information Technology,31,149.460007,,,,,,,,,,,,,,,,,,,
