current_rank,ticker,name,sector,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,DDOG,Datadog,Information Technology,1,264.200012,,,,,,,,,,,,,,,,
2,IFF,International Flavors & Fragrances,Materials,2,79.639999,,,,,,,,,,,,,,,,
3,ERIE,Erie Indemnity,Financials,3,248.550003,,,,,,,,,,,,,,,,
4,EL,Estée Lauder Companies (The),Consumer Staples,4,84.146004,,,,,,,,,,,,,,,,
5,RSG,Republic Services,Industrials,5,218.960007,,,,,,,,,,,,,,,,
6,BNTX,BioNTech SE - American Depositary Shares,,6,92.949997,,,,,,,,,,,,,,,,
7,BKR,Baker Hughes,Energy,7,58.720001,,,,,,,,,,,,,,,,
8,PDD,PDD Holdings Inc. - American Depositary Shares,,8,88.32,,,,,,,,,,,,,,,,
9,YOU,CLEAR SECURE INC CLASS A,Information Technology,9,58.404999,,,,,,,,,,,,,,,,
10,PHIN,PHINIA INC,Consumer Discretionary,10,82.199997,,,,,,,,,,,,,,,,
11,ANIK,ANIKA THERAPEUTICS INC,Health Care,11,16.236,,,,,,,,,,,,,,,,
12,MCHB,MECHANICS BANCORP CLASS A,Financials,12,16.49,,,,,,,,,,,,,,,,
13,RDVT,RED VIOLET INC,Information Technology,13,67.800003,,,,,,,,,,,,,,,,
14,LMAT,LEMAITRE VASCULAR INC,Health Care,14,103.57,,18,102.300003,0.01241444,,,,,,,,,,,,
15,BKE,BUCKLE INC,Consumer Discretionary,15,45.009998,,,,,,,,,,,,,,,,
16,BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,16,31.93,,,,,,,,,,,,,,,,
17,LYFT,"Lyft, Inc. - Class A Common Stock",,17,15.44,,,,,,,,,,,,,,,,
18,UMBF,UMB FINANCIAL CORP,Financials,18,148.270004,,,,,,,,,,,,,,,,
19,COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,19,36.290001,,,,,,,,,,,,,,,,
20,FIVE,"Five Below, Inc. - Common Stock",,20,209.490005,,,,,,,,,,,,,,,,
21,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,21,32.9175,,,,,,,,,,,,,,,,
22,ACR,ACRES COMMERCIAL REALTY CORP,Financials,22,18.59,,,,,,,,,,,,,,,,
23,CLDX,CELLDEX THERAPEUTICS INC,Health Care,23,37.509998,,,,,,,,,,,,,,,,
24,BIIB,Biogen,Health Care,24,209.229996,,,,,,,,,,,,,,,,
25,Z,"Zillow Group, Inc. - Class C Capital Stock",,25,34.0,,,,,,,,,,,,,,,,
26,ONIT,ONITY GROUP INC,Financials,26,40.689999,,,,,,,,,,,,,,,,
27,CHDN,"Churchill Downs, Incorporated - Common Stock",,27,88.529999,,,,,,,,,,,,,,,,
28,DV,DOUBLEVERIFY HOLDINGS INC,Communication,28,11.53,,,,,,,,,,,,,,,,
29,MKC,McCormick & Company,Consumer Staples,29,52.029999,,,,,,,,,,,,,,,,
30,IPI,INTREPID POTASH INC,Materials,30,35.470001,,,,,,,,,,,,,,,,
31,TAP,Molson Coors Beverage Company,Consumer Staples,31,42.759998,,36,42.5,0.00611760,,,,,,,,,,,,
32,FRST,PRIMIS FINANCIAL CORP,Financials,32,16.040001,,,,,,,,,,,,,,,,
33,PODD,Insulet Corporation,Health Care,33,170.619995,,34,167.470001,0.01880930,,,,,,,,,,,,
34,CLX,Clorox,Consumer Staples,34,99.639999,,44,100.309998,-0.00667928,,,,,,,,,,,,
35,MGPI,MGP INGREDIENTS INC,Consumer Staples,35,18.879999,,47,18.709999,0.00908605,,,,,,,,,,,,
36,SNY,Sanofi - American Depositary Shares,,36,44.849998,,,,,,,,,,,,,,,,
37,GEN,Gen Digital,Information Technology,37,27.629999,,,,,,,,,,,,,,,,
38,TSN,Tyson Foods,Consumer Staples,38,61.049999,,,,,,,,,,,,,,,,
39,RDNT,RADNET INC,Health Care,39,63.369999,,,,,,,,,,,,,,,,
40,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,40,101.889999,,40,101.199997,0.00681820,,,,,,,,,,,,
41,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,41,23.35,,,,,,,,,,,,,,,,
42,TYL,Tyler Technologies,Information Technology,42,333.829987,,21,333.320007,0.00153000,,,,,,,,,,,,
43,ZG,"Zillow Group, Inc. - Class A Common Stock",,43,34.32,,,,,,,,,,,,,,,,
44,CMC,COMMERCIAL METALS,Materials,44,68.099998,,,,,,,,,,,,,,,,
45,AVY,Avery Dennison,Materials,45,167.380005,,,,,,,,,,,,,,,,
46,LYV,Live Nation Entertainment,Communication Services,46,184.449997,,,,,,,,,,,,,,,,
