current_rank,ticker,name,sector,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,SMC,SUMMIT MIDSTREAM CORP,Energy,1,30.299999,,,,,,,,27,30.59,,,,,,,,,,,,,,,,
2,AMCX,AMC GLOBAL MEDIA INC CLASS A,Communication,2,10.25,,,,,,,,,,,,,,,,,,,,,,,,,
3,IPI,INTREPID POTASH INC,Materials,3,35.470001,,,,,,,,,,,,,,20,34.82,,,,,,,,,,
4,BNTX,BioNTech SE - American Depositary Shares,,4,92.949997,,,,,,,,,,,,,,,,,,,,,,,,,
5,WEAV,WEAVE COMMUNICATIONS INC,Information Technology,5,6.955,,,,,,,,,,,,,,,,,,,,,,,,,
6,COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,6,36.290001,,,,,,,,,,,,,,,,,,,,,,,,,
7,MKC,McCormick & Company,Consumer Staples,7,52.029999,,,,,,,,,,,,,,,,,,,,,,,,,
8,RSG,Republic Services,Industrials,8,218.960007,,,,,,,,,,,,,,,,,,,,,,,,,
9,LYFT,"Lyft, Inc. - Class A Common Stock",,9,15.44,,,,,,,,,,,,,,,,,,,,,,,,,
10,DV,DOUBLEVERIFY HOLDINGS INC,Communication,10,11.53,,,,,,,,,,,,,,,,,,,,,,,,,
11,OZK,Bank OZK - Common Stock,,11,51.549999,,,,,,,,,,,,,,,,,,,,,,,,,
12,FRST,PRIMIS FINANCIAL CORP,Financials,12,16.040001,,,,,,,,,,,,,,,,,,,,,,,,,
13,NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples,13,5.275,,,,,,,,,,,,,,,,,,,,,,,,,
14,HRTX,HERON THERAPEUTICS INC,Health Care,14,0.4935,,,,,,,,,,,,,,,,,,,,,,,,,
15,LMAT,LEMAITRE VASCULAR INC,Health Care,15,103.57,,32,102.300003,0.01241444,,,,,,,,,,,,,,,,,,,,,
16,EVCM,EVERCOMMERCE INC,Information Technology,16,12.12,,,,,,,,,,,,,,,,,,,,,,,,,
17,ONIT,ONITY GROUP INC,Financials,17,40.689999,,,,,,,,,,,,,,,,,,,,,,,,,
18,STC,STEWART INFO SERVICES CORP,Financials,18,70.32,,,,,,,,,,,,,,,,,,,,,,,,,
19,DRVN,DRIVEN BRANDS HOLDINGS INC,Consumer Discretionary,19,14.97,,,,,,,,,,,,,,,,,,,,,,,,,
20,AVB,AvalonBay Communities,Real Estate,20,192.570007,,,,,,,,,,,,,,,,,,,,,,,,,
21,IFF,International Flavors & Fragrances,Materials,21,79.639999,,,,,,,,,,,,,,,,,,,,,,,,,
22,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,22,101.889999,,17,101.199997,0.00681820,,,,,,,,,,,,,,,,,,,16,102.199997,
23,RVTY,Revvity,Health Care,23,113.400002,,,,,,,,,,,2,113.18,,,,,,,,,,,,,
24,DVA,DaVita,Health Care,24,240.975006,,,,,,,,,,,,,,,,,,,,,,,,,
25,TRMK,TRUSTMARK CORP,Financials,25,46.93,,11,46.77,0.00342100,,,,,,,,,,,,,,,,,,,,,
26,OSPN,ONESPAN INC,Information Technology,26,15.74,,,,,,,,,,,,,,,,,,,,,,,,,
27,FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,,27,93.5,,4,92.900002,0.00645854,,,,,,,,,,,,,,,,,,,32,93.879997,
28,SBCF,SEACOAST BANKING OF FLORIDA,Financials,28,34.099998,,,,,,,,,,,,,,,,,,,,,,,,,
29,CHYM,"Chime Financial, Inc. - Class A Common Stock",,29,22.42,,,,,,,,,,,,,,,,,,,,,,,,,
30,TDAY,USA TODAY INC,Communication,30,8.805,,,,,,,,,,,,,,,,,,,,,,,,,
31,AMN,AMN HEALTHCARE INC,Health Care,31,34.655998,,,,,,,,,,,,,,,,,,,,,,,22,35.0,
32,VCEL,VERICEL CORP,Health Care,32,46.619999,,7,46.709999,-0.00192678,,,,,,,,,,,,,,,,,,,,,
33,COO,Cooper Companies (The),Health Care,33,73.059998,,21,72.059998,0.01387732,,,,,,,,,,,,,,,,,,,,,
34,ESS,Essex Property Trust,Real Estate,34,296.730011,,,,,,,,,,,,,,,,,,,,,,,,,
35,FFIN,FIRST FINANCIAL BANKSHARES INC,Financials,35,35.240002,,,,,,,,,,,,,,,,,,,,,,,,,
36,HCI,HCI GROUP INC,Financials,36,183.229996,,24,179.259995,0.02214661,,,,,,,,,,,,,,,,,,,,,
37,CVBF,CVB FINANCIAL CORP,Financials,37,22.83,,,,,,,,,,,,,,,,,,,,,,,,,
38,ZD,ZIFF DAVIS INC,Communication,38,54.27,,,,,,,,,,,,,,,,,,,,6,54.380001,,,,
39,SLM,SLM Corporation - Common Stock,,39,25.690001,,,,,,,,,,,,,,,,,,,,,,,,,
40,MTCH,"Match Group, Inc. - Common Stock",,40,39.400002,,18,39.279999,0.00305507,,,,,,,,,,,,,,,,,,,,,
41,BLND,BLEND LABS INC CLASS A,Information Technology,41,1.81,,,,,,,,,,,,,,,,,,,,,,,,,
42,MCHB,MECHANICS BANCORP CLASS A,Financials,42,16.49,,,,,,,,,,,,,,,,,,,,,,,,,
43,ANIK,ANIKA THERAPEUTICS INC,Health Care,43,16.236,,,,,,,,,,,,,,,,,,,,,,,,,
44,DDOG,Datadog,Information Technology,44,264.200012,,,,,,,,,,,,,,,,,,,,,,,,,
45,FIVE,"Five Below, Inc. - Common Stock",,45,209.490005,,,,,,,,,,,,,,,,,,,,,,,,,
46,RDVT,RED VIOLET INC,Information Technology,46,67.800003,,,,,,,,,,,,,,,,,,,,,,,,,
47,CLDX,CELLDEX THERAPEUTICS INC,Health Care,47,37.509998,,,,,,,,,,,,,,,,,,,,,,,,,
48,KDP,Keurig Dr Pepper,Consumer Staples,48,31.450001,,,,,,,,,,,,,,,,,,,,,,,,,
49,ZG,"Zillow Group, Inc. - Class A Common Stock",,49,34.32,,,,,,,,,,,,,,,,,,,,,,,,,
50,PDD,PDD Holdings Inc. - American Depositary Shares,,50,88.32,,,,,,,,,,,,,,,,,,,,,,,,,
