buy_date,latest_date,strategy,universe,ticker,name,sector,original_rank,current_rank,return,buy_close,latest_close,selection_reason,signal_reason
2026-07-28,2026-08-11,Aster Call,Aster Call,RMD,ResMed|,Health Care,23,40,0.07587791,209.020004,224.880005,Aster当日前50,
