current_rank,ticker,name,sector,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,1,108.605003,,,,,,,,,,,,,,,,,,,,,,,,,,28,101.0,,,,
2,FIVN,FIVE9 INC,Information Technology,2,27.24,,32,27.66,-0.01518438,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,WY,Weyerhaeuser,Real Estate,3,24.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,FIS,Fidelity National Information Services,Financials,4,44.900002,,,,,,,,,,,31,43.150002,,,,,,,,,,,,,,,,,,,
5,MA,Mastercard,Financials,5,571.219971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AVY,Avery Dennison,Materials,6,169.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,BMY,Bristol Myers Squibb,Health Care,7,64.455002,,,,,,,,,,,,,,50,62.105,,,,,,,,,,,48,60.169998,,,,
8,MTD,Mettler Toledo,Health Care,8,1384.064941,,48,1380.609985,0.00250249,,,,,,,,,,37,1328.890015,,,,,,,,,,,,,,,,
9,ZG,"Zillow Group, Inc. - Class A Common Stock",,9,34.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,TYRA,TYRA BIOSCIENCES INC,Health Care,10,32.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,11,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,FIGS,FIGS INC CLASS A,Consumer Discretionary,12,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PPHC,PUBLIC POLICY HOLDING INC,Industrials,13,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CBFV,CB FINANCIAL SERVICES INC,Financials,14,37.619999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CVI,CVR ENERGY INC,Energy,15,36.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,FXNC,FIRST NATIONAL CORP,Financials,16,31.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,FBK,FB FINANCIAL CORP,Financials,17,59.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,18,45.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,MBX,MBX BIOSCIENCES INC,Health Care,19,66.120003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,STGW,STAGWELL INC CLASS A,Communication,20,8.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,HAE,HAEMONETICS CORP,Health Care,21,82.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,AVBC,AVIDIA BANCORP INC,Financials,22,22.469999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,EXPO,EXPONENT INC,Industrials,23,66.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,JAKK,JAKKS PACIFIC INC,Consumer Discretionary,24,26.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DJT,TRUMP MEDIA TECHNOLOGY GROUP CORP,Communication,25,10.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CRAI,CRA INTERNATIONAL INC,Industrials,26,182.009995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,DXC,DXC TECHNOLOGY,Information Technology,27,11.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,TNK,TEEKAY TANKERS LTD CLASS A,Energy,28,80.150002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,NKSH,NATIONAL BANKSHARES INC,Financials,29,40.685001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,SYBT,STOCK YARDS BANCORP INC,Financials,30,86.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PRK,PARK NATIONAL CORP,Financials,31,206.529999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CHCO,CITY HOLDING,Financials,32,144.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,RBCAA,REPUBLIC BANCORP INC CLASS A,Financials,33,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,CBOE,Cboe Global Markets,Financials,34,302.390015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,CTSH,Cognizant,Information Technology,35,53.880001,,,,,,,,,,,5,47.049999,,,,,,,,,,,,,,,,,,,
36,WYNN,Wynn Resorts,Consumer Discretionary,36,98.050003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,GEN,Gen Digital,Information Technology,37,27.16,,7,27.290001,-0.00476369,11,27.629999,-0.01230539,21,27.58,0.00181287,,,,,,,,,,,,,,,,,,,13,26.74,
