current_rank,ticker,name,sector,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,WY,Weyerhaeuser,Real Estate,1,24.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MTX,MINERALS TECHNOLOGIES INC,Materials,2,79.022499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,TYRA,TYRA BIOSCIENCES INC,Health Care,3,32.049999,,3,33.060001,-0.03055057,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,4,17.915001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,KWR,QUAKER HOUGHTON CORP,Materials,5,163.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,STNE,STONECO LTD CLASS A,Financials,6,11.15,,12,11.43,-0.02449694,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,XMAX,XMAX INC,Consumer Discretionary,7,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ZG,"Zillow Group, Inc. - Class A Common Stock",,8,34.049999,,,,,37,34.32,,38,33.810001,0.01508426,,,,,,,,,,,,,,,,,,,,,
9,LEU,CENTRUS ENERGY CORP CLASS A,Energy,9,175.399994,,20,176.75,-0.00763794,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,APO,Apollo Global Management,Financials,10,123.595001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,BBT,BEACON FINANCIAL CORP,Financials,11,31.120001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CMDB,COSTAMARE BULKERS HOLDINGS LTD,Industrials,12,19.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,IRON,DISC MEDICINE INC,Health Care,13,76.459999,,4,79.209999,-0.03471784,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ZM,"Zoom Communications, Inc. - Class A Common Stock",,14,93.675003,,47,92.32,0.01467724,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,AMCX,AMC GLOBAL MEDIA INC CLASS A,Communication,15,11.31,,,,,48,10.25,,,,,,,,,,,,,,,,,,,,,,,,,
16,RRBI,RED RIVER BANCSHARES INC,Financials,16,101.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,JCI,Johnson Controls,Industrials,17,145.089996,,,,,,,,,,,,,,35,143.449997,,,,,,,,,,,,,,,,
18,MC,MOELIS CLASS A,Financials,18,67.830002,,1,68.349998,-0.00760784,,,,,,,13,67.790001,,,,,,,,,,,,,,,,,,,
19,BEN,Franklin Resources,Financials,19,33.650002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PVLA,PALVELLA THERAPEUTICS INC,Health Care,20,142.574997,,46,150.190002,-0.05070248,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,INVX,INNOVEX INTERNATIONAL INC,Energy,21,27.17,,,,,,,,,,,,,,,,,20,26.684999,,40,27.190001,-0.01857308,30,26.370001,0.03109594,,,,,,
22,APH,Amphenol,Information Technology,22,161.600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FSS,FEDERAL SIGNAL CORP,Industrials,23,123.839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CTS,CTS CORP,Information Technology,24,63.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,AMT,American Tower,Real Estate,25,172.445007,,43,174.460007,-0.01154993,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,GSAT,"Globalstar, Inc. - Common Stock",,26,82.940002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CVI,CVR ENERGY INC,Energy,27,36.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,28,108.605003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ARES,Ares Management,Financials,29,127.474998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,125.68,
30,FET,FORUM ENERGY TECHNOLOGIES INC,Energy,30,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,OSIS,OSI SYSTEMS INC,Information Technology,31,221.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,MBX,MBX BIOSCIENCES INC,Health Care,32,66.120003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,AVY,Avery Dennison,Materials,33,169.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
