current_rank,ticker,name,sector,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
34,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,34,45.509998,,,,,,,,,,,,,,14,43.584999,,,,,,,,,,,,,,,,
35,TK,TEEKAY CORPORATION CORP LTD,Energy,35,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PLPC,PREFORMED LINE PRODUCTS,Industrials,36,366.480011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,FBK,FB FINANCIAL CORP,Financials,37,59.855,,27,60.099998,-0.00407651,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,MLAB,MESA LABORATORIES INC,Health Care,38,98.620003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,MNPR,MONOPAR THERAPEUTICS INC,Health Care,39,115.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,AAMI,ACADIAN ASSET MANAGEMENT INC,Financials,40,84.019997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,TVTX,TRAVERE THERAPEUTICS INC,Health Care,41,56.764999,,11,57.279999,-0.00899092,,,,,,,,,,49,57.360001,,,,,,,,,,,,,,,,
42,ASUR,ASURE SOFTWARE INC,Industrials,42,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MRX,MAREX GROUP LTD,Financials,43,65.660004,,5,65.919998,-0.00394408,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PKOH,PARK OHIO HOLDINGS CORP,Industrials,44,40.255001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,INBK,FIRST INTERNET BANCORP,Financials,45,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,CCL,Carnival Corporation,Consumer Discretionary,46,27.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,FSLY,FASTLY INC CLASS A,Information Technology,47,21.620001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,20.719999,
48,RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,48,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,UMAC,UNUSUAL MACHINES INC,Information Technology,49,20.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,BPOP,"Popular, Inc. - Common Stock",,50,175.910004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
