current_rank,ticker,name,sector,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,1,16.26,,,,,,,,,,
2,COIN,Coinbase,Financials,2,171.740005,,2,175.850006,-0.02337220,,,,,,
3,CBOE,Cboe Global Markets,Financials,3,287.049988,,,,,,,,,,
4,HMH,HMH HOLDING INC CLASS A,Energy,4,20.469999,,,,,,,,,,
5,ZENA,ZENATECH INC,Information Technology,5,1.559,,,,,,,,,,
6,APA,APA Corporation,Energy,6,36.310001,,22,35.77,0.01509648,,,,,,
7,PNRG,PRIMEENERGY RESOURCES CORP,Energy,7,193.929993,,4,189.860001,0.02143681,,,,,,
8,PCG,PG&E Corporation,Utilities,8,17.764999,,,,,,,,,,
9,DVN,Devon Energy,Energy,9,45.150002,,25,44.099998,0.02380962,,,,,,
10,INTU,Intuit,Information Technology,10,291.0,,,,,,,,,,
11,CME,CME Group,Financials,11,253.380005,,,,,,,,,,
12,UVV,UNIVERSAL CORP,Consumer Staples,12,53.285,,,,,,,,,,
13,TDY,Teledyne Technologies,Information Technology,13,652.587524,,,,,,,,,,
14,WHD,CACTUS INC CLASS A,Energy,14,56.540001,,,,,,,,,,
15,EGY,VAALCO ENERGY INC,Energy,15,5.595,,,,,,,,,,
16,AMGN,Amgen,Health Care,16,368.329987,,,,,34,364.170013,,,,
17,PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,17,9.495,,1,9.575,-0.00835509,,,,,,
18,GM,General Motors,Consumer Discretionary,18,81.800003,,,,,,,,,,
19,PRGO,PERRIGO PLC,Health Care,19,10.75,,,,,16,10.58,,,,
20,MATV,MATIV HOLDINGS INC,Materials,20,8.1,,,,,,,,,,
21,EXE,Expand Energy,Energy,21,92.459999,,,,,,,,,,
22,VNOM,"Viper Energy, Inc.  - Class A Common Stock",,22,45.400002,,28,44.860001,0.01203747,,,,,,
23,DPZ,Domino's,Consumer Discretionary,23,323.850006,,44,326.339996,-0.00763005,13,328.970001,-0.00799467,,,
24,NX,QUANEX BUILDING PRODUCTS CORP,Industrials,24,18.4,,,,,,,,,,
25,INVX,INNOVEX INTERNATIONAL INC,Energy,25,27.514999,,,,,,,,,,
26,WASH,WASHINGTON TRUST BANCORP INC,Financials,26,38.525002,,,,,,,,,,
27,CLW,CLEARWATER PAPER CORP,Materials,27,16.834999,,,,,,,,,,
28,TWST,TWIST BIOSCIENCE CORP,Health Care,28,94.889999,,,,,,,,,,
29,AKAM,Akamai Technologies,Information Technology,29,125.440002,,,,,,,,,,
30,EPSN,EPSILON ENERGY LTD,Energy,30,5.7,,,,,,,,,,
31,OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,31,40.470001,,,,,,,,,,
32,MRK,Merck & Co.,Health Care,32,128.205002,,,,,,,,30,127.5,
33,FIVE,"Five Below, Inc. - Common Stock",,33,202.850006,,,,,3,204.139999,,,,
34,UNH,UnitedHealth Group,Health Care,34,432.755005,,,,,,,,,,
35,AHCO,ADAPTHEALTH CORP,Health Care,35,10.955,,,,,,,,,,
36,VTRS,Viatris,Health Care,36,17.344999,,7,17.59,-0.01392843,,,,,,
37,INR,INFINITY NATURAL RESOURCES INC CLA,Energy,37,13.8,,,,,,,,,,
38,PCAR,Paccar,Industrials,38,129.0,,,,,,,,,,
39,FCBC,FIRST COMMUNITY BANKSHARES INC,Financials,39,46.470001,,,,,,,,,,
40,DCO,DUCOMMUN INC,Industrials,40,174.550003,,,,,,,,,,
41,RCUS,ARCUS BIOSCIENCES INC,Health Care,41,29.280001,,,,,,,,,,
42,TWI,TITAN INTERNATIONAL INC,Industrials,42,7.78,,,,,,,,,,
43,CPB,The Campbell's Company - Common Stock,,43,22.385,,,,,,,,,,
44,SSP,EW SCRIPPS CLASS A,Communication,44,3.11,,,,,,,,,,
45,PMTS,CPI CARD GROUP INC,Information Technology,45,19.51,,10,20.190001,-0.03368009,,,,,,
46,BRKR,Bruker Corporation - Common Stock,,46,59.685001,,,,,,,,,,
47,VTOL,BRISTOW GROUP INC,Energy,47,45.549999,,19,45.09,0.01020180,,,,19,44.169998,
48,CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,48,26.5,,,,,,,,,,
49,FUTU,Futu Holdings Limited - American Depositary Shares,,49,105.695,,,,,,,,,,
50,THRM,GENTHERM INC,Consumer Discretionary,50,37.049999,,,,,,,,,,
