current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
25,BAX,Baxter International,Health Care,25,23.245001,,,,,,,,,,,,,,,,,,,
26,GPC,Genuine Parts Company,Consumer Discretionary,26,128.324997,,,,,,,,,,,,,,,,,,,
27,CBRE,CBRE Group,Real Estate,27,142.705002,,,,,,,,,,,,,,,,,,,
28,OLMA,OLEMA PHARMACEUTICALS INC,Health Care,28,12.225,,,,,,,,,,,,,,,,,,,
29,BKNG,Booking Holdings,Consumer Discretionary,29,184.320007,,,,,,,,,,,,,,,,,,,
30,SYY,Sysco,Consumer Staples,30,83.449997,,20,83.110001,0.00409092,,,,,,,,,,,,,,,
31,BKD,BROOKDALE SENIOR LIVING INC,Health Care,31,15.55,,39,15.145,0.02674150,,,,,,,,,,,,,25,15.01,
32,HZO,MARINEMAX INC,Consumer Discretionary,32,36.244999,,,,,,,,,,,,,,,,,,,
33,HELE,HELEN OF TROY LTD,Consumer Discretionary,33,29.110001,,,,,,,,,,,,,,,,,,,
34,FDS,FactSet,Financials,34,264.369995,,,,,,,,,,,,,,,,,,,
35,TSN,Tyson Foods,Consumer Staples,35,60.955002,,,,,,,,,,,,,,,,,,,
36,SMHI,SEACOR MARINE HOLDINGS INC,Energy,36,8.01,,,,,,,,,,,,,,,,,,,
37,KVUE,Kenvue,Consumer Staples,37,19.405001,,48,19.254999,0.00779029,,,,,,,,,,,,,,,
38,PKBK,PARKE BANCORP INC,Financials,38,33.41,,,,,,,,,,,,,,,,,,,
39,INTU,Intuit,Information Technology,39,306.095001,,,,,,,,,,,,,,,,,,,
40,BSX,Boston Scientific,Health Care,40,45.945,,,,,,,,,,,,,,,,,,,
41,WAY,WAYSTAR HOLDING CORP,Health Care,41,23.174999,,,,,,,,,,,,,,,,,,,
42,KMB,Kimberly-Clark,Consumer Staples,42,111.305,,,,,,,,,,,,,,,,,,,
43,CME,CME Group,Financials,43,255.660004,,27,255.309998,0.00137091,43,254.320007,0.00389270,4,249.240005,0.02038197,,,,,,,,,
44,BOW,BOWHEAD SPECIALTY HOLDINGS INC,Financials,44,31.58,,,,,,,,,,,,,,,,,,,
45,FISV,Fiserv,Financials,45,52.009998,,,,,,,,,,,,,,12,51.68,,,,
46,CHD,Church & Dwight,Consumer Staples,46,98.584999,,,,,,,,,,,,,,,,,,,
47,FAST,Fastenal,Industrials,47,47.41,,,,,,,,,,,,,,,,,,,
48,TRMB,Trimble Inc.,Information Technology,48,54.759998,,,,,,,,,,,,,,13,53.209999,,10,52.720001,0.00929435
49,TW,Tradeweb Markets Inc. - Class A Common Stock,,49,101.605003,,,,,,,,,,,,,,,,,,,
50,UNFI,UNITED NATURAL FOODS INC,Consumer Staples,50,49.689999,,,,,,,,,,,,,,,,,,,
