current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,BEN,Franklin Resources,Financials,1,33.485001,,,,,,,,,,
2,VRSN,Verisign,Information Technology,2,282.234985,,1,280.0,0.00798209,,,,,,
3,SNA,Snap-on,Industrials,3,404.975006,,2,404.429993,0.00134761,,,,,,
4,HZO,MARINEMAX INC,Consumer Discretionary,4,36.244999,,20,36.34,-0.00261423,,,,,,
5,ATKR,ATKORE INC,Industrials,5,76.080002,,3,76.629997,-0.00717728,,,,,,
6,ORLY,O’Reilly Automotive,Consumer Discretionary,6,90.275002,,4,87.400002,0.03289474,,,,,,
7,MAR,Marriott International,Consumer Discretionary,7,381.375,,5,374.429993,0.01854821,,,,,,
8,FTV,Fortive,Industrials,8,63.0,,6,62.305,0.01115480,,,,,,
9,MORN,"Morningstar, Inc. - Common Stock",,9,178.500107,,,,,,,,,,
10,GWRS,GLOBAL WATER RESOURCES INC,Utilities,10,7.38,,7,7.36,0.00271739,24,7.15,0.02937063,19,7.16,-0.00139665
11,UFPT,UFP TECHNOLOGIES INC,Health Care,11,247.030106,,,,,,,,,,
12,PSTL,POSTAL REALTY TRUST INC CLASS A,Real Estate,12,24.099899,,,,,,,,,,
13,ADSK,Autodesk,Information Technology,13,220.565002,,8,209.75,0.05156139,,,,,,
14,EMR,Emerson Electric,Industrials,14,149.119995,,9,147.949997,0.00790806,2,144.869995,0.02126045,,,
15,TNC,TENNANT,Industrials,15,86.870003,,10,87.915001,-0.01188646,,,,,,
16,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,16,43.18,,11,43.02,0.00371920,,,,4,42.82,
17,TRMK,TRUSTMARK CORP,Financials,17,46.689999,,12,46.610001,0.00171633,,,,,,
18,CSW,CSW INDUSTRIALS INC,Industrials,18,293.629913,,13,289.25,0.01514231,26,290.519989,-0.00437143,9,282.359985,0.02889929
19,SFST,SOUTHERN FIRST BANCSHARES INC,Financials,19,62.049999,,17,61.490002,0.00910712,,,,,,
20,BFST,BUSINESS FIRST BANCSHARES INC,Financials,20,31.08,,15,31.16,-0.00256739,,,,,,
21,KWR,QUAKER HOUGHTON CORP,Materials,21,151.705002,,14,151.345001,0.00237868,,,,46,152.210007,
22,RSVR,RESERVOIR MEDIA INC,Communication,22,10.64,,16,10.63,0.00094073,4,10.5,0.01238095,25,10.26,0.02339181
23,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials,23,61.759998,,19,62.279999,-0.00834941,,,,,,
24,BSRR,SIERRA BANCORP,Financials,24,41.040001,,18,41.880001,-0.02005731,,,,,,
25,VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,25,46.75,,,,,,,,,,
26,VRTX,Vertex Pharmaceuticals,Health Care,26,484.970001,,,,,,,,,,
27,SBUX,Starbucks,Consumer Discretionary,27,105.379997,,,,,,,,,,
28,SNY,Sanofi - American Depositary Shares,,28,44.279999,,,,,,,,,,
29,ESS,Essex Property Trust,Real Estate,29,294.73999,,,,,,,,,,
30,CPB,The Campbell's Company - Common Stock,,30,22.52,,,,,,,,,,
31,WTFC,Wintrust Financial Corporation - Common Stock,,31,160.580002,,,,,,,,,,
32,FDBC,FIDELITY D AND D BANCORP INC,Financials,32,51.709999,,,,,,,,,,
33,CUBI,CUSTOMERS BANCORP INC,Financials,33,78.334999,,,,,,,,,,
34,JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,34,83.580002,,,,,,,,,,
35,LEU,CENTRUS ENERGY CORP CLASS A,Energy,35,173.630005,,,,,,,,,,
36,ARVN,ARVINAS INC,Health Care,36,8.295,,,,,,,,29,8.26,
37,MCY,MERCURY GENERAL CORP,Financials,37,108.3601,,,,,,,,,,
38,PCYO,PURE CYCLE CORP,Utilities,38,10.77,,,,,,,,,,
39,SNFCA,SECURITY NATIONAL FINANCIAL CORP C,Financials,39,9.66,,,,,,,,,,
40,CV,CAPSOVISION INC,Health Care,40,6.71,,,,,,,,,,
41,MANE,VERADERMICS INC,Health Care,41,114.099998,,,,,,,,,,
42,DORM,DORMAN PRODUCTS INC,Consumer Discretionary,42,136.429993,,,,,,,,,,
43,ROOT,ROOT INC CLASS A,Financials,43,59.689999,,,,,,,,,,
44,XEL,Xcel Energy,Utilities,44,81.809998,,21,81.669998,0.00171422,6,80.769997,0.01114276,,,
45,JCI,Johnson Controls,Industrials,45,142.270004,,22,143.449997,-0.00822581,,,,,,
46,GWW,W. W. Grainger,Industrials,46,1388.589966,,23,1382.265015,0.00457579,9,1367.42395,0.01085330,,,
47,XYL,Xylem Inc.,Industrials,47,120.489998,,26,119.790001,0.00584353,,,,,,
48,ARES,Ares Management,Financials,48,129.869995,,25,126.529999,0.02639687,,,,,,
49,CARR,Carrier Global,Industrials,49,69.120003,,27,68.900002,0.00319305,7,69.129997,-0.00332699,,,
50,ETN,Eaton Corporation,Industrials,50,392.274994,,28,404.031006,-0.02909681,33,415.100006,-0.02666586,17,407.065002,0.01973887
