current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
22,GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",,22,45.130001,,,,,,,,,,,,,,,,,12,45.080002,
23,CNX,CNX RESOURCES CORP,Energy,23,34.0,,7,34.280998,-0.00819690,16,34.450001,-0.00490575,13,34.639999,-0.00548493,15,33.639999,0.02972652,,,,,,
24,LXU,LSB INDUSTRIES INC,Materials,24,11.65,,,,,,,,,,,,,,,,,38,11.39,
25,MSI,Motorola Solutions,Information Technology,25,420.320007,,,,,,,,,,,,,,,,,,,
26,PSA,Public Storage,Real Estate,26,328.149994,,,,,,,,,,,,,,,,,,,
27,PHM,PulteGroup,Consumer Discretionary,27,130.069901,,,,,,,,,,,,,,,,,,,
28,LEG,LEGGETT & PLATT INC,Consumer Discretionary,28,11.34,,,,,,,,,,,,,,,,,,,
29,PPL,PPL Corporation,Utilities,29,36.185001,,12,36.279999,-0.00261847,,,,,,,,,,,,,,,
30,EQT,EQT Corporation,Energy,30,52.459999,,15,53.035,-0.01084192,,,,,,,,,,,,,,,
31,ATLO,AMES NATIONAL CORP,Financials,31,30.285,,16,30.049999,0.00782033,,,,,,,,,,,,,,,
32,AOS,A. O. Smith,Industrials,32,62.23,,,,,,,,,,,,,,,,,,,
33,OLMA,OLEMA PHARMACEUTICALS INC,Health Care,33,12.225,,,,,,,,,,,,,,,,,,,
34,IRM,Iron Mountain,Real Estate,34,125.800003,,20,128.419998,-0.02040177,42,124.580002,0.03082353,31,124.550003,0.00024086,,,,,,,11,123.82,
35,AIRS,AIRSCULPT TECHNOLOGIES INC,Health Care,35,4.64,,27,4.61,0.00650759,29,4.67,-0.01284797,16,4.82,-0.03112033,32,4.86,-0.00823045,20,4.78,0.01673640,,,
36,NVCR,NOVOCURE LTD,Health Care,36,17.445,,,,,,,,,,,,,,,,,,,
37,SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,37,38.66,,35,38.654999,0.00012938,,,,39,38.700001,,,,,,,,50,38.59,
38,UVV,UNIVERSAL CORP,Consumer Staples,38,53.889999,,28,53.669998,0.00409914,,,,40,53.75,,,,,,,,48,53.139999,
39,HLLY,HOLLEY INC,Consumer Discretionary,39,2.67,,23,2.62,0.01908397,,,,,,,,,,,,,,,
40,KOS,KOSMOS ENERGY LTD,Energy,40,2.495,,17,2.625,-0.04952381,,,,,,,30,2.43,,,,,,,
41,ADNT,ADIENT PLC,Consumer Discretionary,41,20.610001,,,,,,,,,,,,,,,,,,,
42,NTGR,NETGEAR INC,Information Technology,42,24.68,,26,24.93,-0.01002808,,,,,,,25,24.235001,,7,23.25,0.04236563,,,
43,FCX,Freeport-McMoRan,Materials,43,62.259998,,,,,,,,28,64.989998,,,,,,,,,,
44,MDLZ,Mondelez International,Consumer Staples,44,60.670101,,19,60.52,0.00248019,,,,15,60.860001,,,,,35,60.27,,1,61.0,-0.01196721
45,UFPI,UFP INDUSTRIES INC,Industrials,45,88.654999,,9,87.940002,0.00813051,,,,,,,,,,,,,,,
46,ACTG,ACACIA RESEARCH CORP,Financials,46,4.58,,31,4.66,-0.01716738,,,,,,,31,4.6,,,,,,,
47,LDOS,Leidos,Industrials,47,113.669998,,,,,,,,,,,,,,,,,,,
48,HAS,Hasbro,Consumer Discretionary,48,89.220001,,36,88.790001,0.00484289,10,87.349998,0.01648544,,,,,,,50,81.589996,,,,
49,KLTR,KALTURA INC,Information Technology,49,1.435,,40,1.4,0.02500000,19,1.37,0.02189781,,,,,,,,,,,,
50,PFSI,PENNYMAC FINANCIAL SERVICES INC,Financials,50,84.660004,,37,84.370003,0.00343725,,,,,,,,,,,,,,,
