current_rank,ticker,name,sector,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,BNTX,BioNTech SE - American Depositary Shares,,1,93.239998,,,,,,,
2,FISV,Fiserv,Financials,2,51.330002,,,,,,,
3,TRST,TRUSTCO BANK CORP,Financials,3,55.517502,,50,55.439999,0.00139796,,,
4,CCBG,CAPITAL CITY BANK INC,Financials,4,51.02,,,,,,,
5,PNRG,PRIMEENERGY RESOURCES CORP,Energy,5,188.570007,,,,,,,
6,DVN,Devon Energy,Energy,6,43.98,,,,,,,
7,VNOM,"Viper Energy, Inc.  - Class A Common Stock",,7,44.275002,,,,,,,
8,AIR,AAR CORP,Industrials,8,139.949997,,18,135.850006,0.03018028,,,
9,EVER,EVERQUOTE INC CLASS A,Communication,9,26.280001,,,,,,,
10,COIN,Coinbase,Financials,10,180.350006,,,,,,,
11,SDRL,SEADRILL LTD,Energy,11,43.23,,,,,,,
12,INTU,Intuit,Information Technology,12,293.190002,,,,,,,
13,FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",,13,33.150002,,,,,,,
14,UVV,UNIVERSAL CORP,Consumer Staples,14,53.169998,,,,,,,
15,WRB,W. R. Berkley Corporation,Financials,15,72.870003,,,,,,,
16,RBKB,RHINEBECK BANCORP INC,Financials,16,17.58,,,,,,,
17,NTGR,NETGEAR INC,Information Technology,17,24.15,,,,,,,
18,SMA,SMARTSTOP SELF STORAGE REIT INC,Real Estate,18,34.224998,,,,,,,
19,PLUS,EPLUS,Information Technology,19,91.385002,,,,,,,
20,DPZ,Domino's,Consumer Discretionary,20,332.869995,,12,328.970001,0.01185517,,,
21,BANC,BANC OF CALIFORNIA INC,Financials,21,21.25,,,,,,,
22,TMUS,T-Mobile US,Communication Services,22,192.625,,46,195.639999,-0.01541095,,,
23,JJSF,J AND J SNACK FOODS CORP,Consumer Staples,23,77.400002,,23,77.760002,-0.00462963,,,
24,VTOL,BRISTOW GROUP INC,Energy,24,44.790001,,,,,,,
25,APA,APA Corporation,Energy,25,35.384998,,,,,,,
26,BLBD,BLUE BIRD CORP,Industrials,26,81.559998,,,,,,,
27,FOX,Fox Corporation (Class B),Communication Services,27,51.369999,,11,51.549999,-0.00349176,,,
28,HST,Host Hotels & Resorts,Real Estate,28,24.030001,,,,,,,
29,CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary,29,53.075001,,,,,,,
30,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,30,18.98,,,,,,,
31,CBOE,Cboe Global Markets,Financials,31,277.359985,,,,,,,
32,PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,32,9.385,,,,,,,
33,ITRI,ITRON INC,Information Technology,33,85.889999,,,,,12,85.989998,
34,MUR,MURPHY OIL CORP,Energy,34,37.125,,2,36.825001,0.00814661,,,
35,TNK,TEEKAY TANKERS LTD CLASS A,Energy,35,74.900002,,,,,,,
36,FUTU,Futu Holdings Limited - American Depositary Shares,,36,101.669998,,,,,,,
37,BG,Bunge Global,Consumer Staples,37,121.849998,,13,120.650002,0.00994609,,,
38,BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,38,71.910004,,,,,,,
39,SMTI,SANARA MEDTECH INC,Health Care,39,25.18,,,,,,,
40,GPN,Global Payments,Financials,40,81.605003,,,,,,,
41,AKAM,Akamai Technologies,Information Technology,41,126.940002,,,,,,,
42,KHC,Kraft Heinz,Consumer Staples,42,25.825001,,,,,,,
43,MAT,"Mattel, Inc. - Common Stock",,43,14.33,,24,14.14,0.01343706,,,
44,TXNM,TXNM ENERGY INC,Utilities,44,57.884998,,,,,,,
45,SJM,J.M. Smucker Company (The),Consumer Staples,45,114.129997,,,,,,,
46,NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,46,11.9,,,,,,,
47,VVX,V2X INC,Industrials,47,80.57,,,,,,,
48,F,Ford Motor Company,Consumer Discretionary,48,14.235,,,,,,,
49,AMGN,Amgen,Health Care,49,367.320007,,,,,,,
50,INSW,INTERNATIONAL SEAWAYS INC,Energy,50,91.760002,,,,,,,
