ticker,name,index,sector,industry,market_cap,price,pe,revenue_growth_yoy,earnings_growth_yoy,ai_exposure,supply_chain_score,macro_beta,momentum_1m,volume_signal,atr_percent,risk_flags,total_score,leopold_score,seri_score,daoshi_score,cat_score,social_score,signal_count,risk_count,catalyst_count,thesis,caution
ABSI,ABSCI CORP,NASDAQ+RUSSELL2000,Health Care,,0.0,10.705,0.0,0.0,0.0,0.0,0.0,1.0,56.73499267935578,-0.22768708878873678,11.562687662640956,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
AGIO,AGIOS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,,0.0,41.334999,0.0,0.0,0.0,0.0,0.0,1.0,46.89054893001241,0.05250329933150444,4.556844016305474,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
AKBA,AKEBIA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,52.17391304347825,0.02359199390576916,6.461224489795914,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
APGE,APOGEE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,133.695007,0.0,0.0,0.0,0.0,0.0,1.0,57.28824352941177,-0.40063784998458274,2.5962615043656765,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
AVAH,AVEANNA HEALTHCARE HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,,0.0,9.7142,0.0,0.0,0.0,0.0,0.0,1.0,41.40029112081513,0.28040534588096877,4.000035294429067,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
BIOA,BIOAGE LABS INC,NASDAQ+RUSSELL2000,Health Care,,0.0,23.958401,0.0,0.0,0.0,0.0,0.0,1.0,51.63544936708859,0.0023822068878531777,6.735780429229334,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
CRNX,CRINETICS PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,83.599998,0.0,0.0,0.0,0.0,0.0,1.0,139.06204063305574,6.588583432982181,5.304680492593176,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
DFTX,DEFINIUM THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,46.985001,0.0,0.0,0.0,0.0,0.0,1.0,104.72766428201896,-0.19453934345866375,9.439336213456107,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
FBRX,FORTE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,,0.0,43.07,0.0,0.0,0.0,0.0,0.0,1.0,153.3529411764706,3.062644117362585,7.955487744203787,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
FHTX,FOGHORN THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,,0.0,5.865,0.0,0.0,0.0,0.0,0.0,1.0,51.55038759689923,2.032739740748646,7.322737790768483,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
