early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,DG,Dollar General,SPX,Consumer Staples,71.07,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,57.52,46.75,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,TXN,Texas Instruments,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,68.76,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,57.1,52.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
3,HOOD,Robinhood Markets,NASDAQ+NASDAQ500+SPX,Financials,68.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,80.01,50.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
4,DASH,DoorDash,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,67.47,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.61,49.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
5,PFG,Principal Financial Group,NASDAQ+NASDAQ500+SPX,Financials,67.18,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,55.29,45.31,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
6,CASY,Casey's,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,67.08,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,58.63,46.98,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
7,AES,AES Corporation,SPX,Utilities,66.56,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,51.82,48.11,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
8,ZBH,Zimmer Biomet,SPX,Health Care,66.17,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,50.16,48.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
9,VRT,Vertiv,SPX,Industrials,65.64,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,51.98,50.65,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
10,GPN,Global Payments,SPX,Financials,65.52,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.71,48.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
