early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,BRBR,BELLRING BRANDS INC,RUSSELL2000,Consumer Staples,77.96,82.0,early_transition,61.8,bullish_above_signal_proxy,98.86,55.02,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1105,GSM,FERROGLOBE PLC,NASDAQ+RUSSELL2000,Materials,39.78,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,36.95,41.64,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1106,IMMR,IMMERSION CORP,NASDAQ+RUSSELL2000,Information Technology,39.78,35.0,mixed_sideways,25.0,bearish_proxy,54.22,45.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1107,NODK,NI HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,39.77,35.0,mixed_sideways,25.0,bearish_proxy,54.2,45.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1108,ENR,ENERGIZER HOLDINGS INC,RUSSELL2000,Consumer Staples,39.77,35.0,mixed_sideways,25.0,bearish_proxy,53.75,46.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1109,FMBH,FIRST MID BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,39.75,35.0,mixed_sideways,25.0,bearish_proxy,54.14,45.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1110,BFH,BREAD FINANCIAL HOLDINGS INC,RUSSELL2000,Financials,39.75,35.0,mixed_sideways,25.0,bearish_proxy,54.13,45.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1111,ANTX,AN2 THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,39.73,35.0,mixed_sideways,25.0,bearish_proxy,53.61,45.97,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1112,BBNX,BETA BIONICS INC,NASDAQ+RUSSELL2000,Health Care,39.72,35.0,mixed_sideways,25.0,bearish_proxy,53.57,45.96,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1113,REPL,REPLIMUNE GROUP INC,NASDAQ+RUSSELL2000,Health Care,39.72,35.0,mixed_sideways,25.0,bearish_proxy,53.58,45.97,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1114,WSBF,WATERSTONE FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,39.72,35.0,mixed_sideways,25.0,bearish_proxy,54.05,45.06,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1115,HIMS,HIMS HERS HEALTH INC CLASS A,RUSSELL2000,Health Care,39.72,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,57.37,46.72,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1116,TEX,TEREX CORP,RUSSELL2000,Industrials,39.72,35.0,mixed_sideways,25.0,bearish_proxy,54.05,45.06,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1117,TCBK,TRICO BANCSHARES,NASDAQ+RUSSELL2000,Financials,39.71,35.0,mixed_sideways,25.0,bearish_proxy,54.01,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1118,TOWN,TOWNEBANK,NASDAQ+RUSSELL2000,Financials,39.71,35.0,mixed_sideways,25.0,bearish_proxy,54.0,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1119,BCAL,CALIFORNIA BANCORP,NASDAQ+RUSSELL2000,Financials,39.7,35.0,mixed_sideways,25.0,bearish_proxy,53.99,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1120,ANGO,ANGIODYNAMICS INC,NASDAQ+RUSSELL2000,Health Care,39.69,35.0,mixed_sideways,25.0,bearish_proxy,53.5,45.95,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1121,CTBI,COMMUNITY TRUST BANCORP INC,NASDAQ+RUSSELL2000,Financials,39.69,35.0,mixed_sideways,25.0,bearish_proxy,53.94,45.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1122,GRBK,GREEN BRICK PARTNERS INC,RUSSELL2000,Consumer Discretionary,39.67,35.0,mixed_sideways,25.0,bearish_proxy,53.89,45.03,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1123,OUST,OUSTER INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,39.65,35.0,mixed_sideways,25.0,bearish_proxy,53.82,45.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1124,LEU,CENTRUS ENERGY CORP CLASS A,RUSSELL2000,Energy,39.65,15.0,bearish_transition,49.8,bullish_below_zero_proxy,53.23,44.9,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1125,WEYS,WEYCO GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,39.63,35.0,mixed_sideways,25.0,bearish_proxy,53.77,45.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1126,OSBC,OLD SECOND BANCORP INC,NASDAQ+RUSSELL2000,Financials,39.62,35.0,mixed_sideways,25.0,bearish_proxy,53.72,44.99,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1127,THFF,FIRST FINANCIAL CORPORATION CORP,NASDAQ+RUSSELL2000,Financials,39.6,35.0,mixed_sideways,25.0,bearish_proxy,53.67,44.98,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1128,CURB,CURBLINE PROPERTIES,RUSSELL2000,Real Estate,39.6,35.0,mixed_sideways,25.0,bearish_proxy,53.66,44.98,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1129,GABC,GERMAN AMERICAN BANCORP INC,NASDAQ+RUSSELL2000,Financials,39.58,35.0,mixed_sideways,25.0,bearish_proxy,53.62,44.97,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1130,AIN,ALBANY INTERNATIONAL CORP CLASS A,RUSSELL2000,Industrials,39.58,35.0,mixed_sideways,25.0,bearish_proxy,53.6,44.97,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1131,CNO,CNO FINANCIAL GROUP INC,RUSSELL2000,Financials,39.55,35.0,mixed_sideways,25.0,bearish_proxy,53.51,44.95,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1132,AMN,AMN HEALTHCARE INC,RUSSELL2000,Health Care,39.53,35.0,mixed_sideways,25.0,bearish_proxy,53.02,45.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1133,NVGS,NAVIGATOR HOLDINGS LTD,RUSSELL2000,Energy,39.53,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,36.18,41.49,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1134,OFRM,ONCE UPON A FARM PBC,RUSSELL2000,Consumer Staples,39.53,35.0,mixed_sideways,25.0,bearish_proxy,53.0,45.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1135,IHRT,IHEARTMEDIA INC CLASS A,NASDAQ+RUSSELL2000,Communication,39.52,15.0,bearish_transition,49.8,bullish_below_zero_proxy,52.82,44.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1136,SABR,SABRE CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,39.51,35.0,mixed_sideways,25.0,bearish_proxy,53.41,44.93,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1137,ACNB,ACNB CORP,NASDAQ+RUSSELL2000,Financials,39.5,35.0,mixed_sideways,25.0,bearish_proxy,53.36,44.92,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1138,TRDA,ENTRADA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,39.48,15.0,bearish_transition,49.8,bullish_below_zero_proxy,52.26,45.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1139,INN,SUMMIT HOTEL PROPERTIES REIT INC,RUSSELL2000,Real Estate,39.48,35.0,mixed_sideways,25.0,bearish_proxy,53.31,44.91,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1140,MBC,MASTERBRAND INC,RUSSELL2000,Industrials,39.48,35.0,mixed_sideways,25.0,bearish_proxy,53.32,44.91,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1141,CAC,CAMDEN NATIONAL CORP,NASDAQ+RUSSELL2000,Financials,39.45,35.0,mixed_sideways,25.0,bearish_proxy,53.22,44.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1142,BLKB,BLACKBAUD INC,NASDAQ+RUSSELL2000,Information Technology,39.4,15.0,bearish_transition,49.8,bullish_below_zero_proxy,52.46,44.74,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1143,BUSE,FIRST BUSEY CORP,NASDAQ+RUSSELL2000,Financials,39.4,35.0,mixed_sideways,25.0,bearish_proxy,53.07,44.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1144,CRK,COMSTOCK RESOURCES INC,RUSSELL2000,Energy,39.4,15.0,bearish_transition,49.8,bullish_below_zero_proxy,52.46,44.74,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1145,MCB,METROPOLITAN BANK HOLDING CORP,RUSSELL2000,Financials,39.38,35.0,mixed_sideways,25.0,bearish_proxy,53.0,44.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1146,XMAX,XMAX INC,NASDAQ+RUSSELL2000,Consumer Discretionary,39.36,35.0,mixed_sideways,25.0,bearish_proxy,52.93,44.84,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1147,TMP,TOMPKINS FINANCIAL CORP,RUSSELL2000,Financials,39.35,35.0,mixed_sideways,25.0,bearish_proxy,52.93,44.84,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1148,VISN,VISTANCE NETWORKS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,39.33,15.0,bearish_transition,49.8,bullish_below_zero_proxy,52.26,44.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1149,SAM,BOSTON BEER INC CLASS A,RUSSELL2000,Consumer Staples,39.27,15.0,bearish_transition,49.8,bullish_below_zero_proxy,51.63,45.58,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1150,GENB,GENERATE BIOMEDICINES INC,NASDAQ+RUSSELL2000,Health Care,39.26,35.0,mixed_sideways,25.0,bearish_proxy,52.19,45.69,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1151,PZZA,PAPA JOHNS INTERNATIONAL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,39.25,35.0,mixed_sideways,25.0,bearish_proxy,52.61,44.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1152,ORRF,ORRSTOWN FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,39.24,35.0,mixed_sideways,25.0,bearish_proxy,52.58,44.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1153,CTEV,CLARITEV CORP CLASS A,RUSSELL2000,Health Care,39.22,35.0,mixed_sideways,25.0,bearish_proxy,52.08,45.67,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1154,IIIN,INSTEEL INDUSTRIES INC,RUSSELL2000,Industrials,39.21,35.0,mixed_sideways,25.0,bearish_proxy,52.49,44.75,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1155,PLBC,PLUMAS BANCORP,NASDAQ+RUSSELL2000,Financials,39.2,35.0,mixed_sideways,25.0,bearish_proxy,52.47,44.74,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1156,MATV,MATIV HOLDINGS INC,RUSSELL2000,Materials,39.2,15.0,bearish_transition,49.8,bullish_below_zero_proxy,51.85,44.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1157,SBSI,SOUTHSIDE BANCSHARES INC,RUSSELL2000,Financials,39.2,35.0,mixed_sideways,25.0,bearish_proxy,52.45,44.74,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1158,BKKT,BAKKT INC CLASS A,RUSSELL2000,Financials,39.18,15.0,bearish_transition,49.8,bullish_below_zero_proxy,51.79,44.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1159,WBTN,WEBTOON ENTERTAINMENT INC,NASDAQ+RUSSELL2000,Communication,39.16,15.0,bearish_transition,49.8,bullish_below_zero_proxy,51.73,44.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1160,OPBK,OP BANCORP,NASDAQ+RUSSELL2000,Financials,39.15,35.0,mixed_sideways,25.0,bearish_proxy,52.32,44.71,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1161,RLGT,RADIANT LOGISTIC INC,RUSSELL2000,Industrials,39.15,35.0,mixed_sideways,25.0,bearish_proxy,52.3,44.71,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1162,FMAO,FARMERS AND MERCHANTS BANCORP INC,NASDAQ+RUSSELL2000,Financials,39.11,35.0,mixed_sideways,25.0,bearish_proxy,52.2,44.69,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1163,SHBI,SHORE BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,39.1,35.0,mixed_sideways,25.0,bearish_proxy,52.17,44.68,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1164,CBNK,CAPITAL BANCORP INC,NASDAQ+RUSSELL2000,Financials,39.09,35.0,mixed_sideways,25.0,bearish_proxy,52.12,44.67,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1165,FNKO,FUNKO INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,39.08,35.0,mixed_sideways,25.0,bearish_proxy,52.11,44.67,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1166,EFSC,ENTERPRISE FINANCIAL SERVICES CORP,NASDAQ+RUSSELL2000,Financials,39.07,35.0,mixed_sideways,25.0,bearish_proxy,52.07,44.66,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1167,EQBK,EQUITY BANCSHARES INC CLASS A,RUSSELL2000,Financials,39.06,35.0,mixed_sideways,25.0,bearish_proxy,52.04,44.66,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1168,MPB,MID PENN BANCORP INC,NASDAQ+RUSSELL2000,Financials,39.05,35.0,mixed_sideways,25.0,bearish_proxy,52.01,44.65,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1169,SRI,STONERIDGE INC,RUSSELL2000,Consumer Discretionary,39.05,35.0,mixed_sideways,25.0,bearish_proxy,52.0,44.65,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1170,STEP,STEPSTONE GROUP INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Financials,39.04,15.0,bearish_transition,49.8,bullish_below_zero_proxy,51.38,44.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1171,MGPI,MGP INGREDIENTS INC,NASDAQ+RUSSELL2000,Consumer Staples,39.02,15.0,bearish_transition,49.8,bullish_below_zero_proxy,50.87,45.42,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1172,SGHT,SIGHT SCIENCES INC,NASDAQ+RUSSELL2000,Health Care,39.02,35.0,mixed_sideways,25.0,bearish_proxy,51.46,45.54,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1173,HLIT,HARMONIC INC,NASDAQ+RUSSELL2000,Information Technology,39.01,35.0,mixed_sideways,25.0,bearish_proxy,51.89,44.63,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1174,ONEW,ONEWATER MARINE CLASS A INC,NASDAQ+RUSSELL2000,Consumer Discretionary,39.01,35.0,mixed_sideways,25.0,bearish_proxy,51.9,44.63,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1175,CZNC,CITIZENS AND NORTHERN CORP,NASDAQ+RUSSELL2000,Financials,39.0,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,55.65,45.38,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1176,FVCB,FVCBANKCORP INC,NASDAQ+RUSSELL2000,Financials,39.0,35.0,mixed_sideways,25.0,bearish_proxy,51.86,44.62,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1177,HAFC,HANMI FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,38.97,35.0,mixed_sideways,25.0,bearish_proxy,51.76,44.6,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1178,MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,RUSSELL2000,Communication,38.97,35.0,mixed_sideways,25.0,bearish_proxy,51.77,44.6,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1179,REAL,THE REALREAL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,38.96,35.0,mixed_sideways,25.0,bearish_proxy,51.74,44.6,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1180,TRS,TRIMAS CORP,NASDAQ+RUSSELL2000,Materials,38.96,35.0,mixed_sideways,25.0,bearish_proxy,51.74,44.6,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1181,XPER,XPERI INC,RUSSELL2000,Information Technology,38.96,35.0,mixed_sideways,25.0,bearish_proxy,51.73,44.6,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1182,AHCO,ADAPTHEALTH CORP,NASDAQ+RUSSELL2000,Health Care,38.93,15.0,bearish_transition,49.8,bullish_below_zero_proxy,50.59,45.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1183,BCPC,BALCHEM CORP,NASDAQ+RUSSELL2000,Materials,38.92,35.0,mixed_sideways,25.0,bearish_proxy,51.61,44.57,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1184,CALX,CALIX NETWORKS INC,RUSSELL2000,Information Technology,38.92,15.0,bearish_transition,49.8,bullish_below_zero_proxy,51.0,44.45,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1185,SR,SPIRE INC,RUSSELL2000,Utilities,38.92,15.0,bearish_transition,49.8,bullish_below_zero_proxy,50.56,45.36,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1186,CTO,CTO REALTY GROWTH INC,RUSSELL2000,Real Estate,38.9,35.0,mixed_sideways,25.0,bearish_proxy,51.56,44.56,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1187,NMAX,NEWSMAX INC CLASS B,RUSSELL2000,Communication,38.9,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,23.69,38.99,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1188,HBNC,HORIZON BANCORP INC,NASDAQ+RUSSELL2000,Financials,38.89,35.0,mixed_sideways,25.0,bearish_proxy,51.52,44.55,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1189,WMK,WEIS MARKETS INC,RUSSELL2000,Consumer Staples,38.88,35.0,mixed_sideways,25.0,bearish_proxy,51.03,45.46,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1190,HP,HELMERICH & PAYNE INC,RUSSELL2000,Energy,38.86,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,34.17,41.08,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1191,SDGR,SCHRODINGER INC,NASDAQ+RUSSELL2000,Health Care,38.85,35.0,mixed_sideways,25.0,bearish_proxy,50.94,45.44,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1192,UCTT,ULTRA CLEAN HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,38.85,35.0,mixed_sideways,25.0,bearish_proxy,51.41,44.53,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1193,FRAF,FRANKLIN FINANCIAL SERVICES CORP,NASDAQ+RUSSELL2000,Financials,38.84,35.0,mixed_sideways,25.0,bearish_proxy,51.36,44.52,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1194,PRLB,PROTO LABS INC,RUSSELL2000,Industrials,38.82,35.0,mixed_sideways,25.0,bearish_proxy,51.32,44.51,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1195,TDAY,USA TODAY INC,RUSSELL2000,Communication,38.82,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,55.11,45.27,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1196,CNOB,CONNECTONE BANCORP INC,NASDAQ+RUSSELL2000,Financials,38.8,35.0,mixed_sideways,25.0,bearish_proxy,51.24,44.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1197,HFWA,HERITAGE FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,38.79,35.0,mixed_sideways,25.0,bearish_proxy,51.22,44.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
