current_rank,ticker,name,sector,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,CME,CME Group,Financials,1,253.380005,,,,,,,,,,
2,PCG,PG&E Corporation,Utilities,2,17.764999,,,,,,,,,,
3,T,AT&T,Communication Services,3,22.877399,,,,,,,,,,
4,TDY,Teledyne Technologies,Information Technology,4,652.587524,,,,,,,,,,
5,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,5,40.700001,,40,40.98,-0.00683258,,,,,,
6,THRM,GENTHERM INC,Consumer Discretionary,6,37.049999,,,,,,,,,,
7,TWIN,TWIN DISC INC,Industrials,7,23.309999,,,,,,,,,,
8,STRT,STRATTEC SECURITY CORP,Consumer Discretionary,8,84.535004,,,,,,,,,,
9,CLW,CLEARWATER PAPER CORP,Materials,9,16.834999,,,,,,,,,,
10,UNF,UNIFIRST CORP,Industrials,10,288.359985,,,,,,,,,,
11,GTY,GETTY REALTY REIT CORP,Real Estate,11,36.360001,,,,,,,,,,
12,VSXY,VICTORIA S SECRET,Consumer Discretionary,12,88.379997,,,,,,,,,,
13,FBP,FIRST BANCORP,Financials,13,27.905001,,,,,,,,,,
14,CBOE,Cboe Global Markets,Financials,14,287.049988,,,,,,,,,,
15,INTU,Intuit,Information Technology,15,291.0,,,,,,,,,,
16,FOXA,Fox Corporation (Class A),Communication Services,16,57.080002,,,,,11,57.48,,11,57.619999,-0.00242969
17,CASY,Casey's,Consumer Staples,17,865.909973,,,,,,,,,,
18,DPZ,Domino's,Consumer Discretionary,18,323.850006,,,,,3,328.970001,,,,
19,ODFL,Old Dominion,Industrials,19,234.604996,,6,234.789993,-0.00078793,,,,,,
20,JBHT,J.B. Hunt,Industrials,20,293.649994,,1,293.26001,0.00132982,7,290.609985,0.00911884,7,291.410004,-0.00274534
21,PYPL,PayPal,Financials,21,55.564999,,,,,,,,,,
22,AKAM,Akamai Technologies,Information Technology,22,125.440002,,,,,,,,,,
23,CTSH,Cognizant,Information Technology,23,43.509998,,,,,,,,,,
24,CMCSA,Comcast,Communication Services,24,23.790001,,2,23.809999,-0.00083990,9,23.780001,0.00126148,,,
25,AMGN,Amgen,Health Care,25,368.329987,,,,,,,,10,366.290009,
26,FOX,Fox Corporation (Class B),Communication Services,26,51.080002,,3,51.470001,-0.00757721,10,51.549999,-0.00155185,,,
27,PCAR,Paccar,Industrials,27,129.0,,,,,,,,12,126.199997,
28,CHRW,C.H. Robinson,Industrials,28,208.710007,,,,,14,205.800003,,,,
29,CTAS,Cintas,Industrials,29,200.119995,,5,200.410004,-0.00144708,16,201.800003,-0.00688800,,,
30,APA,APA Corporation,Energy,30,36.310001,,,,,17,34.84,,19,35.220001,-0.01078935
31,REG,Regency Centers,Real Estate,31,82.190002,,10,82.089996,0.00121825,18,82.139999,-0.00060875,20,82.68,-0.00653122
32,VTRS,Viatris,Health Care,32,17.344999,,7,17.59,-0.01392843,,,,21,17.290001,
33,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",,33,179.050003,,8,179.050003,0.00000000,,,,,,
34,JD,"JD.com, Inc. - American Depositary Shares",,34,30.219999,,,,,,,,26,29.620001,
35,RPRX,Royalty Pharma plc - Class A Ordinary Shares,,35,58.5,,,,,,,,,,
36,ORKA,ORUKA THERAPEUTICS INC,Health Care,36,94.18,,,,,24,91.709999,,,,
37,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,37,105.0,,,,,28,101.0,,,,
38,XMTR,XOMETRY INC CLASS A,Industrials,38,102.779999,,,,,27,100.120003,,,,
39,BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,39,71.599998,,,,,,,,,,
40,IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,40,5.215,,,,,,,,31,5.0,
41,GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary,41,7.375,,13,7.285,0.01235415,,,,32,7.29,
42,CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,42,86.065002,,11,87.07,-0.01154241,26,86.110001,0.01114852,33,85.769997,0.00396414
43,DVN,Devon Energy,Energy,43,45.150002,,,,,,,,,,
44,TXT,Textron,Industrials,44,91.620003,,,,,,,,,,
45,UNH,UnitedHealth Group,Health Care,45,432.755005,,,,,,,,,,
46,FRT,Federal Realty Investment Trust,Real Estate,46,125.970001,,14,125.535004,0.00346515,39,125.574997,-0.00031848,47,126.019997,-0.00353119
47,KIM,Kimco Realty,Real Estate,47,26.145,,,,,42,26.035,,,,
48,IVZ,Invesco,Financials,48,30.389999,,17,30.094999,0.00980229,37,29.665001,0.01449513,,,
49,HPQ,HP Inc.,Information Technology,49,25.2001,,,,,,,,,,
50,ACN,Accenture,Information Technology,50,140.940002,,,,,,,,,,
