current_rank,ticker,name,sector,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,PCG,PG&E Corporation,Utilities,1,17.764999,,,,,,,,,,
2,FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",,2,30.879999,,12,31.49,-0.01937126,,,,,,
3,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,3,16.26,,,,,,,,,,
4,GM,General Motors,Consumer Discretionary,4,81.800003,,23,79.510002,0.02880142,,,,,,
5,CPB,The Campbell's Company - Common Stock,,5,22.385,,,,,,,,,,
6,THRM,GENTHERM INC,Consumer Discretionary,6,37.049999,,,,,,,,,,
7,CBOE,Cboe Global Markets,Financials,7,287.049988,,,,,,,,,,
8,SRI,STONERIDGE INC,Consumer Discretionary,8,7.275,,39,7.37,-0.01289009,,,,,,
9,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,9,8.884,,2,9.2,-0.03434783,,,,,,
10,RGR,STURM RUGER INC,Consumer Discretionary,10,38.93,,,,,,,,,,
11,CME,CME Group,Financials,11,253.380005,,,,,47,245.110001,,,,
12,PMTS,CPI CARD GROUP INC,Information Technology,12,19.51,,16,20.190001,-0.03368009,,,,,,
13,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,13,19.15,,,,,,,,,,
14,PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,14,9.495,,6,9.575,-0.00835509,,,,,,
15,AMGN,Amgen,Health Care,15,368.329987,,,,,,,,,,
16,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,16,28.25,,,,,,,,,,
17,MRK,Merck & Co.,Health Care,17,128.205002,,,,,,,,36,127.5,
18,UNH,UnitedHealth Group,Health Care,18,432.755005,,,,,,,,,,
19,HWM,Howmet Aerospace,Industrials,19,280.640015,,,,,,,,,,
20,TIGO,Millicom International Cellular S.A. - Common Stock,,20,100.120003,,,,,,,,,,
21,FLNG,FLEX LNG LTD,Energy,21,31.139999,,,,,,,,,,
22,DBD,DIEBOLD NIXDORF INC,Information Technology,22,87.349998,,33,88.269997,-0.01042256,,,,23,85.669998,
23,HALO,"Halozyme Therapeutics, Inc. - Common Stock",,23,78.794998,,,,,,,,,,
24,PH,Parker Hannifin,Industrials,24,968.625,,,,,,,,,,
25,GEO,GEO GROUP INC,Industrials,25,31.18,,,,,,,,,,
26,CMRE,COSTAMARE INC,Industrials,26,15.0901,,29,15.3,-0.01371895,,,,,,
27,FLR,FLUOR CORP,Industrials,27,51.330101,,,,,,,,,,
28,RSVR,RESERVOIR MEDIA INC,Communication,28,10.18,,,,,,,,,,
29,TWIN,TWIN DISC INC,Industrials,29,23.309999,,,,,,,,,,
30,BNTX,BioNTech SE - American Depositary Shares,,30,92.209999,,,,,,,,,,
31,CLW,CLEARWATER PAPER CORP,Materials,31,16.834999,,,,,,,,,,
32,DCO,DUCOMMUN INC,Industrials,32,174.550003,,,,,,,,,,
33,RCUS,ARCUS BIOSCIENCES INC,Health Care,33,29.280001,,,,,,,,,,
34,HMH,HMH HOLDING INC CLASS A,Energy,34,20.469999,,3,19.85,0.03123421,,,,,,
35,CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,35,26.5,,,,,,,,,,
36,GNE,GENIE ENERGY LTD CLASS B,Utilities,36,14.34,,,,,,,,,,
37,SCSC,SCANSOURCE INC,Information Technology,37,54.959999,,46,55.509998,-0.00990811,,,,,,
38,PJT,PJT PARTNERS INC CLASS A,Financials,38,167.479996,,,,,,,,,,
39,CCBG,CAPITAL CITY BANK INC,Financials,39,50.759998,,,,,,,,,,
40,INSW,INTERNATIONAL SEAWAYS INC,Energy,40,89.540001,,8,90.449997,-0.01006076,,,,,,
41,BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,41,71.599998,,,,,,,,,,
42,BRKR,Bruker Corporation - Common Stock,,42,59.685001,,,,,,,,,,
43,STNG,SCORPIO TANKERS INC,Energy,43,78.735001,,,,,,,,,,
44,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,44,40.700001,,,,,,,,,,
45,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,45,183.820007,,,,,,,,,,
46,CORT,Corcept Therapeutics Incorporated - Common Stock,,46,93.470001,,,,,,,,,,
47,FLXS,FLEXSTEEL INDUSTRIES INC,Consumer Discretionary,47,74.225098,,,,,,,,,,
48,SIGI,SELECTIVE INSURANCE GROUP INC,Financials,48,97.089996,,13,98.760002,-0.01690974,,,,,,
49,CXW,CORECIVIC REIT INC,Industrials,49,31.809999,,,,,,,,,,
50,PEBO,PEOPLES BANCORP INC,Financials,50,39.619999,,,,,,,,,,
