current_rank,ticker,name,sector,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,GM,General Motors,Consumer Discretionary,1,81.800003,,28,79.510002,0.02880142,,,,,,
2,CBOE,Cboe Global Markets,Financials,2,287.049988,,,,,,,,,,
3,PCG,PG&E Corporation,Utilities,3,17.764999,,,,,,,,,,
4,CME,CME Group,Financials,4,253.380005,,,,,,,,,,
5,COIN,Coinbase,Financials,5,171.740005,,3,175.850006,-0.02337220,,,,,,
6,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,6,16.26,,,,,,,,,,
7,ASIX,ADVANSIX INC,Materials,7,22.045,,,,,,,,,,
8,HMH,HMH HOLDING INC CLASS A,Energy,8,20.469999,,,,,,,,,,
9,CLW,CLEARWATER PAPER CORP,Materials,9,16.834999,,,,,4,16.424999,,,,
10,THRM,GENTHERM INC,Consumer Discretionary,10,37.049999,,,,,,,,,,
11,DVN,Devon Energy,Energy,11,45.150002,,,,,,,,,,
12,TDY,Teledyne Technologies,Information Technology,12,652.587524,,35,646.875,0.00883095,,,,,,
13,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,13,40.700001,,,,,,,,,,
14,UVV,UNIVERSAL CORP,Consumer Staples,14,53.285,,,,,,,,,,
15,FUTU,Futu Holdings Limited - American Depositary Shares,,15,105.695,,,,,,,,,,
16,CPB,The Campbell's Company - Common Stock,,16,22.385,,,,,,,,,,
17,WASH,WASHINGTON TRUST BANCORP INC,Financials,17,38.525002,,,,,,,,,,
18,AMGN,Amgen,Health Care,18,368.329987,,,,,,,,,,
19,ZENA,ZENATECH INC,Information Technology,19,1.559,,,,,,,,,,
20,APA,APA Corporation,Energy,20,36.310001,,,,,,,,,,
21,PNRG,PRIMEENERGY RESOURCES CORP,Energy,21,193.929993,,25,189.860001,0.02143681,,,,,,
22,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,22,19.15,,23,19.219999,-0.00364199,,,,,,
23,EXE,Expand Energy,Energy,23,92.459999,,,,,,,,,,
24,WHD,CACTUS INC CLASS A,Energy,24,56.540001,,,,,,,,,,
25,AKAM,Akamai Technologies,Information Technology,25,125.440002,,16,124.910004,0.00424304,,,,,,
26,RCUS,ARCUS BIOSCIENCES INC,Health Care,26,29.280001,,,,,,,,,,
27,BRKR,Bruker Corporation - Common Stock,,27,59.685001,,,,,,,,,,
28,CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,28,26.5,,,,,,,,,,
29,PMTS,CPI CARD GROUP INC,Information Technology,29,19.51,,1,20.190001,-0.03368009,,,,,,
30,MATV,MATIV HOLDINGS INC,Materials,30,8.1,,19,8.055,0.00558659,,,,,,
31,PRGO,PERRIGO PLC,Health Care,31,10.75,,,,,,,,,,
32,MRK,Merck & Co.,Health Care,32,128.205002,,,,,,,,33,127.5,
33,PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,33,9.495,,2,9.575,-0.00835509,,,,,,
34,UNH,UnitedHealth Group,Health Care,34,432.755005,,,,,,,,,,
35,PCVX,VAXCYTE INC,Health Care,35,57.279999,,,,,,,,,,
36,TWIN,TWIN DISC INC,Industrials,36,23.309999,,,,,,,,,,
37,INTU,Intuit,Information Technology,37,291.0,,,,,,,,,,
38,BNTX,BioNTech SE - American Depositary Shares,,38,92.209999,,,,,,,,,,
39,EGY,VAALCO ENERGY INC,Energy,39,5.595,,,,,,,,,,
40,TWST,TWIST BIOSCIENCE CORP,Health Care,40,94.889999,,,,,,,,,,
41,SCSC,SCANSOURCE INC,Information Technology,41,54.959999,,,,,,,,,,
42,CCBG,CAPITAL CITY BANK INC,Financials,42,50.759998,,,,,,,,,,
43,DBD,DIEBOLD NIXDORF INC,Information Technology,43,87.349998,,11,88.269997,-0.01042256,,,,,,
44,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,44,28.25,,,,,,,,,,
45,FCBC,FIRST COMMUNITY BANKSHARES INC,Financials,45,46.470001,,,,,,,,,,
46,MDLZ,Mondelez International,Consumer Staples,46,60.494999,,,,,,,,,,
47,PCAR,Paccar,Industrials,47,129.0,,,,,,,,,,
48,BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,48,71.599998,,,,,,,,,,
49,VTRS,Viatris,Health Care,49,17.344999,,15,17.59,-0.01392843,,,,,,
50,T,AT&T,Communication Services,50,22.877399,,,,,,,,,,
