current_rank,ticker,name,sector,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,BNTX,BioNTech SE - American Depositary Shares,,1,93.239998,,,,,,,
2,LNTH,LANTHEUS HOLDINGS INC,Health Care,2,105.519997,,,,,,,
3,TXT,Textron,Industrials,3,91.120003,,,,,,,
4,SJM,J.M. Smucker Company (The),Consumer Staples,4,114.129997,,3,112.519997,0.01430857,,,
5,VST,Vistra Corp.,Utilities,5,160.949997,,,,,,,
6,MLAB,MESA LABORATORIES INC,Health Care,6,98.595001,,,,,,,
7,AIR,AAR CORP,Industrials,7,139.949997,,9,135.850006,0.03018028,,,
8,BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,8,31.274,,,,,,,
9,TITN,TITAN MACHINERY INC,Industrials,9,19.5,,,,,,,
10,HWKN,HAWKINS INC,Materials,10,145.925003,,,,,,,
11,CNK,CINEMARK HOLDINGS INC,Communication,11,31.26,,12,31.969999,-0.02220829,,,
12,CV,CAPSOVISION INC,Health Care,12,6.87,,16,6.75,0.01777778,,,
13,NMRA,NEUMORA THERAPEUTICS INC,Health Care,13,1.655,,,,,,,
14,ACTG,ACACIA RESEARCH CORP,Financials,14,4.75,,,,,,,
15,AKAM,Akamai Technologies,Information Technology,15,126.940002,,36,123.129997,0.03094295,,,
16,FUTU,Futu Holdings Limited - American Depositary Shares,,16,101.669998,,,,,,,
17,CSIQ,CANADIAN SOLAR INC,Information Technology,17,15.81,,,,,,,
18,NTGR,NETGEAR INC,Information Technology,18,24.15,,7,23.25,0.03870968,,,
19,ASC,ARDMORE SHIPPING CORP,Energy,19,16.415001,,,,,,,
20,VVX,V2X INC,Industrials,20,80.57,,,,,,,
21,KOS,KOSMOS ENERGY LTD,Energy,21,2.3637,,,,,,,
22,EBAY,eBay Inc.,Consumer Discretionary,22,112.949997,,21,114.190002,-0.01085914,,,
23,PH,Parker Hannifin,Industrials,23,960.304993,,,,,,,
24,BRBR,BELLRING BRANDS INC,Consumer Staples,24,12.54,,,,,,,
25,SIGI,SELECTIVE INSURANCE GROUP INC,Financials,25,96.18,,25,96.739998,-0.00578869,,,
26,SGRY,SURGERY PARTNERS INC,Health Care,26,16.26,,,,,,,
27,EIG,EMPLOYERS HOLDINGS INC,Financials,27,49.994999,,27,50.32,-0.00645868,,,
28,CGEM,CULLINAN THERAPEUTICS INC,Health Care,28,17.959999,,30,17.5,0.02628566,,,
29,QTRX,QUANTERIX CORP,Health Care,29,4.03,,,,,,,
30,ALTI,ALTI GLOBAL INC CLASS A,Financials,30,3.545,,31,3.56,-0.00421348,,,
31,ULTA,Ulta Beauty,Consumer Discretionary,31,492.679993,,33,488.079987,0.00942470,,,
32,MDLZ,Mondelez International,Consumer Staples,32,59.599998,,35,60.27,-0.01111667,1,61.0,-0.01196721
33,FISV,Fiserv,Financials,33,51.330002,,34,51.68,-0.00677241,,,
34,TRMB,Trimble Inc.,Information Technology,34,52.73,,37,53.209999,-0.00902084,,,
35,CTSH,Cognizant,Information Technology,35,44.200001,,43,44.639999,-0.00985659,,,
36,INTU,Intuit,Information Technology,36,293.190002,,38,293.820007,-0.00214419,,,
37,CMCSA,Comcast,Communication Services,37,23.785,,40,23.780001,0.00021022,,,
38,CEG,Constellation Energy,Utilities,38,259.200012,,39,253.5,0.02248525,,,
39,FOX,Fox Corporation (Class B),Communication Services,39,51.369999,,41,51.549999,-0.00349176,,,
40,FOXA,Fox Corporation (Class A),Communication Services,40,57.18,,42,57.48,-0.00521921,,,
41,HST,Host Hotels & Resorts,Real Estate,41,24.030001,,1,24.059999,-0.00124680,5,23.940001,0.00501245
42,CME,CME Group,Financials,42,241.600006,,45,245.110001,-0.01432008,,,
43,TCOM,Trip.com Group Limited - American Depositary Shares,,43,43.970001,,49,44.189999,-0.00497846,,,
44,LOGI,Logitech International S.A. - Registered Shares,,44,104.529999,,48,101.779999,0.02701906,2,102.830002,-0.01021106
45,APA,APA Corporation,Energy,45,35.384998,,44,34.84,0.01564288,,,
46,PTEN,PATTERSON UTI ENERGY INC,Energy,46,10.35,,,,,,,
47,CSGP,CoStar Group,Real Estate,47,28.969999,,,,,,,
48,COCO,THE VITA COCO COMPANY INC,Consumer Staples,48,75.07,,,,,,,
49,ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,49,48.650002,,,,,3,48.389999,
50,DVN,Devon Energy,Energy,50,43.98,,,,,,,
