current_rank,ticker,name,sector,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,BNTX,BioNTech SE - American Depositary Shares,,1,93.239998,,,,,,,
2,PNRG,PRIMEENERGY RESOURCES CORP,Energy,2,188.570007,,,,,,,
3,DVN,Devon Energy,Energy,3,43.98,,,,,,,
4,FISV,Fiserv,Financials,4,51.330002,,,,,,,
5,VNOM,"Viper Energy, Inc.  - Class A Common Stock",,5,44.275002,,,,,,,
6,SDRL,SEADRILL LTD,Energy,6,43.23,,28,42.456001,0.01823061,,,
7,HST,Host Hotels & Resorts,Real Estate,7,24.030001,,,,,,,
8,UVV,UNIVERSAL CORP,Consumer Staples,8,53.169998,,,,,,,
9,TRST,TRUSTCO BANK CORP,Financials,9,55.517502,,,,,,,
10,CCBG,CAPITAL CITY BANK INC,Financials,10,51.02,,,,,,,
11,EVER,EVERQUOTE INC CLASS A,Communication,11,26.280001,,,,,,,
12,TNK,TEEKAY TANKERS LTD CLASS A,Energy,12,74.900002,,,,,,,
13,DPZ,Domino's,Consumer Discretionary,13,332.869995,,10,328.970001,0.01185517,,,
14,TXNM,TXNM ENERGY INC,Utilities,14,57.884998,,,,,,,
15,AIR,AAR CORP,Industrials,15,139.949997,,37,135.850006,0.03018028,,,
16,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,16,313.595001,,,,,10,326.059998,
17,JJSF,J AND J SNACK FOODS CORP,Consumer Staples,17,77.400002,,13,77.760002,-0.00462963,,,
18,TMUS,T-Mobile US,Communication Services,18,192.625,,25,195.639999,-0.01541095,,,
19,COIN,Coinbase,Financials,19,180.350006,,,,,,,
20,VTOL,BRISTOW GROUP INC,Energy,20,44.790001,,,,,,,
21,ZS,"Zscaler, Inc. - Common Stock",,21,150.214996,,,,,,,
22,INTU,Intuit,Information Technology,22,293.190002,,,,,,,
23,RBKB,RHINEBECK BANCORP INC,Financials,23,17.58,,,,,,,
24,FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",,24,33.150002,,,,,,,
25,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,25,18.98,,,,,,,
26,AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary,26,17.165001,,,,,,,
27,ITRI,ITRON INC,Information Technology,27,85.889999,,,,,8,85.989998,
28,BLBD,BLUE BIRD CORP,Industrials,28,81.559998,,,,,,,
29,GPN,Global Payments,Financials,29,81.605003,,,,,,,
30,PLUS,EPLUS,Information Technology,30,91.385002,,,,,,,
31,CBOE,Cboe Global Markets,Financials,31,277.359985,,,,,,,
32,WRB,W. R. Berkley Corporation,Financials,32,72.870003,,,,,,,
33,TDW,TIDEWATER INC,Energy,33,76.529999,,,,,,,
34,CRM,Salesforce,Information Technology,34,171.639999,,33,173.770004,-0.01225761,,,
35,AORT,ARTIVION INC,Health Care,35,25.26,,8,25.35,-0.00355030,44,25.059999,0.01157227
36,AKAM,Akamai Technologies,Information Technology,36,126.940002,,47,123.129997,0.03094295,,,
37,SMTI,SANARA MEDTECH INC,Health Care,37,25.18,,,,,,,
38,SMA,SMARTSTOP SELF STORAGE REIT INC,Real Estate,38,34.224998,,,,,,,
39,MUR,MURPHY OIL CORP,Energy,39,37.125,,2,36.825001,0.00814661,,,
40,WGO,WINNEBAGO INDUSTRIES INC,Consumer Discretionary,40,30.530001,,,,,,,
41,KHC,Kraft Heinz,Consumer Staples,41,25.825001,,,,,,,
42,BG,Bunge Global,Consumer Staples,42,121.849998,,19,120.650002,0.00994609,,,
43,PLTR,Palantir Technologies,Information Technology,43,134.395004,,,,,,,
44,BANC,BANC OF CALIFORNIA INC,Financials,44,21.25,,,,,,,
45,SNY,Sanofi - American Depositary Shares,,45,44.049999,,30,43.98,0.00159161,42,44.66,-0.01522615
46,CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary,46,53.075001,,,,,,,
47,AZTA,AZENTA INC,Health Care,47,27.059999,,,,,,,
48,APA,APA Corporation,Energy,48,35.384998,,,,,,,
49,INSW,INTERNATIONAL SEAWAYS INC,Energy,49,91.760002,,,,,,,
50,NTGR,NETGEAR INC,Information Technology,50,24.15,,,,,,,
