rank,ticker,first_seen_date,buy_date,latest_date,close,entry_return,exit_score,action,sell_signal,consecutive_signal_days,sell_reasons,drawdown_63d,change_5d,change_20d,rsi14,chart_href
1,ARM,2026-07-02,2026-07-02,2026-08-10,271.424988,-0.13909861437166526,100.0,TRIM,True,27,硬止损: 持仓相对成本约 -13.9%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA26; 动能转弱: 20日跌幅 -9.2%; 动能转弱: RSI 47.3 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -38.2%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.3823670105158674,0.1353843816228928,-0.0921937286261657,47.31926757283698,exit-risk-trends.html#ticker-arm
2,AXP,2026-07-02,2026-07-02,2026-08-10,337.046112,-0.04237379071872971,100.0,WATCH,True,2,硬止损观察: 持仓约 -4.2% 且收盘跌破 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: EMA9 新下穿 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: RSI 46.2 低于50; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26,-0.06782613193909082,-0.02226122353718618,-0.04904743205522122,46.23318923250037,exit-risk-trends.html#ticker-axp
3,CMG,2026-07-02,2026-07-02,2026-08-10,32.669998,-0.07685789988295855,100.0,WATCH,True,5,硬止损: 持仓相对成本约 -7.7%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -12.8%; 动能转弱: 20日跌幅 -10.8%; 动能转弱: RSI 44.9 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: 63日高点回撤 -15.2%,-0.1518692107995847,-0.12786975781819976,-0.10810818705683356,44.94149954076067,exit-risk-trends.html#ticker-cmg
4,WDC,2026-07-02,2026-07-02,2026-08-10,444.0,-0.17625231910946193,100.0,TRIM,True,4,硬止损: 持仓相对成本约 -17.6%，超过 -7% 防线; 派发聚集: 最近5日出现 3 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -15.8%; 动能转弱: 20日跌幅 -20.1%; 动能转弱: RSI 40.0 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -40.5%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.40500916352891636,-0.1578467728416153,-0.20079199065701359,39.95156709272477,exit-risk-trends.html#ticker-wdc
5,ROK,2026-07-02,2026-07-02,2026-08-10,438.950012,-0.06942972051482588,95.0,WATCH,True,5,硬止损观察: 持仓约 -6.9% 且收盘跌破 EMA26; 派发聚集: 最近5日出现 2 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -8.7%; 动能转弱: RSI 39.8 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -11.3%,-0.1133755685422202,-0.08738408673702658,-0.046693450840869954,39.767306917829764,exit-risk-trends.html#ticker-rok
6,INTC,2026-07-02,2026-07-02,2026-08-10,97.519997,-0.18969672936762327,94.0,TRIM,True,27,硬止损: 持仓相对成本约 -19.0%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA26; 动能转弱: RSI 46.5 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -30.8%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.3080743889871662,0.07164831868131882,-0.05430571990964739,46.52769655355543,exit-risk-trends.html#ticker-intc
7,NOK,2026-07-02,2026-07-02,2026-07-06,12.51,0.036454018227009,88.0,WATCH,True,26,利润保护: 收盘 $12.51 跌破 3ATR 动态保护线 $14.19; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -24.7%; 动能转弱: RSI 41.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -25.8%,-0.2575667655786351,-0.03843197540353571,-0.24729241877256325,41.59827405402243,exit-risk-trends.html#ticker-nok
8,NBIS,2026-07-06,2026-07-02,2026-08-10,193.110001,-0.10439659828393921,86.0,TRIM,True,3,硬止损: 持仓相对成本约 -10.4%，超过 -7% 防线; 动能转弱: 5日跌幅 -9.2%; 动能转弱: 20日跌幅 -8.3%; 动能转弱: RSI 47.2 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -32.6%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.32641529298953365,-0.0915890526710974,-0.08265637933248726,47.23009212483084,exit-risk-trends.html#ticker-nbis
9,GLW,2026-07-06,2026-07-06,2026-08-10,163.509995,-0.16062632196160698,82.0,SELL_NOW,True,26,硬止损: 持仓相对成本约 -16.1%，超过 -7% 防线; 动能转弱: 20日跌幅 -10.7%; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -36.1%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.3% 后收阴回落，收盘位于日内区间 30%,-0.36051471030924387,0.11504361780580763,-0.10703951664551625,50.53812085909974,exit-risk-trends.html#ticker-glw
10,VRT,2026-07-02,2026-07-02,2026-08-10,272.910004,-0.09190428606762802,82.0,SELL_NOW,True,22,硬止损: 持仓相对成本约 -9.2%，超过 -7% 防线; 动能转弱: 20日跌幅 -10.8%; 动能转弱: RSI 46.1 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -27.5%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.8% 后收阴回落，收盘位于日内区间 50%,-0.2746192594402045,0.03748343071583804,-0.10775817026446155,46.14637705499918,exit-risk-trends.html#ticker-vrt
