current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
19,HSHP,HIMALAYA SHIPPING LTD,Industrials,19,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,GILD,Gilead Sciences,Health Care,20,133.264999,,1,133.210007,0.00041282,,,,1,131.759995,,11,135.25,-0.02580410,,,,,,,,,,,,,1,134.320007,,,,,,,,,,,,,,,,,,,,,,
21,CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,21,30.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,MCK,McKesson Corporation,Health Care,22,885.015015,,34,869.304993,0.01807193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,DHT,DHT HOLDINGS,Energy,23,18.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DOMO,DOMO INC CLASS B,Information Technology,24,3.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,NTES,"NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",,25,131.880005,,,,,,,,,,,,,,,,,,,,36,131.895004,,,,,,,,,,,,,,,,,,,,,,,33,134.199997,,,,
26,CLMB,CLIMB GLOBAL SOLUTIONS INC,Information Technology,26,27.844999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,BBIO,"BridgeBio Pharma, Inc. - Common Stock",,27,84.921799,,15,84.480003,0.00522959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,TEX,TEREX,Industrials,28,67.214996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,68.480003,,,,,,,,,,,,,
29,LLY,Lilly (Eli),Health Care,29,1211.555054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CAMT,Camtek Ltd. - Ordinary Shares,,30,154.774994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,FC,FRANKLIN COVEY,Industrials,31,21.645,,24,21.775,-0.00597015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,GPOR,GULFPORT ENERGY,Energy,32,165.25,,31,162.770004,0.01523620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,AVO,MISSION PRODUCE INC,Consumer Staples,33,13.145,,19,13.2,-0.00416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,TIPT,TIPTREE INC,Financials,34,18.15,,6,18.120001,0.00165557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,SUPN,SUPERNUS PHARMACEUTICALS,Health Care,35,47.345001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,36,42.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,TH,TARGET HOSPITALITY,Consumer Discretionary,37,16.865,,44,16.51,0.02150212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,STE,Steris,Health Care,38,236.005005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,218.595001,,,,,,,,,,,,,,,,,,,
39,TALO,TALOS ENERGY,Energy,39,15.26,,,,,,,,,,,,,,,,,10,15.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,SLG,SL GREEN REALTY REIT CORP,Real Estate,40,55.855,,16,56.389999,-0.00948748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,RCUS,ARCUS BIOSCIENCES,Health Care,41,28.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,29.98,,,,,,,,,,
42,BCAX,BICARA THERAPEUTICS INC,Health Care,42,28.0,,18,28.059999,-0.00213824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,LWAY,LIFEWAY FOODS INC,Consumer Staples,43,31.504999,,47,31.5,0.00015870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,44,40.330002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,45,189.220001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,INR,INFINITY NATURAL RESOURCES INC CLA,Energy,46,13.6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ADUS,ADDUS HOMECARE CORP,Health Care,47,118.870003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,NE,NOBLE CORPORATION PLC,Energy,48,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,KFRC,KFORCE INC,Industrials,49,58.919998,,37,59.169998,-0.00422511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,GBTG,GLOBAL BUSINESS TRAVEL GROUP CLASS,Consumer Discretionary,50,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
