current_rank,ticker,name,sector,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return,2026-08-21__predicted_rank,2026-08-21__close,2026-08-21__next_snapshot_return,2026-08-20__predicted_rank,2026-08-20__close,2026-08-20__next_snapshot_return,2026-08-19__predicted_rank,2026-08-19__close,2026-08-19__next_snapshot_return,2026-08-18__predicted_rank,2026-08-18__close,2026-08-18__next_snapshot_return,2026-08-17__predicted_rank,2026-08-17__close,2026-08-17__next_snapshot_return,2026-08-14__predicted_rank,2026-08-14__close,2026-08-14__next_snapshot_return,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return
1,SHOE,SHOE STATION GROUP INC,Consumer Discretionary,1,15.83,,23,15.51,0.02063185,,,,1,15.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FOR,FORESTAR GROUP INC,Real Estate,2,29.440001,,,,,,,,2,29.625,,,,,,,,,,,,,,,,,46,29.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,KMB,Kimberly-Clark,Consumer Staples,3,111.910004,,,,,,,,,,,,,,,,,23,110.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",,4,78.059998,,,,,,,,4,77.260002,,,,,,,,7,78.860001,,27,77.339996,0.01965354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,NSSC,NAPCO SECURITY TECHNOLOGIES,Information Technology,5,40.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,38.09,,,,,,,,,,,,,,,,
6,OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,6,27.02,,,,,,,,,,,,,,,,,,,,37,26.91,,,,,,,,,,,,,,13,26.535,,,,,,,,,,,,,,,,,,,,,,,,,
7,AIZ,Assurant,Financials,7,287.869995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,HCKT,HACKETT GROUP,Information Technology,8,11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SYY,Sysco,Consumer Staples,9,84.730003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,EPC,EDGEWELL PERSONAL CARE,Consumer Staples,10,29.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29.219999,,,,,,,,,,,,,,,,,,,,,,
