buy_date,latest_date,strategy,universe,ticker,name,sector,original_rank,current_rank,return,buy_close,latest_close,selection_reason,signal_reason
2026-09-04,2026-09-08,Aster Call,Aster Call,AVLN,AVALYN PHARMA INC,Health Care,4,49,0.00615138,37.389999,37.619999,Aster当日前50,
2026-09-04,2026-09-08,Aster Call,Aster Call,WWW,WOLVERINE WORLD WIDE,Consumer Discretionary,18,22,-0.03418397,20.770000,20.059999,Aster当日前50,
2026-09-04,2026-09-08,Aster Call,Aster Call,HY,HYSTER YALE INC CLASS A,Industrials,28,30,-0.00474999,35.790001,35.619999,Aster当日前50,
2026-09-02,2026-09-08,Aster Call,Aster Call,INVA,INNOVIVA,Health Care,39,7,-0.00046838,21.350000,21.340000,Aster当日前50,
2026-09-01,2026-09-08,Aster Call,Aster Call,CLB,CORE LABORATORIES,Energy,30,34,0.00887813,12.390000,12.500000,Aster当日前50,
2026-08-31,2026-09-08,Aster Call,Aster Call,SOLS,Solstice Advanced Materials Inc. - Common Stock,,17,40,0.01798391,63.389999,64.529999,Aster当日前50,
2026-08-27,2026-09-08,Aster Call,Aster Call,HY,HYSTER YALE INC CLASS A,Industrials,12,30,0.02933099,34.605000,35.619999,Aster当日前50,
2026-08-26,2026-09-08,Aster Call,Aster Call,ANET,Arista Networks,Information Technology,1,10,-0.03589614,202.250000,194.990005,Aster当日前50,
2026-08-26,2026-09-08,Aster Call,Aster Call,NWE,NORTHWESTERN ENERGY GROUP,Utilities,19,39,0.00419692,71.480003,71.779999,Aster当日前50,
2026-08-25,2026-09-08,Aster Call,Aster Call,HNRG,HALLADOR ENERGY,Utilities,5,11,0.03300727,16.360001,16.900000,Aster当日前50,
2026-08-25,2026-09-08,Aster Call,Aster Call,NNE,NANO NUCLEAR ENERGY,Industrials,14,36,0.00571726,19.240000,19.350000,Aster当日前50,
2026-08-24,2026-09-08,Aster Call,Aster Call,HNRG,HALLADOR ENERGY,Utilities,33,11,0.05889724,15.960000,16.900000,Aster当日前50,
2026-08-21,2026-09-08,Aster Call,Aster Call,GEO,GEO GROUP,Industrials,25,44,-0.00681751,32.270000,32.049999,Aster当日前50,
2026-08-21,2026-09-08,Aster Call,Aster Call,FLGT,FULGENT GENETICS,Health Care,27,29,0.01405628,19.920000,20.200001,Aster当日前50,
2026-08-20,2026-09-08,Aster Call,Aster Call,GEO,GEO GROUP,Industrials,11,44,0.00062441,32.029999,32.049999,Aster当日前50,
2026-08-20,2026-09-08,Aster Call,Aster Call,GOLD,GOLD INC,Consumer Discretionary,39,3,0.05140394,45.230000,47.555000,Aster当日前50,
2026-08-18,2026-09-08,Aster Call,Aster Call,PPL,PPL Corporation,Utilities,5,50,-0.02501384,35.980000,35.080002,Aster当日前50,
2026-08-18,2026-09-08,Aster Call,Aster Call,WRLD,WORLD ACCEPTANCE CORP,Financials,24,25,0.00723956,190.619995,192.000000,Aster当日前50,
2026-08-18,2026-09-08,Aster Call,Aster Call,KGS,KODIAK GAS SERVICES INC,Energy,49,33,-0.00403982,64.360001,64.099998,Aster当日前50,
2026-08-17,2026-09-08,Aster Call,Aster Call,LRCX,Lam Research,Information Technology,22,1,-0.06651125,343.250000,320.420013,Aster当日前50,
2026-08-17,2026-09-08,Aster Call,Aster Call,AMD,Advanced Micro Devices,Information Technology,40,38,-0.00618999,508.890015,505.739990,Aster当日前50,
2026-08-17,2026-09-08,Aster Call,Aster Call,SOLS,Solstice Advanced Materials Inc. - Common Stock,,41,40,0.03206712,62.525002,64.529999,Aster当日前50,
2026-08-14,2026-09-08,Aster Call,Aster Call,WWW,WOLVERINE WORLD WIDE,Consumer Discretionary,31,22,-0.04248219,20.950001,20.059999,Aster当日前50,
2026-08-13,2026-09-08,Aster Call,Aster Call,NNE,NANO NUCLEAR ENERGY,Industrials,45,36,-0.03438295,20.039000,19.350000,Aster当日前50,
2026-08-12,2026-09-08,Aster Call,Aster Call,TKO,TKO Group Holdings,Communication Services,16,48,0.00169162,195.080002,195.410004,Aster当日前50,
2026-08-12,2026-09-08,Aster Call,Aster Call,NNE,NANO NUCLEAR ENERGY,Industrials,33,36,0.01788532,19.010000,19.350000,Aster当日前50,
2026-08-11,2026-09-08,Aster Call,Aster Call,MNSB,MAINSTREET BANCSHARES,Financials,8,17,0.04573299,24.490000,25.610001,Aster当日前50,
2026-08-11,2026-09-08,Aster Call,Aster Call,TKO,TKO Group Holdings,Communication Services,22,48,0.00318297,194.789993,195.410004,Aster当日前50,
2026-08-11,2026-09-08,Aster Call,Aster Call,CRWV,"CoreWeave, Inc. - Class A Common Stock",,28,14,0.10529232,90.320000,99.830002,Aster当日前50,
2026-08-11,2026-09-08,Aster Call,Aster Call,NNE,NANO NUCLEAR ENERGY,Industrials,48,36,-0.00154794,19.379999,19.350000,Aster当日前50,
