rank,ticker,first_seen_date,buy_date,latest_date,close,entry_return,exit_score,action,sell_signal,consecutive_signal_days,sell_reasons,drawdown_63d,change_5d,change_20d,rsi14,chart_href
1,BAX,2026-07-06,2026-07-06,2026-09-09,24.405001,0.08082378210806018,100.0,WATCH,True,3,利润保护: 盈利持仓从阶段高位回撤 -13.9%; 利润保护: 收盘 $24.41 跌破 3ATR 动态保护线 $25.75; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.2%; 动能转弱: 20日跌幅 -11.6%; 动能转弱: RSI 39.2 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -13.9%,-0.1391534038800707,-0.04218991365777092,-0.11608112582103858,39.17804282870217,exit-risk-trends.html#ticker-bax
2,IP,2026-06-26,2026-06-30,2026-09-09,34.650002,-0.09055108086882313,100.0,WATCH,True,7,硬止损: 持仓相对成本约 -9.1%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -5.0%; 动能转弱: 20日跌幅 -17.1%; 动能转弱: RSI 30.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -21.4%,-0.21410746200952602,-0.04964336395072322,-0.17105256390077905,30.590687684495933,exit-risk-trends.html#ticker-ip
3,IR,2026-06-26,2026-06-30,2026-09-09,73.599998,-0.10232955488058437,100.0,TRIM,True,16,硬止损: 持仓相对成本约 -10.2%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -13.4%; 动能转弱: RSI 31.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -18.2%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.18222224444444446,-0.013933561279924511,-0.1342195474833655,31.570533486010177,exit-risk-trends.html#ticker-ir
4,ISRG,2026-07-02,2026-07-02,2026-09-09,353.23999,-0.17081762937917833,100.0,TRIM,True,12,硬止损: 持仓相对成本约 -17.1%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.3%; 动能转弱: 20日跌幅 -12.0%; 动能转弱: RSI 37.4 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -18.4%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.18388281632621728,-0.04335818551117132,-0.11960725689584573,37.418554184582725,exit-risk-trends.html#ticker-isrg
5,KMB,2026-07-06,2026-07-06,2026-09-09,98.699997,-0.12662600430712323,100.0,TRIM,True,2,硬止损: 持仓相对成本约 -12.7%，超过 -7% 防线; 新鲜破位: 放量下跌，成交量约为20日均量 2.1 倍; 派发聚集: 最近5日出现 2 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -7.8%; 动能转弱: 20日跌幅 -9.1%; 动能转弱: RSI 29.0 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -14.0%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.1397943287396607,-0.07825929065634496,-0.09090911854103345,29.014978216210224,exit-risk-trends.html#ticker-kmb
6,PYPL,2026-07-06,2026-07-06,2026-09-09,52.169998,0.15701925038811249,100.0,WATCH,True,6,利润保护: 曾有较大盈利但63日高点回撤 -16.3%; 利润保护: 收盘 $52.17 跌破 3ATR 动态保护线 $56.44; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -11.6%; 动能转弱: RSI 37.4 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -16.3%,-0.16260033968860899,-0.004389389145443179,-0.11576274576271184,37.351229333607776,exit-risk-trends.html#ticker-pypl
7,RCL,2026-06-26,2026-06-30,2026-09-09,259.779999,-0.18187257954168923,100.0,TRIM,True,17,硬止损: 持仓相对成本约 -18.2%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -15.4%; 动能转弱: RSI 22.8 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -20.7%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.20658484916742093,-0.022280815704291523,-0.15422430709863544,22.848864037561256,exit-risk-trends.html#ticker-rcl
8,VRT,2026-07-02,2026-07-02,2026-09-09,262.769989,-0.1256447280658992,100.0,TRIM,True,1,硬止损: 持仓相对成本约 -12.6%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: 收盘新跌破 EMA26; 新鲜破位: 放量下跌，成交量约为20日均量 2.1 倍; 动能转弱: RSI 46.3 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -26.6%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.265923579152174,0.026565566173514243,-0.06756328425225,46.26124451572727,exit-risk-trends.html#ticker-vrt
9,XE,2026-07-02,2026-07-02,2026-09-09,17.26,-0.0005790387955991738,100.0,TRIM,True,24,硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA26; 新鲜破位: 放量下跌，成交量约为20日均量 1.6 倍; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -6.2%; 动能转弱: 20日跌幅 -16.1%; 动能转弱: RSI 44.8 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -24.6%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.24562933765862482,-0.062466051059206884,-0.1609139523578026,44.81128618886709,exit-risk-trends.html#ticker-xe
10,FTV,2026-07-06,2026-07-06,2026-09-09,55.82,-0.12232701642537791,98.0,TRIM,True,15,硬止损: 持仓相对成本约 -12.2%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -9.5%; 动能转弱: RSI 32.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -12.9%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.12903723695036584,-0.017253503824885663,-0.09500648508430609,32.56863022890431,exit-risk-trends.html#ticker-ftv
