current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,VRSN,Verisign,Information Technology,1,278.725006,,,,,,,,,,
2,EXR,Extra Space Storage,Real Estate,2,148.880005,,42,147.669998,0.00819399,,,,,,
3,CBRE,CBRE Group,Real Estate,3,142.649902,,,,,,,,,,
4,INCY,Incyte,Health Care,4,119.32,,,,,,,,,,
5,OLMA,OLEMA PHARMACEUTICALS INC,Health Care,5,12.17,,,,,,,,,,
6,STE,Steris,Health Care,6,218.695007,,,,,,,,,,
7,BAX,Baxter International,Health Care,7,23.155001,,,,,,,,,,
8,MSI,Motorola Solutions,Information Technology,8,425.25,,,,,,,,,,
9,UHS,Universal Health Services,Health Care,9,161.449997,,2,155.839996,0.03599847,,,,,,
10,FIS,Fidelity National Information Services,Financials,10,43.080002,,,,,,,,,,
11,PSA,Public Storage,Real Estate,11,325.299988,,,,,,,,,,
12,ADSK,Autodesk,Information Technology,12,223.240005,,,,,,,,,,
13,BKNG,Booking Holdings,Consumer Discretionary,13,184.800003,,,,,,,,,,
14,TSCO,Tractor Supply,Consumer Discretionary,14,31.629999,,,,,,,,,,
15,FISV,Fiserv,Financials,15,52.200001,,,,,,,,,,
16,FUTU,Futu Holdings Limited - American Depositary Shares,,16,103.650002,,,,,,,,,,
17,LOGI,Logitech International S.A. - Registered Shares,,17,106.269997,,17,105.779999,0.00463224,,,,,,
18,ASC,ARDMORE SHIPPING CORP,Energy,18,16.565001,,,,,,,,,,
19,KMPR,KEMPER CORP,Financials,19,29.66,,7,28.790001,0.03021879,,,,,,
20,BKD,BROOKDALE SENIOR LIVING INC,Health Care,20,15.525,,,,,,,,,,
21,TGTX,TG THERAPEUTICS INC,Health Care,21,55.759998,,10,56.040001,-0.00499648,,,,,,
22,QCRH,QCR HOLDINGS INC,Financials,22,100.709999,,34,100.150002,0.00559158,,,,,,
23,KKR,KKR & Co.,Financials,23,100.839996,,,,,,,,,,
24,MAS,Masco,Industrials,24,80.449997,,25,79.269997,0.01488583,,,,,,
25,BR,Broadridge Financial Solutions,Industrials,25,153.559998,,,,,,,,,,
26,BSX,Boston Scientific,Health Care,26,46.044998,,,,,,,,,,
27,HTB,HOMETRUST BANCSHARES INC,Financials,27,49.630001,,,,,,,,,,
28,AOS,A. O. Smith,Industrials,28,62.18,,,,,,,,,,
29,NKSH,NATIONAL BANKSHARES INC,Financials,29,38.84,,,,,,,,,,
30,KVUE,Kenvue,Consumer Staples,30,19.3743,,50,19.254999,0.00619585,,,,,,
31,ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,31,49.599998,,,,,,,,,,
32,MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",,32,555.859985,,,,,,,,,,
33,ZBH,Zimmer Biomet,Health Care,33,92.699997,,,,,,,,,,
34,HZO,MARINEMAX INC,Consumer Discretionary,34,35.849998,,,,,,,,,,
35,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,35,41.700001,,29,43.584999,-0.04324878,,,,,,
36,NTGR,NETGEAR INC,Information Technology,36,24.76,,,,,,,,14,24.620001,
37,LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,37,7.6701,,,,,,,,,,
38,NMRK,NEWMARK GROUP INC CLASS A,Real Estate,38,15.96,,,,,,,,,,
39,LNTH,LANTHEUS HOLDINGS INC,Health Care,39,108.639999,,,,,,,,,,
40,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,40,42.950001,,,,,,,,,,
41,TRMB,Trimble Inc.,Information Technology,41,54.889999,,,,,,,,,,
42,ORLY,O’Reilly Automotive,Consumer Discretionary,42,90.544998,,,,,,,,,,
43,CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,Health Care,43,9.29,,,,,12,9.32,,,,
44,FRBA,FIRST BANK,Financials,44,18.450001,,27,17.98,0.02614021,,,,,,
45,SHBI,SHORE BANCSHARES INC,Financials,45,23.9499,,,,,,,,,,
46,IQV,IQVIA,Health Care,46,210.589996,,,,,,,,,,
47,LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication,47,7.605,,,,,,,,,,
48,BX,Blackstone Inc.,Financials,48,131.445007,,4,129.970001,0.01134882,,,,,,
49,NX,QUANEX BUILDING PRODUCTS CORP,Industrials,49,18.52,,,,,,,,,,
50,TNK,TEEKAY TANKERS LTD CLASS A,Energy,50,76.105003,,,,,,,,,,
