current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,FIS,Fidelity National Information Services,Financials,1,43.080002,,,,,,,,,,,,,,,,,,,
2,UHS,Universal Health Services,Health Care,2,161.449997,,1,155.839996,0.03599847,,,,,,,,,,,,,,,
3,FUTU,Futu Holdings Limited - American Depositary Shares,,3,103.650002,,,,,,,,,,,,,,,,,,,
4,AOS,A. O. Smith,Industrials,4,62.18,,,,,,,,,,,,,,,,,,,
5,STE,Steris,Health Care,5,218.695007,,,,,,,,,,,,,,,,,28,217.839996,
6,BR,Broadridge Financial Solutions,Industrials,6,153.559998,,,,,,,,,,,,,,,,,,,
7,ADSK,Autodesk,Information Technology,7,223.240005,,,,,,,,,,,,,,,,,5,218.350006,
8,KMPR,KEMPER CORP,Financials,8,29.66,,2,28.790001,0.03021879,,,,,,,,,,,,,,,
9,MSI,Motorola Solutions,Information Technology,9,425.25,,,,,,,,,,,,,,,,,,,
10,INCY,Incyte,Health Care,10,119.32,,,,,,,,,,,,,,,,,,,
11,VRSN,Verisign,Information Technology,11,278.725006,,,,,,,,,,,,,,,,,32,277.660004,
12,HZO,MARINEMAX INC,Consumer Discretionary,12,35.849998,,,,,,,,,,,,,,,,,,,
13,BKD,BROOKDALE SENIOR LIVING INC,Health Care,13,15.525,,,,,,,,,,,,,,,,,,,
14,ASC,ARDMORE SHIPPING CORP,Energy,14,16.565001,,,,,,,,,,,,,,,,,,,
15,LOGI,Logitech International S.A. - Registered Shares,,15,106.269997,,9,105.779999,0.00463224,,,,,,,,,,,,,,,
16,MAS,Masco,Industrials,16,80.449997,,20,79.269997,0.01488583,,,,,,,,,,,,,,,
17,MDLZ,Mondelez International,Consumer Staples,17,60.610001,,,,,,,,,,,,,,,,,,,
