current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
18,NKSH,NATIONAL BANKSHARES INC,Financials,18,38.84,,,,,,,,,,,,,,,,,,,
19,FAST,Fastenal,Industrials,19,47.244999,,,,,,,,,,,,,,,,,,,
20,BSX,Boston Scientific,Health Care,20,46.044998,,,,,,,,,,,,,,,,,,,
21,PSA,Public Storage,Real Estate,21,325.299988,,,,,,,,,,,,,,,,,,,
22,FRBA,FIRST BANK,Financials,22,18.450001,,23,17.98,0.02614021,,,,,,,,,,,,,,,
23,ZBH,Zimmer Biomet,Health Care,23,92.699997,,,,,,,,,,,,,,,,,,,
24,SHBI,SHORE BANCSHARES INC,Financials,24,23.9499,,,,,,,,,,,,,,,,,,,
25,EXR,Extra Space Storage,Real Estate,25,148.880005,,,,,,,,,,,,,,,,,,,
26,TPG,TPG Inc. - Class A Common Stock,,26,43.189999,,,,,,,,,,,,,,,,,,,
27,BX,Blackstone Inc.,Financials,27,131.445007,,42,129.970001,0.01134882,,,,,,,,,,,,,,,
28,CBRE,CBRE Group,Real Estate,28,142.649902,,,,,,,,,,,,,,,,,,,
29,FISV,Fiserv,Financials,29,52.200001,,,,,,,,,,,,,,,,,,,
30,CME,CME Group,Financials,30,256.209991,,15,255.309998,0.00352510,,,,15,249.240005,,,,,,,,,,
31,BKNG,Booking Holdings,Consumer Discretionary,31,184.800003,,,,,,,,,,,,,,,,,,,
32,STLD,Steel Dynamics,Materials,32,247.830002,,,,,,,,,,,,,,,,,,,
33,HTB,HOMETRUST BANCSHARES INC,Financials,33,49.630001,,,,,,,,,,,,,,,,,,,
34,NMRK,NEWMARK GROUP INC CLASS A,Real Estate,34,15.96,,,,,,,,,,,,,,,,,,,
35,QCRH,QCR HOLDINGS INC,Financials,35,100.709999,,30,100.150002,0.00559158,,,,,,,,,,,,,,,
36,KVUE,Kenvue,Consumer Staples,36,19.3743,,,,,,,,,,,,,,,,,,,
37,BAX,Baxter International,Health Care,37,23.155001,,,,,,,,,,,,,,,,,,,
38,SYK,Stryker Corporation,Health Care,38,336.065002,,,,,,,,,,,,,,,,,,,
39,KKR,KKR & Co.,Financials,39,100.839996,,,,,,,,,,,,,,,,,,,
40,JAKK,JAKKS PACIFIC INC,Consumer Discretionary,40,25.040001,,,,,,,,,,,39,24.41,,,,,,,
41,OLMA,OLEMA PHARMACEUTICALS INC,Health Care,41,12.17,,,,,,,,,,,,,,,,,,,
42,NTGR,NETGEAR INC,Information Technology,42,24.76,,,,,,,,3,24.620001,,,,,,,,,,
43,NTNX,"Nutanix, Inc. - Class A Common Stock",,43,57.290001,,,,,,,,,,,,,,,,,,,
44,LNTH,LANTHEUS HOLDINGS INC,Health Care,44,108.639999,,,,,,,,,,,12,107.949997,,,,,,,
45,MATW,MATTHEWS INTERNATIONAL CORP CLASS,Consumer Discretionary,45,28.18,,,,,,,,,,,,,,,,,,,
46,TRMB,Trimble Inc.,Information Technology,46,54.889999,,,,,,,,,,,,,,17,53.209999,,40,52.720001,0.00929435
47,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,47,42.950001,,,,,,,,,,,,,,,,,,,
48,TNK,TEEKAY TANKERS LTD CLASS A,Energy,48,76.105003,,,,,,,,,,,2,75.674004,,,,,,,
49,NX,QUANEX BUILDING PRODUCTS CORP,Industrials,49,18.52,,,,,,,,,,,,,,,,,,,
50,TGTX,TG THERAPEUTICS INC,Health Care,50,55.759998,,27,56.040001,-0.00499648,,,,,,,,,,,,,,,
