current_rank,ticker,name,sector,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,AVGO,Broadcom,Information Technology,1,396.679993,,,,,,,,,,
2,AMD,Advanced Micro Devices,Information Technology,2,553.919983,,,,,,,,,,
3,STLD,Steel Dynamics,Materials,3,238.289993,,,,,,,,,,
4,MPWR,Monolithic Power Systems,Information Technology,4,1398.98999,,,,,,,,,,
5,LITE,Lumentum,Information Technology,5,824.919983,,35,837.559998,-0.01509147,,,,,,
6,STX,Seagate Technology,Information Technology,6,903.570007,,,,,,,,,,
7,TSEM,Tower Semiconductor Ltd. - Ordinary Shares,,7,249.830002,,36,250.910004,-0.00430434,,,,,,
8,VSAT,VIASAT INC,Information Technology,8,74.480003,,,,,,,,,,
9,ICHR,ICHOR HOLDINGS LTD,Information Technology,9,96.349998,,,,,,,,,,
10,ONDS,ONDAS INC,Information Technology,10,8.0321,,,,,,,,,,
11,BELFB,BEL FUSE INC CLASS B,Information Technology,11,281.98999,,,,,,,,,,
12,HUT,HUT CORP,Information Technology,12,109.535004,,,,,,,,,,
13,CIFR,CIPHER DIGITAL INC,Information Technology,13,23.775,,,,,,,,,,
14,GM,General Motors,Consumer Discretionary,14,81.860001,,11,79.510002,0.02955602,,,,,,
15,DUK,Duke Energy,Utilities,15,127.754997,,,,,,,,,,
16,SWK,Stanley Black & Decker,Industrials,16,89.230003,,,,,,,,,,
17,KVUE,Kenvue,Consumer Staples,17,19.195,,,,,,,,,,
18,HPE,Hewlett Packard Enterprise,Information Technology,18,48.369999,,,,,,,,,,
19,FDX,FedEx,Industrials,19,319.285004,,,,,,,,,,
20,TPR,"Tapestry, Inc.",Consumer Discretionary,20,143.184998,,,,,,,,,,
21,DD,DuPont,Materials,21,139.595001,,10,138.820007,0.00558273,,,,,,
22,FCX,Freeport-McMoRan,Materials,22,64.279999,,,,,,,,,,
23,ESLT,Elbit Systems Ltd. - Ordinary Shares,,23,794.0,,,,,,,,,,
24,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,24,185.559998,,,,,,,,,,
25,GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",,25,52.724998,,,,,,,,,,
26,BRKR,Bruker Corporation - Common Stock,,26,60.244999,,,,,,,,,,
27,CAR,"Avis Budget Group, Inc. - Common Stock",,27,165.309998,,,,,,,,,,
28,CAMT,Camtek Ltd. - Ordinary Shares,,28,156.630005,,37,156.149994,0.00307404,,,,,,
29,IESC,"IES Holdings, Inc. - Common Stock",,29,671.190002,,,,,,,,,,
30,GWRS,GLOBAL WATER RESOURCES INC,Utilities,30,7.3168,,,,,,,,,,
31,IPI,INTREPID POTASH INC,Materials,31,34.8699,,,,,,,,,,
32,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,32,8.89,,40,9.2,-0.03369565,,,,,,
33,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,33,15.98,,38,15.46,0.03363519,,,,,,
34,CLB,CORE LABORATORIES INC,Energy,34,11.94,,,,,,,,,,
35,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,35,42.950001,,,,,,,,,,
36,GNE,GENIE ENERGY LTD CLASS B,Utilities,36,14.39,,,,,,,,,,
37,FLR,FLUOR CORP,Industrials,37,51.189999,,,,,,,,,,
38,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,38,22.870001,,,,,,,,,,
39,MRX,MAREX GROUP LTD,Financials,39,66.190002,,,,,,,,,,
40,BTU,PEABODY ENERGY CORP,Energy,40,23.959999,,,,,,,,,,
41,ARKO,ARKO,Consumer Discretionary,41,8.155,,,,,,,,,,
42,KMT,KENNAMETAL INC,Industrials,42,34.764999,,,,,,,,,,
43,FWRG,FIRST WATCH RESTAURANT GROUP INC,Consumer Discretionary,43,12.445,,,,,,,,,,
44,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,44,22.59,,,,,,,,,,
45,PLOW,DOUGLAS DYNAMICS INC,Industrials,45,46.855,,,,,,,,,,
46,PGEN,PRECIGEN INC,Health Care,46,5.27,,,,,,,,,,
47,RCUS,ARCUS BIOSCIENCES INC,Health Care,47,29.49,,,,,,,,,,
48,MTX,MINERALS TECHNOLOGIES INC,Materials,48,74.959999,,,,,,,,41,74.910004,
49,DCO,DUCOMMUN INC,Industrials,49,173.720001,,,,,,,,,,
50,TK,TEEKAY CORPORATION CORP LTD,Energy,50,11.19,,23,11.33,-0.01235658,,,,,,
